_id,label,pitch_nm,line_cd_nm,line_cd_ratio,domain_x_nm,dose_mJ_cm2,sigma_nm,DH_nm2_s,time_s,Hmax_mol_dm3,kdep_s_inv,Q0_mol_dm3,kq_s_inv,abs_len_nm,CD_locked_nm,LER_CD_locked_nm,area_frac,P_line_margin,CD_final_nm,CD_pitch_frac,LER_after_PEB_P_nm,LER_design_initial_nm,P_space_center_mean,P_line_center_mean,contrast,psd_locked_mid,psd_design_mid,H_min,P_min,P_max,prefilter_score,roughness_trigger,source_recipe_id,rank_06l,variation_idx,phase,rep_kind,strict_score_06l_surrogate,yield_score_06l_surrogate
J_2725__nom_06jb,robust_valid,28.0,14.56,0.52,140.0,49.10247716400772,0.3270562123507261,0.5722329017706216,26.52906612958759,0.1951207966916263,0.5285910910926759,0.015825540013611316,1.3105320036411285,89.48638674803078,14.50027155183225,2.47187326236451,0.5605803571428571,0.13513017504150804,15.689097223401458,0.5603249008357664,2.4734703855946547,2.7772415217012325,0.12176445843893319,0.7851301750415081,0.6633657166025748,1.6486348067292842,4.523265297694232,0.012134707049331301,0.06411840876136436,0.7971392671032295,,,J_2725,17,0,nominal,,-2.11016404175046,0.9076499999999998
J_2212__nom_06jb,robust_valid,20.0,12.0,0.6,100.0,53.538884745910764,0.8369428161531687,0.4139356354251504,29.22457384876907,0.2000138770416379,0.6397783285938203,0.011691562179476022,1.8969716103747487,78.7027995660901,12.104419159714345,2.7848829501398162,0.8503958333333334,0.23852421431644755,16.88345389473711,0.8441726947368554,3.1360432048563665,2.812021531233865,0.42794439815438917,0.8885242143164476,0.4605798161620584,1.9623369202475545,4.616233784878745,0.029338699506949253,0.24159095262797028,0.9010594431525816,,,J_2212,18,0,nominal,,-2.133835422853803,0.6899
J_3885__nom_06jb,robust_valid,24.0,12.48,0.52,120.0,51.775083049200475,0.9141000900417566,0.6206216813996435,30.742631019093096,0.17393827573396264,0.530673558730632,0.017522684829309583,1.652904369868338,31.681720702908933,12.507442497053166,2.515896136538886,0.5988541666666667,0.11421376407177641,14.376047182817803,0.5990019659507418,2.552731291921354,2.7701829575093893,0.23337726835045763,0.7642137640717764,0.5308364957213187,1.3433341924449427,4.586725975482864,0.018257649816386688,0.14093467455956996,0.7855998671526736,,,J_3885,19,0,nominal,,-2.213983460208615,0.8654499999999997
J_3962__nom_06jb,robust_valid,28.0,14.56,0.52,140.0,39.81136916857213,0.5516104325652122,0.4246084221638739,43.158273566514254,0.20463404221460224,0.5769398903474212,0.028818988306447864,1.1646996708586812,44.902991396375,14.633334248208897,2.4594634320152373,0.6291815476190477,0.23118322186746765,17.61329265637002,0.6290461662989293,2.457033281217728,2.7772415217012325,0.16229868115431323,0.8811832218674677,0.7188845407131544,1.5337154277162681,4.523265297694232,0.007781786245969678,0.0887685350610483,0.8919591214029586,,,J_3962,20,0,nominal,,-2.244626915859592,0.7548749999999997
J_2597__nom_06jb,robust_valid,28.0,12.6,0.45,140.0,57.629243010655046,0.6073309276252985,0.38771588560193776,35.725448611192405,0.17014138182625174,0.560823674313724,0.017923593018203975,0.829717262648046,26.153180128894746,12.546235937648703,2.4807611976454416,0.5533184523809523,0.2078890966601561,15.49425124766176,0.55336611598792,2.458143732732923,2.7751431839943566,0.09499432736640362,0.8578890966601561,0.7628947692937524,1.7418447752987856,4.570215469540365,0.006810088286701369,0.046335832966729905,0.8712774753808501,,,J_2597,21,0,nominal,,-2.270960384425727,0.9542749999999998
J_3347__nom_06jb,robust_valid,24.0,12.48,0.52,120.0,58.71800693683326,0.8192130737006664,0.5971470174379647,27.510475791059434,0.206291672764346,0.5794016189873219,0.020471613323315978,1.0372818778268993,26.062893173657358,12.583310022248757,2.50923798718233,0.67046875,0.19871261480762192,16.09003177641705,0.6704179906840437,2.6042559536023253,2.7701829575093893,0.26768782841544536,0.848712614807622,0.5810247863921766,1.4930668420853415,4.586725975482864,0.022650843866566666,0.15747077153877206,0.8646993574365259,,,J_3347,22,0,nominal,,-2.3528932848658197,0.9328499999999994
J_3290__nom_06jb,robust_valid,28.0,14.56,0.52,140.0,48.62530665099621,0.4555600443854928,0.4629968830384314,28.475548401474953,0.1607375438604504,0.6315300066955387,0.00609932885505259,0.7718934882432222,28.32267331890762,14.54871890833699,2.4828155179114364,0.5937946428571429,0.1754244829042445,16.62142568871919,0.5936223460256853,2.4804287912655676,2.7772415217012325,0.13230718931184043,0.8254244829042445,0.6931172935924041,1.7382884218391415,4.523265297694232,0.010926903686817088,0.06673334371571225,0.8346831014799089,,,J_3290,23,0,nominal,,-2.365952124475746,0.9457500000000003
J_3027__nom_06jb,robust_valid,24.0,12.48,0.52,120.0,55.54759337939322,0.08861079532653093,0.508023694343865,33.02584509830922,0.16163456331938506,0.5642537077888846,0.02598247244954109,1.5715272100642323,48.2802808098495,12.491975032599047,2.5230171851097447,0.5545138888888889,0.12234069550509619,13.3035673685835,0.5543153070243125,2.5257227570887397,2.7701829575093893,0.15632672140347192,0.7723406955050962,0.6160139741016243,1.7725349079606736,4.586725975482864,0.009525082610283243,0.08260521464528556,0.7941150659845105,,,J_3027,24,0,nominal,,-2.413393541675492,0.43952952130826894
J_1785__nom_06jb,robust_valid,28.0,14.56,0.52,140.0,43.58954301383346,0.4863320142030716,0.34905219841748475,33.202678062953055,0.17627769674174487,0.5365379111841321,0.005721099665388465,1.5111720715649426,25.56224969215691,14.51750740501422,2.5028501024427223,0.5869940476190476,0.18021661769317776,16.42916276878499,0.5867558131708925,2.4984967559439113,2.7772415217012325,0.10371629833121283,0.8302166176931778,0.7265003193619649,1.9062044423569933,4.523265297694232,0.008039696808034192,0.04661131062006305,0.8382111732804068,,,J_1785,25,0,nominal,,-2.515150957212909,0.9486333333333324
J_2780__nom_06jb,robust_valid,24.0,12.48,0.52,120.0,51.142227636650205,0.2961369641125202,0.30267869839444755,37.42677637375891,0.19964606017805636,0.570398694742471,0.02265207951888442,0.5530166327953339,26.523145218379796,12.300036618556243,2.539144763515619,0.6556597222222222,0.2540611430282941,15.737977937050825,0.655749080710451,2.5455716087217084,2.7701829575093893,0.1893722300763919,0.9040611430282941,0.7146889129519022,2.133826424276708,4.586725975482864,0.011235778068753303,0.08778158134175734,0.9138283221243187,,,J_2780,26,0,nominal,,-2.6283955854382226,0.9442499999999989
