mode,recipe_id,yield_score,p_robust_valid,p_margin_risk,p_roughness_degraded,p_under_exposed,p_merged,p_numerical_invalid,cd_error_penalty,ler_penalty,mean_cd_fixed,std_cd_fixed,mean_cd_locked,std_cd_locked,mean_ler_locked,std_ler_locked,mean_area_frac,std_area_frac,mean_p_line_margin,std_p_line_margin,pitch_nm,line_cd_ratio,dose_mJ_cm2,sigma_nm,DH_nm2_s,time_s,Hmax_mol_dm3,kdep_s_inv,Q0_mol_dm3,kq_s_inv,abs_len_nm
open_design,B_1236,0.9385750000000003,0.9712666666666668,0.016133333333333326,0.0011499999999999987,0.0037833333333333317,0.007666666666666667,0.0,0.0,0.0,15.807004617073368,0.1119582091132363,12.587760560749771,0.010934827964997479,2.420148342952723,0.01030891200625162,0.5681779699900791,0.011583654260819564,0.16860782709797495,0.00919398990082313,28.0,0.45,47.868454629555345,1.496353603899479,0.4202827887609601,29.529270231723785,0.20760347499512136,0.6251738980412483,0.01952472075819969,1.3669045171700418,96.23456006869674
open_design,B_4088,0.9320500000000007,0.9633000000000006,0.027949999999999996,0.0004499999999999998,0.004266666666666663,0.004033333333333331,0.0,0.0,0.0,15.193894498740725,0.19397045580709257,12.62486229258935,0.02041417461767804,2.4594528275346534,0.026387211135899008,0.5483745617559521,0.017657029398711183,0.16210888128838197,0.017623034126399574,28.0,0.45,48.694968863390386,1.1795596545562148,0.32739201858639716,35.763684757985175,0.17812065623700618,0.5468972810544074,0.02129589881747961,1.5367112276144326,78.19539474323392
open_design,B_4020,0.9190666666666663,0.9588499999999996,0.02761666666666667,0.0021833333333333353,0.007833333333333333,0.003516666666666666,0.0,0.0,0.0,14.82436689486775,0.22270157051804623,12.54083507579579,0.00734105239793848,2.4446302183150665,0.0033177990006507084,0.5209520853174603,0.008414338703056617,0.12710545601969328,0.006875577049970675,28.0,0.45,38.28716088831425,0.6610961984843016,0.4411817301996052,35.89996700640768,0.18789767204783858,0.5076797813177109,0.013195918835699557,0.8658650275319815,48.15896028652787
open_design,B_2392,0.9142416666666677,0.9554833333333345,0.03140000000000001,0.0015166666666666664,0.00818333333333334,0.0033499999999999997,6.666666666666667e-05,0.0,0.0,15.002530569932619,0.44139534816816145,12.533421231302789,0.011851121203520028,2.4348917962867,0.005230415093743988,0.5421127428075395,0.007129304817655882,0.14093595006089438,0.007284397161180752,28.0,0.45,57.55118081532419,0.9625494265928864,0.3980763859115541,36.7957445140928,0.1853681005164981,0.4665418867021799,0.018314222786575556,0.9941596821881831,30.87902351282537
open_design,B_392,0.9005750000000005,0.9482166666666672,0.03623333333333333,0.0031500000000000013,0.008983333333333338,0.0034166666666666672,0.0,0.0,0.0,15.715621628165307,0.20708702590272812,12.55555163688433,0.010030816524252792,2.3947930027255473,0.006618986924594662,0.5548888137400797,0.007671050383177902,0.13537038585895458,0.00807809706900538,28.0,0.45,43.54400664847344,1.6958752227947116,0.5384364898316563,28.903068001382053,0.19156707932241263,0.5943965216167271,0.01820408589206636,1.3729612887836993,91.18580415379256
open_design,B_2488,0.8998000000000007,0.948783333333334,0.03516666666666666,0.0013999999999999991,0.014016666666666651,0.000633333333333333,0.0,0.0,0.0,14.936795479244614,0.25932801390291843,12.621809801133981,0.007832460018216933,2.4579812953127704,0.004605265234798578,0.5475087824900793,0.009386619224776047,0.1759220496351829,0.009275681222550148,28.0,0.45,50.363462769426405,0.42553876899182796,0.4313785775564611,34.98787188902497,0.17956962952390312,0.5863484802655876,0.02331292656250298,1.894405085593462,23.394000460393727
open_design,B_180,0.8997310269030517,0.9687833333333331,0.011233333333333335,0.0020666666666666693,0.011866666666666675,0.005383333333333334,0.0006666666666666661,0.02383563976361458,0.0,16.023835639763615,0.11137654660150918,12.625704600133718,0.0059081169279985805,2.440881285370919,0.008329945611595705,0.5695776949404755,0.006427641856082462,0.16804775580505407,0.005438189789317022,28.0,0.45,46.51378026790917,1.1045740954577923,0.39687559446319937,22.680031000636518,0.18953858043998478,0.6201329655945301,0.0074850064236670726,0.9448694214224815,69.47688441257924
open_design,B_3120,0.8973166666666675,0.9420000000000008,0.04743333333333335,0.0003333333333333333,0.009000000000000003,0.001233333333333332,0.0,0.0,0.0,15.363065369101175,0.4202108368197034,12.57466628430298,0.007355040544661298,2.447486325988548,0.00504603447503504,0.520842108878969,0.010194331006716772,0.14333335355203633,0.009832295988278733,28.0,0.45,40.62683227099478,0.7525207735598087,0.5372065857052803,36.17290461435914,0.2124903892353177,0.5889443576335907,0.025730000920593736,1.4737294227816164,82.08584574982524
open_design,B_1744,0.8964833333333342,0.9583166666666676,0.010050000000000005,0.012916666666666661,0.0008499999999999991,0.017866666666666652,0.0,0.0,0.0,15.809059437730353,0.5168964610873689,10.83213516062496,0.015486285489313212,2.5354888010151897,0.0030209957333280422,0.639101354745371,0.006769035296403265,0.20756460897726448,0.005688049711186858,24.0,0.45,51.09384449478239,1.2808727882802486,0.3901023386977613,37.3016173299402,0.17916282925754784,0.6140653799287975,0.010983802825212479,1.7419962249696255,90.30993658583611
open_design,B_660,0.8962083333333337,0.9469000000000004,0.03599999999999998,0.003183333333333332,0.01354999999999999,0.00028333333333333335,8.333333333333333e-05,0.0,0.0,15.568209141118407,0.15940049154526628,14.325494985240127,0.00853534503396706,2.3948547953076393,0.003066237493447772,0.49047097547742974,0.007983238124566711,0.11772450179186725,0.00925412002549708,32.0,0.45,51.03687943518162,0.7415544586256146,0.52039730893448,28.74258626718074,0.2091636657807976,0.5134554764255881,0.02505346999503672,1.7123245699331164,42.801730749197304
open_design,B_3848,0.8938166666666665,0.9599833333333332,0.01018333333333334,0.000716666666666666,0.022066666666666648,0.005283333333333335,0.0017666666666666673,0.0,0.0,15.710934975633538,0.18980320770940712,12.657714842362743,0.030013557055947805,2.4371931390425754,0.029289484625194654,0.5848942539682536,0.012136918288119525,0.16178984338445082,0.010689077427577862,28.0,0.45,50.48065169714391,1.830937153659761,0.36502155447378754,25.221681063994765,0.17299565406516193,0.6387810500338673,0.015497259590774774,0.8353122039698064,67.15692966710776
open_design,B_1714,0.8887916666666665,0.9501833333333333,0.023599999999999996,0.005683333333333337,0.008866666666666677,0.011666666666666672,0.0,0.0,0.0,15.363294969859762,0.26161514580818745,10.720377976899703,0.03401534809122479,2.563814152675657,0.01804374588811793,0.6181936385995375,0.01961566907187716,0.1555497249193998,0.008753621288196432,24.0,0.45,55.928597495891154,1.4401147412136197,0.5390556703321636,41.283382968977094,0.16931331049650908,0.519657813757658,0.0192621938791126,1.1646314281970263,71.9175608176738
open_design,B_4328,0.8781749999999998,0.9377166666666664,0.04328333333333333,0.0002,0.009733333333333337,0.009066666666666662,0.0,0.0,0.0,15.511552787770814,0.144300075307738,12.724217459716892,0.02504191804694351,2.61294807987832,0.02749864519596807,0.5792146284722224,0.007514797119782012,0.18779973794769156,0.007967394235945951,28.0,0.45,42.07421659491956,0.7358061047270894,0.3034463796764612,28.445267053321004,0.16804281532764434,0.5829657017253339,0.009696870921179651,1.0725131961517036,81.67319058440626
open_design,B_1940,0.8762250000000003,0.9389500000000003,0.03366666666666664,0.01775,0.009033333333333338,0.0005999999999999995,0.0,0.0,0.0,15.96725395272519,0.17687553435712863,14.426195371477174,0.007435161024746082,2.391926786519482,0.006071222378392993,0.5359090670572924,0.004987574139384484,0.16582905819871221,0.0049035723257111665,32.0,0.45,39.45691264048219,0.028138116002082825,0.3920973904430866,39.34385702479631,0.1940345499664545,0.475516920723021,0.00820420472882688,1.1975877219811082,60.896522318944335
open_design,B_1732,0.8706750000000015,0.9374833333333348,0.03866666666666667,0.0007499999999999993,0.020783333333333317,0.0021666666666666674,0.00015000000000000001,0.0,0.0,15.842158419675522,0.3591572536776105,14.340415083826816,0.012376662410095225,2.4068931346884863,0.0031179220916858234,0.5085904314236112,0.010421213226666694,0.14710551416392073,0.012618210942240747,32.0,0.45,40.15967772435397,0.7125008990988135,0.3081688957288861,26.122177164070308,0.20584011779166758,0.5975017443299293,0.020901123862713575,0.7563109868206084,56.60252180416137
open_design,B_4936,0.8685333333333335,0.9339666666666667,0.04260000000000003,0.00546666666666667,0.01533333333333332,0.002633333333333336,0.0,0.0,0.0,15.844285164012685,0.3992546453836553,12.55277144649083,0.005493616024826675,2.4482418681417624,0.0025161015563018364,0.5327345796130953,0.005283904645949529,0.15139773348817823,0.005271933167477088,28.0,0.45,37.52821496408433,0.626045124605298,0.4914249276742339,39.091294263489544,0.21101834540255368,0.6287367494776845,0.02724919273518026,0.8567950720898807,57.76317411568016
open_design,B_3428,0.868233333333334,0.9248500000000007,0.06178333333333328,0.0020166666666666683,0.01025000000000001,0.0010999999999999988,0.0,0.0,0.0,15.95042831122667,0.32054152503879046,14.382642127731831,0.006260243803900799,2.331901454159771,0.00697648215884016,0.5120654394531249,0.007521610197465781,0.1167987837894876,0.00696460588069026,32.0,0.45,36.75039994250983,1.8979410929605365,0.37478658016771077,31.348223919048905,0.21578000370413064,0.5622388896532357,0.020042810048907993,0.7969880234450102,75.83067626226693
