recipe_id,rank_surrogate,yield_score_surrogate,p_robust_valid_surrogate,mean_cd_fixed_surrogate,mean_cd_locked_surrogate,mean_ler_locked_surrogate,mean_area_frac_surrogate,mean_p_line_margin_surrogate,fd_label,FD_yield_score_nominal,CD_final_fd,CD_locked_fd,LER_CD_locked_fd,area_frac_fd,P_line_margin_fd
A_710,35,0.8164333333333339,0.9223166666666671,15.646007413760898,12.467364279345865,2.5479767789428838,0.6841468206018512,0.1509690339342322,robust_valid,1.0,14.446246871351827,12.375775895726264,2.511591348188298,0.6019618055555556,0.15132892429633038
A_4294,36,0.8162083333333339,0.914783333333334,15.289511639092416,12.488975103188514,2.592036885482472,0.6586911001157408,0.12388129789618466,robust_valid,0.6310227389981264,13.631022738998126,12.430276326378205,2.5171323130126018,0.5679861111111111,0.12053004534438305
A_3945,37,0.8148500000000003,0.9143166666666669,14.915030279698597,12.41000285723962,2.520397452215148,0.6238464114583333,0.12395133415665262,robust_valid,0.8959745190356951,13.895974519035695,12.562268885265105,2.5239398752562643,0.5788368055555555,0.14232112133760155
A_1903,38,0.8114919857446125,0.9346833333333338,16.02084134758872,12.596500702582139,2.645226866269528,0.7558835653935181,0.17465431543386778,robust_valid,1.0,15.298747098568128,12.313881300145386,2.510047621341073,0.6373611111111112,0.1811860221982381
A_2935,39,0.8108583333333333,0.9178999999999998,15.200297081075,12.448539261683674,2.555043640805081,0.6374688590856487,0.11900614877882082,robust_valid,1.0,15.275682336893713,12.604993567881921,2.5275587583399624,0.6362152777777778,0.17926256734755175
A_1431,40,0.8090083333333328,0.9178833333333327,15.3624712472442,12.419867699840092,2.5195373227370634,0.6235883480902783,0.11936668737752942,robust_valid,1.0,14.00108359521199,12.548784533985032,2.488276776419765,0.5840972222222223,0.09678208805757582
A_4159,41,0.8087583333333337,0.911916666666667,15.57837409393914,12.593321729884078,2.60887002598108,0.7099503787615741,0.16345738397105908,robust_valid,1.0,14.793745266835202,12.3544763038956,2.5235929899146905,0.61625,0.20631996450917822
A_3348,42,0.8040833333333328,0.9169666666666662,15.572430624946874,12.439978989089603,2.585103636240823,0.6812985341435188,0.128517614983941,robust_valid,1.0,14.28061818258362,12.628908016681399,2.5131228867739255,0.59515625,0.13101434129545209
A_1800,43,0.8008391025878437,0.9578499999999995,16.100902564078822,12.493863197702156,2.555230631129343,0.6851561782407406,0.14421954410550006,robust_valid,1.0,15.168781567680677,12.38307340666762,2.4952111155652807,0.6320486111111111,0.18890581315542676
A_2591,44,0.7980583333333331,0.9100166666666664,15.13497371112384,12.4414298185389,2.536113460306895,0.6370546935763884,0.12569197254471004,robust_valid,0.6074856625508893,13.60748566255089,12.649759673051339,2.494634357951079,0.5670833333333334,0.09550212853455997
A_3502,45,0.7975666666666671,0.9110333333333337,15.435793481767059,12.704570583937247,2.647803263159028,0.6932180422453703,0.13831766793218556,robust_valid,1.0,14.323433289705795,12.36304031780818,2.521845815517355,0.5968402777777778,0.17078261069942047
A_4400,46,0.7954166666666673,0.911233333333334,15.817302943906927,12.50495622900537,2.584601633556405,0.6657071166087963,0.128672425831734,robust_valid,1.0,14.179415869044197,12.507822097056245,2.546388263502326,0.59125,0.19233832916778826
