_id,label,pitch_nm,line_cd_nm,line_cd_ratio,domain_x_nm,dose_mJ_cm2,sigma_nm,DH_nm2_s,time_s,Hmax_mol_dm3,kdep_s_inv,Q0_mol_dm3,kq_s_inv,abs_len_nm,CD_locked_nm,LER_CD_locked_nm,area_frac,P_line_margin,CD_final_nm,CD_pitch_frac,LER_after_PEB_P_nm,LER_design_initial_nm,P_space_center_mean,P_line_center_mean,contrast,psd_locked_mid,psd_design_mid,H_min,P_min,P_max,prefilter_score,roughness_trigger,source_recipe_id,rank_strict,variation_idx,phase,strict_score_surrogate,yield_score_surrogate,rep_kind
G_3691__nom_06h,robust_valid,24.0,12.48,0.52,120.0,59.27794052939862,0.19737313874065876,0.48414958752691745,30.64856923185289,0.18177000988274813,0.6312138759531081,0.017799156624823807,0.9048012448474765,50.0,12.249096160085799,2.521759482324201,0.6509548611111111,0.22066422852000522,15.629857444992311,0.651244060208013,2.5541170680893206,2.7701829575093893,0.23123648615964362,0.8706642285200052,0.6394277423603616,1.8043325402869546,4.586725975482864,0.016428087735696643,0.12724218979131344,0.8853682909844106,,,G_3691,1,0,nominal,0.7712882024965764,0.9909500000000024,
G_1500__nom_06h,robust_valid,24.0,12.48,0.52,120.0,59.61064776778221,0.6692313132807612,0.3649552927352488,33.2558043114841,0.17694425912573933,0.5755714560858906,0.012893415167927741,1.6178962769918144,50.0,12.422067521883182,2.514399109223191,0.6485243055555555,0.22217485887999633,15.574173168998474,0.6489238820416031,2.5457848293402554,2.7701829575093893,0.1931797078719626,0.8721748588799964,0.6789951510080338,1.857223076675036,4.586725975482864,0.012442223974792214,0.09219662491760412,0.8840748563221529,,,G_1500,2,0,nominal,0.7650266250777417,0.9954500000000012,
G_4867__nom_06h,robust_valid,24.0,12.48,0.52,120.0,52.676753897219896,0.6776348277926445,0.5002588990144432,29.275345294736326,0.1706448632106185,0.6455813481472432,0.019664063360542057,1.0673484671860933,50.0,12.48350499225868,2.510559542416033,0.6254861111111111,0.17582805281672076,15.00294885997412,0.6251228691655883,2.543871732676261,2.7701829575093893,0.21092197876191138,0.8258280528167208,0.6149060740548093,1.678824118948136,4.586725975482864,0.014277585070230994,0.11465923514166565,0.8419521970805947,,,G_4867,3,0,nominal,0.744115080370199,0.9538499999999983,
G_3185__nom_06h,robust_valid,24.0,12.48,0.52,120.0,54.13421825878322,0.9893885711207986,0.35959234619513153,34.245778415352106,0.16786820678040384,0.6302088879980148,0.02199883854947984,0.6212781914509833,50.0,12.598548538641632,2.50519328108185,0.6677083333333333,0.21899561114324229,16.01154852478405,0.6671478551993354,2.5666720888753085,2.7701829575093893,0.22404705705005484,0.8689956111432423,0.6449485540931874,1.716301174269033,4.586725975482864,0.012910469204748426,0.11441589330687368,0.8807898551645923,,,G_3185,4,0,nominal,0.7367785111141446,0.9544166666666674,
G_1226__nom_06h,robust_valid,24.0,12.48,0.52,120.0,53.86767695378512,0.7991772992536426,0.33591859573498367,33.01915261428803,0.21817502029240132,0.4995112420059741,0.013306531207635999,1.3187890541739762,50.0,12.336879119711556,2.5133638187161247,0.6566145833333333,0.23203934824878047,15.762255253396367,0.656760635558182,2.548387762150578,2.7701829575093893,0.18988390575730416,0.8820393482487805,0.6921554424914763,1.881504118285802,4.586725975482864,0.014023991379602972,0.08694745849931207,0.8925714646172005,,,G_1226,5,0,nominal,0.7363568021215621,0.9996500000000001,
G_1679__nom_06h,robust_valid,24.0,12.48,0.52,120.0,53.04285152815282,0.6175816683098674,0.4185003099963069,39.61149072740227,0.17210849289782346,0.5973837855271995,0.027088020052760838,1.238976410124451,50.0,12.388097973958127,2.513573377950679,0.6429513888888889,0.20862518168318145,15.44453455000866,0.6435222729170275,2.5525347211457188,2.7701829575093893,0.21733076644193036,0.8586251816831815,0.6412944152412511,1.6663986556931563,4.586725975482864,0.010430828193740667,0.11741796434203326,0.8749545099631973,,,G_1679,6,0,nominal,0.7280005609143199,0.9261250000000005,
G_3366__nom_06h,robust_valid,24.0,12.48,0.52,120.0,49.695911639370024,0.8923498978838325,0.33149425657466053,30.056207608431578,0.21137582533061505,0.6334934700280428,0.017279921416193247,1.4183912025764585,50.0,12.298194079962824,2.5170657629554682,0.6590104166666667,0.2474666512144741,15.824293258681845,0.6593455524450769,2.546411604293178,2.7701829575093893,0.17074279000546116,0.8974666512144741,0.726723861209013,1.9567057527140037,4.586725975482864,0.009987944335686623,0.07127993319357034,0.9065004444341037,,,G_3366,7,0,nominal,0.7067064085465492,0.9811250000000016,
G_715__nom_06h,robust_valid,24.0,12.48,0.52,120.0,53.13488420192152,0.8119138386100531,0.4316944188438356,26.48560533300042,0.20470118842087687,0.5199363170191645,0.006908052619546651,1.1299748960882425,50.0,12.536096388438626,2.5093765406102233,0.6234722222222222,0.17621553293701842,14.951426754334392,0.622976114763933,2.53683605618208,2.7701829575093893,0.18574704018767416,0.8262155329370184,0.6404684927493443,1.7984347850145084,4.586725975482864,0.017820954352556418,0.09063658359443258,0.8392296372793848,,,G_715,8,0,nominal,0.7013104203929961,0.99995,
G_1096__nom_06h,robust_valid,24.0,12.48,0.52,120.0,54.77498465683311,0.2990975473076105,0.3910854572430253,43.31817008089274,0.1618718133959919,0.519607218913734,0.01730798020027578,1.4007178884930909,50.0,12.364785451330336,2.522261038653208,0.6300694444444445,0.19503621537005422,15.122597148840944,0.6301082145350393,2.545994832769409,2.7701829575093893,0.21774796919435704,0.8450362153700542,0.6272882461756972,1.718957350809284,4.586725975482864,0.012097475192406401,0.12059821335030993,0.8625760781374018,,,G_1096,9,0,nominal,0.6990312374985798,0.9407333333333343,
G_1553__nom_06h,robust_valid,24.0,12.48,0.52,120.0,55.33272649627179,0.8260480631142855,0.6297292487695814,24.14402368478477,0.17299987352453172,0.6490463101305068,0.014940116945654154,1.3684112299233675,50.0,12.200058151003518,2.5013368198198727,0.6102256944444444,0.14082576488982002,14.63773173003133,0.6099054887513055,2.539554869672915,2.7701829575093893,0.21554613126839595,0.79082576488982,0.5752796336214241,1.5253653463793329,4.586725975482864,0.018170353814636914,0.12140326788651495,0.8084901155447317,,,G_1553,10,0,nominal,0.6897324852945307,0.8847249999999994,
