_id,label,pitch_nm,line_cd_nm,line_cd_ratio,domain_x_nm,dose_mJ_cm2,sigma_nm,DH_nm2_s,time_s,Hmax_mol_dm3,kdep_s_inv,Q0_mol_dm3,kq_s_inv,abs_len_nm,CD_locked_nm,LER_CD_locked_nm,area_frac,P_line_margin,CD_final_nm,CD_pitch_frac,LER_after_PEB_P_nm,LER_design_initial_nm,P_space_center_mean,P_line_center_mean,contrast,psd_locked_mid,psd_design_mid,H_min,P_min,P_max,prefilter_score,roughness_trigger,source,source_recipe_id,sub_phase,scenario,time_offset_s,variation_idx
G_4867__pb_t-5_mc011,robust_valid,24.0,12.66668556246234,0.5277785651025975,120.0,52.910061187881496,0.7796634819390268,0.5282929574343818,24.275345294736326,0.16719115973592033,0.6455813481472432,0.018553492574434984,1.0673484671860933,50.0,12.548686653316185,2.5169629181980366,0.58828125,0.12594943071484677,14.119630289077895,0.588317928711579,2.53557594286666,2.778260636839767,0.17495669780954462,0.7759494307148468,0.6009927329053022,1.7624415297514258,4.619847202002257,0.013950347058469748,0.0897278234825748,0.7911306440666305,,,stage06PB_G4867_targeted_AL,G_4867,time_densification,det_offset,-5.0,11
G_4867__pb_t-5_mc012,robust_valid,24.0,12.907258337156687,0.537802430714862,120.0,54.16328013939556,0.5197047770234732,0.46185170677464854,24.275345294736326,0.16878717459951104,0.6455813481472432,0.019476797627209625,1.0673484671860933,50.0,12.818597770484136,2.577755443671939,0.5889409722222222,0.1383572010017532,14.144956345766209,0.589373181073592,2.5889143365227536,2.8169893945103146,0.15110876201621284,0.7883572010017532,0.6372484389855404,1.9878287541247048,4.6021212482624545,0.011430031852740417,0.06894507065076216,0.8014397950950276,,,stage06PB_G4867_targeted_AL,G_4867,time_densification,det_offset,-5.0,12
G_4867__pb_t-5_mc013,robust_valid,24.0,12.951948418410424,0.5396645174337676,120.0,52.001876073864864,0.737888436486986,0.5111573148994355,24.275345294736326,0.16455090818707716,0.6455813481472432,0.020524732388924504,1.0673484671860933,50.0,12.86949544674441,2.5666638770220818,0.5865625,0.11623408095673471,14.082791072400582,0.5867829613500243,2.582850147321487,2.8181910012567912,0.16984505607888079,0.7662340809567347,0.596389024877854,1.7933955505375478,4.593917159141489,0.013040277815908965,0.08477760885117243,0.7807576600888467,,,stage06PB_G4867_targeted_AL,G_4867,time_densification,det_offset,-5.0,13
G_4867__pb_t-5_mc014,robust_valid,24.0,12.913542886541837,0.5380642869392432,120.0,54.778286195852985,0.7739133658986973,0.4716139353537536,24.275345294736326,0.16984648802294344,0.6455813481472432,0.01896393065085187,1.0673484671860933,50.0,12.758245247164876,2.563031524870244,0.6053993055555555,0.14312394897230218,14.52180328177979,0.6050751367408246,2.5847092341324904,2.813777709903637,0.16959087983374196,0.7931239489723022,0.6235330691385602,1.8411731286927224,4.589855356637656,0.012848576899326315,0.08037691685645741,0.8060499753354788,,,stage06PB_G4867_targeted_AL,G_4867,time_densification,det_offset,-5.0,14
G_4867__pb_t-5_mc015,robust_valid,24.0,12.741054810512281,0.530877283771345,120.0,50.118855507146804,0.7949017897297008,0.4862907899261,24.275345294736326,0.1784139802480356,0.6455813481472432,0.018925861225049658,1.0673484671860933,50.0,12.58715717727556,2.522097515857241,0.5989583333333334,0.14278770593757062,14.371186402036807,0.5987994334182003,2.5418514636335043,2.7778106201668886,0.16820640957084157,0.7927877059375706,0.6245812963667291,1.7807133759150127,4.516958351424113,0.013031722539891493,0.08162777012662853,0.8063909966400025,,,stage06PB_G4867_targeted_AL,G_4867,time_densification,det_offset,-5.0,15
G_4867__pb_t-5_mc016,robust_valid,24.0,12.184468775726819,0.5076861989886174,120.0,54.86211338762752,0.6819605145756789,0.47438756761292455,24.275345294736326,0.168078365499717,0.6455813481472432,0.02096227909960766,1.0673484671860933,50.0,12.085625297296959,2.5393616947008857,0.5639409722222222,0.13022757654885142,13.525967291551925,0.5635819704813302,2.547276431006317,2.7946910135279115,0.13619173109241658,0.7802275765488514,0.6440358454564349,1.9093802648771778,4.638648514848225,0.010647534151659421,0.06462973874371432,0.7962322273039546,,,stage06PB_G4867_targeted_AL,G_4867,time_densification,det_offset,-5.0,16
G_4867__pb_t-5_mc017,robust_valid,24.0,12.354193059241373,0.5147580441350572,120.0,50.30672952623951,0.8119682397626033,0.4899423392503093,24.275345294736326,0.17577353657025413,0.6455813481472432,0.02023872165321343,1.0673484671860933,50.0,12.367246818738936,2.5177981552884243,0.5782638888888889,0.13250361657538412,13.858686368584069,0.5774452653576695,2.5310747880508435,2.781867211476376,0.15301959428087739,0.7825036165753841,0.6294840222945067,1.7714985780626187,4.51789235398264,0.01187122676111985,0.07409723745373084,0.7980260051455236,,,stage06PB_G4867_targeted_AL,G_4867,time_densification,det_offset,-5.0,17
G_4867__pb_t-5_mc018,robust_valid,24.0,12.592799086331402,0.5246999619304751,120.0,53.45772168219015,0.5801583518228921,0.5013735686599312,24.275345294736326,0.1694922498369087,0.6455813481472432,0.018969375711731396,1.0673484671860933,50.0,12.480410797868428,2.5218423612878484,0.58046875,0.1333552360795699,13.93645556589089,0.5806856485787871,2.533413643667292,2.773236270429148,0.15686973527007333,0.7833552360795699,0.6264855008094966,1.8751123979737472,4.542172822621659,0.012429110858585724,0.0765377365087986,0.7981915528866604,,,stage06PB_G4867_targeted_AL,G_4867,time_densification,det_offset,-5.0,18
G_4867__pb_t-5_mc019,robust_valid,24.0,12.054928344656417,0.5022886810273507,120.0,50.59136314614423,0.8591815108478359,0.4535615438205363,24.275345294736326,0.17056139811527765,0.6455813481472432,0.020599035418903726,1.0673484671860933,50.0,11.86106183938494,2.5547166856734824,0.5564583333333334,0.12272750982231395,13.350606562831356,0.5562752734513065,2.5636389646957016,2.814990217375423,0.1289823759378103,0.772727509822314,0.6437451338845037,1.8522574986189646,4.591369149169861,0.009712749432436914,0.05846228639815454,0.7888327858170415,,,stage06PB_G4867_targeted_AL,G_4867,time_densification,det_offset,-5.0,19
G_4867__pb_t-5_mc020,robust_valid,24.0,12.851376128458476,0.5354740053524365,120.0,53.62156926501259,0.7888367025167182,0.5273377824366511,24.275345294736326,0.16988653764953243,0.6455813481472432,0.02088874642629827,1.0673484671860933,50.0,12.812053050366377,2.5563019869732955,0.5983854166666667,0.13065302292917924,14.36634396759689,0.5985976653165371,2.577876128941475,2.811550141750357,0.18147882597820933,0.7806530229291793,0.59917419695097,1.7199436653471394,4.570586505568981,0.014021778089658321,0.09180961974265887,0.7949715153933948,,,stage06PB_G4867_targeted_AL,G_4867,time_densification,det_offset,-5.0,20
G_4867__pb_t-5_mc021,robust_valid,24.0,12.787822018897108,0.5328259174540462,120.0,53.070134005748244,0.834570978827452,0.5498790253600987,24.275345294736326,0.17717271998853812,0.6455813481472432,0.02032299066006618,1.0673484671860933,50.0,12.774277652176002,2.538686459532293,0.6112326388888889,0.14279662628797118,14.660085477067298,0.6108368948778041,2.5681537303551476,2.7981393726537305,0.1964140108631416,0.7927966262879712,0.5963826154248296,1.6467262536237612,4.542642295811631,0.015531111891202262,0.1026205038408153,0.8075839344036746,,,stage06PB_G4867_targeted_AL,G_4867,time_densification,det_offset,-5.0,21
G_4867__pb_t-5_mc022,robust_valid,24.0,12.382349151169269,0.5159312146320528,120.0,50.71421105585853,0.770200305868787,0.4678254580356215,24.275345294736326,0.1763520536244138,0.6455813481472432,0.020501117329607903,1.0673484671860933,50.0,12.48686303133824,2.5203956285161873,0.5782638888888889,0.1367990372796244,13.863842911768504,0.5776601213236877,2.5313644403406657,2.780872725888473,0.14498961275526653,0.7867990372796244,0.6418094245243579,1.8913625028647594,4.653427704754352,0.011154935498602407,0.06838985562162087,0.801549248682344,,,stage06PB_G4867_targeted_AL,G_4867,time_densification,det_offset,-5.0,22
G_4867__pb_t-5_mc023,robust_valid,24.0,12.389763187156632,0.516240132798193,120.0,54.64947313602039,0.8734439592935881,0.522068461724381,24.275345294736326,0.1730079921470591,0.6455813481472432,0.01877638286796469,1.0673484671860933,50.0,12.445236995781377,2.507712840826484,0.5956076388888889,0.14204640479082664,14.294729877108697,0.595613744879529,2.5293105248109704,2.779326662768218,0.17697324016152147,0.7920464047908267,0.6150731646293052,1.7159386515404993,4.642654178464932,0.014177214277894075,0.09087006314889186,0.8077446437916663,,,stage06PB_G4867_targeted_AL,G_4867,time_densification,det_offset,-5.0,23
G_4867__pb_t-5_mc024,robust_valid,24.0,12.544155061346322,0.5226731275560967,120.0,54.03833902701971,0.8279419872454266,0.4916755075108752,24.275345294736326,0.1655534762154739,0.6455813481472432,0.018079967171904066,1.0673484671860933,50.0,12.527503772285026,2.513873522552827,0.5858854166666667,0.12948127047767066,14.051749869665908,0.5854895779027461,2.530242033325986,2.7748118374578916,0.16226563446221529,0.7794812704776707,0.6172156360154554,1.7668770966223029,4.516088928475251,0.01262602265795016,0.07883451120267189,0.794100887682224,,,stage06PB_G4867_targeted_AL,G_4867,time_densification,det_offset,-5.0,24
G_4867__pb_t-5_mc025,robust_valid,24.0,12.60367402529682,0.5251530843873675,120.0,51.014329892389995,0.5441095639157028,0.5203197524898828,24.275345294736326,0.16476344174098206,0.6455813481472432,0.019272035718721166,1.0673484671860933,50.0,12.715142532431722,2.521018484296427,0.5651388888888889,0.11227936894063772,13.552718042950033,0.5646965851229181,2.5286663494323394,2.771768806081095,0.15317337473837936,0.7622793689406377,0.6091059942022584,1.8588105517610178,4.552397778585124,0.012210676837409251,0.07645238259986627,0.7781701153740556,,,stage06PB_G4867_targeted_AL,G_4867,time_densification,det_offset,-5.0,25
G_4867__pb_t-5_mc026,robust_valid,24.0,12.46335898032186,0.5193066241800776,120.0,53.00103174005571,0.5878590118016543,0.5228496630582745,24.275345294736326,0.16491935697459703,0.6455813481472432,0.019063437153554696,1.0673484671860933,50.0,12.447178070333964,2.514260887674964,0.5675520833333333,0.11890151961268358,13.621255371362627,0.5675523071401095,2.5239571481217937,2.7700128244678406,0.15544789161943262,0.7689015196126836,0.613453627993251,1.8493867930530867,4.619039033005974,0.012410732797178813,0.07747766258225519,0.7852889365877743,,,stage06PB_G4867_targeted_AL,G_4867,time_densification,det_offset,-5.0,26
G_4867__pb_t-5_mc027,robust_valid,24.0,11.982990442643333,0.4992912684434722,120.0,53.81257890151089,0.7593018771413806,0.4686206643921844,24.275345294736326,0.16649340869672902,0.6455813481472432,0.017772183155408832,1.0673484671860933,50.0,11.941257920583563,2.557456331496246,0.558125,0.12898004784697892,13.401543312712743,0.5583976380296977,2.564564467703086,2.8153711875502374,0.13409231111277153,0.7789800478469789,0.6448877367342074,1.8498629466604601,4.571808589956268,0.010521316307683192,0.06217587550063827,0.7954637848897617,,,stage06PB_G4867_targeted_AL,G_4867,time_densification,det_offset,-5.0,27
G_4867__pb_t-5_mc028,robust_valid,24.0,12.50228307684603,0.5209284615352513,120.0,51.5237007323861,0.4857974186744817,0.4516886591199233,24.275345294736326,0.17733792714932456,0.6455813481472432,0.01884047218251685,1.0673484671860933,50.0,12.594890588708612,2.5302759874883316,0.5773611111111111,0.14683117902210074,13.866708159841085,0.5777795066600452,2.536133168861459,2.772303959145324,0.1363907410041649,0.7968311790221008,0.6604404380179358,2.040284044716702,4.610505450593125,0.010499527084512255,0.060864270313730574,0.8105647108320954,,,stage06PB_G4867_targeted_AL,G_4867,time_densification,det_offset,-5.0,28
G_4867__pb_t-5_mc029,robust_valid,24.0,12.506429852810621,0.5211012438671092,120.0,55.04825428527015,0.71190160427848,0.5006667250389323,24.275345294736326,0.17236443583398575,0.6455813481472432,0.019348319775773604,1.0673484671860933,50.0,12.414822473902564,2.5134777406365467,0.5911458333333334,0.14330759391297776,14.180288320633338,0.5908453466930558,2.5300151439317986,2.772913729124414,0.16400362605342386,0.7933075939129778,0.6293039678595539,1.8315899791643346,4.603024102493103,0.012865546128792713,0.07985981415971413,0.8080638682300509,,,stage06PB_G4867_targeted_AL,G_4867,time_densification,det_offset,-5.0,29
G_4867__pb_t-5_mc030,robust_valid,24.0,12.80135757678384,0.53338989903266,120.0,52.538387886365804,0.5816320821604932,0.5493694994254052,24.275345294736326,0.1645975808343673,0.6455813481472432,0.01830081890937406,1.0673484671860933,50.0,12.766635843201259,2.55004240605748,0.5826041666666667,0.11843483625915263,13.977957069660494,0.5824148779025206,2.563935728898005,2.8006450675877836,0.17588062069678526,0.7684348362591527,0.5925542155623674,1.7444669384147555,4.5415293151851674,0.014161574094402817,0.09081545758826491,0.7839235200434929,,,stage06PB_G4867_targeted_AL,G_4867,time_densification,det_offset,-5.0,30
G_4867__pb_t-5_mc031,robust_valid,24.0,12.248831416058902,0.510367975669121,120.0,54.58940153983397,0.5106481520865356,0.5158265248376279,24.275345294736326,0.1671655493007398,0.6455813481472432,0.02106277634765657,1.0673484671860933,50.0,12.287347076825949,2.5255633837776394,0.5589756944444444,0.12350675717890658,13.41735234045893,0.559056347519122,2.5318376869857095,2.7802672357594234,0.14405445857059287,0.7735067571789066,0.6294522986083138,1.8809264016552436,4.60834703911878,0.01153304466374135,0.07119628558697257,0.7907280305477014,,,stage06PB_G4867_targeted_AL,G_4867,time_densification,det_offset,-5.0,31
G_4867__pb_t-5_mc032,robust_valid,24.0,12.240557711297573,0.5100232379707322,120.0,54.40472430799767,0.6389599212931338,0.5417208953010415,24.275345294736326,0.16520661650083943,0.6455813481472432,0.01850262512972322,1.0673484671860933,50.0,12.051584320870244,2.5197977674792056,0.5668055555555556,0.1219293857306224,13.600383350682815,0.566682639611784,2.531055103604206,2.782399163291106,0.16048603384871024,0.7719293857306224,0.6114433518819122,1.7591013538437508,4.586325524546298,0.013188393012504435,0.08303660765014874,0.789682086106643,,,stage06PB_G4867_targeted_AL,G_4867,time_densification,det_offset,-5.0,32
G_4867__pb_t-5_mc033,robust_valid,24.0,12.617767301328772,0.5257403042220322,120.0,53.587293249720844,0.687575663951916,0.47906026337904506,24.275345294736326,0.17170038586873754,0.6455813481472432,0.020010459518075084,1.0673484671860933,50.0,12.701582860254211,2.5198936463775468,0.58640625,0.1385267649177574,14.074235905949005,0.5864264960812086,2.5321316357948365,2.771969298014867,0.15418845987373125,0.7885267649177574,0.6343383050440261,1.8956729584471135,4.587156909915431,0.011928771069348684,0.07348215610644636,0.8025629458529233,,,stage06PB_G4867_targeted_AL,G_4867,time_densification,det_offset,-5.0,33
G_4867__pb_t-5_mc034,robust_valid,24.0,12.189897924855469,0.5079124135356445,120.0,51.38403535229637,0.6640324425614099,0.4537170495902967,24.275345294736326,0.17181262599469568,0.6455813481472432,0.021517083755731446,1.0673484671860933,50.0,11.954295973432124,2.539484018165258,0.5575173611111112,0.12734625029528346,13.375655719334725,0.5573189883056135,2.5464907142298854,2.7914493109205307,0.12545353166349074,0.7773462502952835,0.6518927186317928,1.9666042775014898,4.635008506782116,0.00962455547706472,0.057363720883889385,0.79296702823698,,,stage06PB_G4867_targeted_AL,G_4867,time_densification,det_offset,-5.0,34
G_4867__pb_t-5_mc035,robust_valid,24.0,11.982361621006493,0.4992650675419372,120.0,51.62973248611322,0.74992144971221,0.46505331700452507,24.275345294736326,0.17876061132226675,0.6455813481472432,0.02044160769356875,1.0673484671860933,50.0,11.85330532177219,2.559619001387402,0.5648263888888889,0.14192896669195088,13.559273445816654,0.5649697269090272,2.5669998162703704,2.8161048856996076,0.13348152737426083,0.7919289666919509,0.65844743931769,1.8682949381662488,4.563360022939594,0.010296548896298495,0.061103003230537155,0.8081196542286988,,,stage06PB_G4867_targeted_AL,G_4867,time_densification,det_offset,-5.0,35
G_4867__pb_t-5_mc036,robust_valid,24.0,12.51930989632573,0.5216379123469054,120.0,52.57237621882933,0.8632973977012717,0.48848664989569296,24.275345294736326,0.16728428861655179,0.6455813481472432,0.01905262636260369,1.0673484671860933,50.0,12.431259626773787,2.509417411335836,0.5824131944444444,0.12643372193565727,13.96968403340255,0.5820701680584396,2.525649945746233,2.7739029262667474,0.15904406336764687,0.7764337219356573,0.6173896585680104,1.8036052531983748,4.6285313249902735,0.012200202133463962,0.07657536369764817,0.7912432639138113,,,stage06PB_G4867_targeted_AL,G_4867,time_densification,det_offset,-5.0,36
G_4867__pb_t-5_mc037,robust_valid,24.0,12.054006575897173,0.5022502739957155,120.0,52.13730463270757,0.820472089213832,0.5282820064510402,24.275345294736326,0.16541772350995035,0.6455813481472432,0.02074689785484665,1.0673484671860933,50.0,12.038595115047226,2.5484134796633837,0.5532638888888889,0.1096223920411099,13.275598043980136,0.5531499184991723,2.557410055999774,2.8137453671627055,0.14967631499026904,0.7596223920411099,0.6099460770508409,1.7165395670418442,4.597282795928382,0.011817115405157634,0.07517176289425789,0.77808557121403,,,stage06PB_G4867_targeted_AL,G_4867,time_densification,det_offset,-5.0,37
G_4867__pb_t-5_mc038,robust_valid,24.0,12.022062263714023,0.5009192609880843,120.0,50.530027230282,0.6134113998552493,0.48769889452404086,24.275345294736326,0.1702787397904913,0.6455813481472432,0.018101060227975474,1.0673484671860933,50.0,11.763468936950673,2.5659634779857625,0.5510416666666667,0.12342806360767,13.230447929220915,0.5512686637175381,2.572012808422186,2.8209040592314554,0.13370801871692778,0.77342806360767,0.6397200448907423,1.9001292526810758,4.618806913220484,0.010741439290226302,0.06372576777588451,0.7910070688395209,,,stage06PB_G4867_targeted_AL,G_4867,time_densification,det_offset,-5.0,38
G_4867__pb_t-5_mc039,robust_valid,24.0,12.019110014848554,0.5007962506186897,120.0,54.51936382469419,0.5380332383885068,0.5253319061384754,24.275345294736326,0.1651133305537525,0.6455813481472432,0.01770399060004008,1.0673484671860933,50.0,11.789120486558872,2.5644085228212345,0.5533680555555556,0.12285354221222744,13.285291652886622,0.5535538188702759,2.5706709166508377,2.820001528971217,0.14561419197741376,0.7728535422122275,0.6272393502348137,1.8437000579499447,4.614379003783098,0.012037165799133501,0.07294003589144528,0.7914586187015744,,,stage06PB_G4867_targeted_AL,G_4867,time_densification,det_offset,-5.0,39
G_4867__pb_t-5_mc040,robust_valid,24.0,12.868374171474208,0.5361822571447586,120.0,51.173943958475704,0.7934480023143555,0.4936672642588135,24.275345294736326,0.16238001153745008,0.6455813481472432,0.019165921855219134,1.0673484671860933,50.0,12.716984228929698,2.558515073890536,0.5808333333333333,0.11222658591399837,13.93961728701368,0.5808173869589034,2.573273595000211,2.813260086442591,0.1625805435221127,0.7622265859139984,0.5996460423918857,1.8050913225697371,4.62282368979656,0.012395525691509472,0.07916415936306608,0.7763846563487264,,,stage06PB_G4867_targeted_AL,G_4867,time_densification,det_offset,-5.0,40
G_4867__pb_t-5_mc041,robust_valid,24.0,12.259023205908807,0.5107926335795336,120.0,50.7250743994151,0.7873644277637792,0.46414731841861673,24.275345294736326,0.16489749685613647,0.6455813481472432,0.019525995474098053,1.0673484671860933,50.0,12.18163219948195,2.520210829607545,0.55625,0.1138348111321591,13.351325718348187,0.5563052382645078,2.5285606190910244,2.780946586164357,0.1334192354763745,0.7638348111321591,0.6304155756557847,1.8670533051101654,4.604855880019024,0.010273734304091845,0.06250509933769387,0.7795129127349598,,,stage06PB_G4867_targeted_AL,G_4867,time_densification,det_offset,-5.0,41
G_4867__pb_t-5_mc042,robust_valid,24.0,12.086850580636584,0.503618774193191,120.0,52.98950369848931,0.5175624140828075,0.5303532558338149,24.275345294736326,0.17509087505546006,0.6455813481472432,0.020872200738546343,1.0673484671860933,50.0,12.084292108914426,2.5536661206056928,0.5619965277777778,0.13266567753619884,13.475277080597731,0.5614698783582388,2.559720008091027,2.806983926123854,0.14858526230921587,0.7826656775361989,0.634080415226983,1.808596796784542,4.543536743720596,0.011994029279034533,0.07374747543967182,0.8007706823787957,,,stage06PB_G4867_targeted_AL,G_4867,time_densification,det_offset,-5.0,42
G_4867__pb_t-5_mc043,robust_valid,24.0,12.840087355168812,0.5350036397987005,120.0,52.988078596914654,0.5311854254508455,0.504480748896301,24.275345294736326,0.16433712772622802,0.6455813481472432,0.020224510896362687,1.0673484671860933,50.0,12.695035211071362,2.5618796940231006,0.5773611111111111,0.11927695280621609,13.848825836041039,0.5770344098350433,2.572855827067211,2.8070280568821304,0.15686986805940936,0.7692769528062161,0.6124070847468067,1.8803055329845328,4.577067229665715,0.012165703163590563,0.07624159227249894,0.7836195093841809,,,stage06PB_G4867_targeted_AL,G_4867,time_densification,det_offset,-5.0,43
G_4867__pb_t-5_mc044,robust_valid,24.0,12.092682666812085,0.5038617777838369,120.0,52.556887635035814,0.4785667761487086,0.5447248325185833,24.275345294736326,0.16325013749080833,0.6455813481472432,0.018590136903822073,1.0673484671860933,50.0,12.234826067091262,2.5530188100647,0.5448090277777777,0.10898451477089677,13.077278956925122,0.5448866232052134,2.5573202733059386,2.806473675447873,0.1458982814655851,0.7589845147708968,0.6130862333053118,1.808959696423121,4.595220474502492,0.012044312860930577,0.07433196001877769,0.778143585220553,,,stage06PB_G4867_targeted_AL,G_4867,time_densification,det_offset,-5.0,44
