recipe_id,rank_06c,yield_score_06c,yield_score_06a,p_robust_valid_06c,p_robust_valid_06a,mean_cd_fixed_06c,mean_ler_locked_06c,fd_label,FD_yield_score_nominal,CD_final_fd,CD_locked_fd,LER_CD_locked_fd,area_frac_fd,P_line_margin_fd
D_4735,57,0.9677333333333349,0.8362000000000008,0.9873666666666682,0.9430833333333343,14.76896971034116,2.5390428913176457,robust_valid,1.0,15.768115031827392,12.317266492419586,2.5188765505245936,0.6568055555555555,0.2283217332180586
D_97,58,0.9677083333333345,0.733100849549337,0.9884666666666678,0.9366833333333346,14.431249497192075,2.538841482657144,robust_valid,1.0,14.960097501949004,12.54553364926825,2.5067124152796962,0.6238194444444445,0.17376582960284492
D_4032,59,0.9673333333333339,0.8621249999999996,0.9864000000000006,0.9347166666666663,14.47268497923591,2.540836976645121,robust_valid,0.7685998011999313,13.768599801199931,12.32702007000361,2.521545711240312,0.5734548611111111,0.13294768229545817
D_4611,60,0.964008333333333,0.7789750000000006,0.9854333333333329,0.913283333333334,14.343127877067737,2.543906484453186,robust_valid,0.4148155250046983,13.414815525004698,12.286216420383662,2.5643389273125328,0.5593055555555555,0.1407475321071331
D_228,61,0.9615083333333339,0.8392333333333328,0.9867333333333339,0.9377666666666662,14.596139488294488,2.539411386441841,robust_valid,1.0,14.936223767393793,12.427886163384049,2.525542997698472,0.6223263888888889,0.19277736894629227
D_2203,62,0.961283333333334,0.39786151758700516,0.980433333333334,0.9505166666666668,15.29392605410897,2.5417534776123545,robust_valid,0.4455998727840864,16.554400127215914,12.652009890417037,2.519586076367286,0.6890798611111111,0.25627484412845625
D_607,63,0.9600750000000007,0.8826083333333334,0.9829500000000008,0.9460666666666667,14.988392583044801,2.5329993751528206,robust_valid,1.0,14.580810923977044,12.273427308229255,2.4950263578136687,0.6073090277777777,0.1493592681415591
D_498,64,0.9592916666666664,0.8426083333333333,0.9813999999999997,0.9226666666666666,14.79722279766596,2.5334712345302064,robust_valid,1.0,15.217502440588532,12.367295296795541,2.5034237785564173,0.6340972222222222,0.18325337155504084
D_4637,65,0.9591833333333335,0.835475,0.9808000000000001,0.9262499999999999,15.394936043399937,2.5389513344159296,robust_valid,0.8774981429802935,16.122501857019707,12.543004657046481,2.492702245173012,0.6718576388888889,0.2159489302626919
D_1729,66,0.9585916666666662,0.8912666666666672,0.9844999999999996,0.9545500000000007,14.714652874930902,2.531365653224269,robust_valid,1.0,14.910901875107907,12.327596152470079,2.4904372957621033,0.6216666666666667,0.1626238483340402
