_id,label,pitch_nm,line_cd_nm,line_cd_ratio,domain_x_nm,dose_mJ_cm2,sigma_nm,DH_nm2_s,time_s,Hmax_mol_dm3,kdep_s_inv,Q0_mol_dm3,kq_s_inv,abs_len_nm,CD_locked_nm,LER_CD_locked_nm,area_frac,P_line_margin,CD_final_nm,CD_pitch_frac,LER_after_PEB_P_nm,LER_design_initial_nm,P_space_center_mean,P_line_center_mean,contrast,psd_locked_mid,H_min,P_min,P_max,prefilter_score
1078,under_exposed,18,9.36,0.52,90.0,34.89040889404714,1.687479592859745,0.3376595896668732,32.06821009982377,0.16360663287341595,0.5293149371631444,0.0263283369038254,1.6635269680991769,94.70639551524073,9.285834038004941,2.72158822539577,0.4406712962962963,-0.035792214658638466,7.915243003515377,0.4397357224175209,2.7179572758314627,2.7811293208664543,0.20160095442458154,0.6142077853413616,0.41260683091678,1.7102180558623246,0.008899488104974283,0.09363644261326569,0.653589850898553,0.8917050767052208
1756,under_exposed,24,10.8,0.45,120.0,28.676552181132138,1.3598982710391283,0.4818730509839952,26.4854821190238,0.1599104871880263,0.6246403770521283,0.027563357530161738,0.6179571892134845,29.53591789584607,10.953128264934854,2.5166239539260147,0.3637152777777778,-0.04216216810319284,8.71756719370394,0.36323196640433086,2.5455799393920056,2.8001199482964156,0.09129936510923538,0.6078378318968072,0.5165384667875718,1.465965538283749,0.006689512310814896,0.045286743780782186,0.6347818204993836,0.8999128575301405
3849,margin_risk,18,9.36,0.52,90.0,41.3244290119037,2.2914594411849976,0.3770960170775652,29.94303422048688,0.21600078528746963,0.4529369701631367,0.02610939100384712,1.5482538039796054,98.41764346696436,9.229538654890785,2.8919919701943444,0.6214583333333333,0.041675073563836484,11.170393546143462,0.6205774192301923,3.137870611461502,2.7811293208664543,0.3289644931567279,0.6916750735638365,0.36271058040710863,1.3655114405358244,0.02087161962915248,0.18104740408922948,0.7314891075527615,0.9204375651524612
4631,under_exposed,32,16.64,0.52,160.0,29.663294853642583,1.7710373159497976,0.4922813798300922,43.980640270747244,0.1745079022925347,0.39654518915340303,0.026750712739303708,1.8219137964770198,89.57804986275733,16.558377830926165,2.332687376380129,0.4073307291666667,-0.028953019982958184,13.024613251755827,0.4070191641173696,2.3106483579464383,2.776528339624675,0.06758314868336056,0.6210469800170418,0.5534638313336813,0.8843200063248287,0.0037813880556063387,0.03775544035275127,0.6345936508469199,0.8989212725401506
980,under_exposed,28,12.6,0.45,140.0,21.70324064232409,0.18600272666662931,0.798903300613165,44.85302418936044,0.16435652571730316,0.5778265305794775,0.026591553837060928,1.9412036915309727,34.2420685198158,12.334356151833616,2.499274963489291,0.24761904761904763,-0.10323116399714316,6.924979176189153,0.2473206848638983,2.8803207836286804,2.7751431839943566,0.09067991687506766,0.5467688360028569,0.4560889191277892,1.2091029865621787,0.0033957254899027204,0.06011116373802512,0.5790730673806106,0.9205182771660331
2128,margin_risk,32,16.64,0.52,160.0,22.657811402343214,2.202937734313309,0.5961143795400858,30.483888327144086,0.2096266616601497,0.5773597991093993,0.02736402293667197,0.7017713915556669,18.455541701987386,16.430905670829492,2.310550650745746,0.49395833333333333,0.03399755829841067,15.7989168016335,0.49371615005104685,2.3068553741446296,2.776528339624675,0.11905979329320847,0.6839975582984107,0.5649377650052022,0.7494698113547277,0.008496574963278264,0.07208293670864441,0.6956769994487426,0.8860378345033586
892,under_exposed,24,10.8,0.45,120.0,23.31196938548237,1.942229714244604,0.6323413543403149,42.16297497507185,0.17719347816891967,0.5517547562718391,0.0286327535379678,0.5347205698490143,50.40595103055239,10.514075157461885,2.647804720902305,0.4311979166666667,-0.02469254326228032,10.327289301395204,0.43030372089146685,2.6533249939892674,2.8001199482964156,0.22434782490780444,0.6253074567377197,0.40095963182991523,0.8231406785497736,0.011263918934968883,0.15647514744468008,0.6615202467685404,0.9245574705112686
4862,under_exposed,18,9.36,0.52,90.0,39.72785873617977,1.0885078590363264,0.3383959598839283,24.641375388018787,0.1593885040190071,0.5942211979068815,0.024858923759311438,1.9697979800403118,97.60753714945167,9.529062980014682,2.6401368355175605,0.43548611111111113,-0.027880379470306638,7.8135342035265705,0.43408523352925393,2.6317366022568875,2.7811293208664543,0.1370391464073038,0.6221196205296934,0.4850804741223896,2.1952069290313365,0.007084999329325138,0.05083457563430844,0.653466770834316,0.8916733081866461
3150,under_exposed,18,8.1,0.45,90.0,24.457943215034902,2.2416745321825147,0.3506591317243874,40.71261133532971,0.1820231885276735,0.467676458042115,0.028513001287356017,1.995080485008657,48.17204345948994,8.136020350203669,2.977252658783441,0.08962962962962963,-0.16227220537624565,3.4967017645419545,0.1942612091412197,2.204660497514537,2.807561738082017,0.1515996667872344,0.4877277946237544,0.33612812783651996,1.4622423426000806,0.004607782674102938,0.07391465207641962,0.5536683270256124,0.8889008833161736
2040,robust_valid,32,14.4,0.45,160.0,56.398704587481916,0.9859111681580544,0.6173988368362189,36.08355497010052,0.19299609103240073,0.6483188869431615,0.018043319955468175,1.3141211429610848,65.0748347165063,14.384677472604105,2.3655032611826146,0.6239192708333333,0.2659230374417867,19.969225877611635,0.6240383086753636,2.331274511746244,2.777139811468949,0.1571676368348391,0.9159230374417867,0.7587554006069477,1.079452260335616,0.010566101901820656,0.09687200304786782,0.9256596775970662,0.9873233888834543
4964,under_exposed,28,12.6,0.45,140.0,32.81317226216197,2.619247547350824,0.36707368232309817,39.50366091914475,0.1580852557066828,0.47046691067516805,0.024179125847294924,1.9745114566758275,26.913176951929927,12.445413349330682,2.3496244706290894,0.3672619047619048,-0.02962961647422624,10.265318785768121,0.3666185280631472,2.378312906749743,2.7751431839943566,0.06942425885064624,0.6203703835257738,0.5509461246751275,0.7797354474639555,0.0029603535598583777,0.034497580479242514,0.6464737907315936,0.9346633935037039
2896,margin_risk,32,16.64,0.52,160.0,33.12031484674662,1.0779045056551695,0.4586754489690065,39.304943387396634,0.17377653620205818,0.462128003872931,0.025512469243258236,1.7841191594488919,97.20909480471164,16.621342966426145,2.406472086408141,0.480234375,0.04172020385139541,15.352624997368924,0.4797695311677789,2.394389537585636,2.776528339624675,0.057497983330544275,0.6917202038513954,0.6342222205208512,1.3240650655594026,0.0034825602433452363,0.029536125335399874,0.7023331596999225,0.9138952730391927
2490,under_exposed,24,10.8,0.45,120.0,26.90409628674388,1.8757233582437038,0.3613670451566577,44.6412692591548,0.16832974951714277,0.40266723902896046,0.024629010558128356,0.5562793277204037,29.71557383891195,10.718200426746986,2.513924815765595,0.35350694444444447,-0.05526146109646812,8.471607012635626,0.35298362552648443,2.575786220354545,2.8001199482964156,0.1279585499916259,0.5947385389035319,0.466779988911906,1.0933152032670228,0.008004357966590474,0.07295086301308373,0.6261719195973222,0.9240221318934896
3466,under_exposed,24,10.8,0.45,120.0,58.832283491268754,2.4174060998484492,0.5796842833049596,21.132052880711854,0.15435096049681304,0.641335965320468,0.02977530679665506,1.9659212799742818,99.68147947918624,10.831768719595035,2.4619653976692337,0.4448958333333333,-0.0012909271946413003,10.67986595657107,0.44499441485712793,2.463309006515112,2.8001199482964156,0.1372080636483883,0.6487090728053587,0.5115010091569704,0.9367033986149795,0.008683674260893197,0.06861491340639153,0.676047030560431,0.94008846811984
3942,under_exposed,20,9.0,0.45,100.0,23.160059097222984,2.3539766147732735,0.35823632748797535,43.029963043518364,0.16714734223671257,0.5706245811656118,0.02424634689465165,1.199036793783307,18.619156409986317,9.020643768319077,2.793362492669216,0.356,-0.0655012946414073,7.114984727679669,0.3557492363839835,2.9723670306378365,2.812021531233865,0.19610290870483632,0.5844987053585927,0.3883957966537564,1.1617978408974872,0.006487838813256185,0.11264106357435649,0.6379451620223061,0.9438858373142709
