_id,label,pitch_nm,line_cd_nm,line_cd_ratio,domain_x_nm,dose_mJ_cm2,sigma_nm,DH_nm2_s,time_s,Hmax_mol_dm3,kdep_s_inv,Q0_mol_dm3,kq_s_inv,abs_len_nm,CD_locked_nm,LER_CD_locked_nm,area_frac,P_line_margin,CD_final_nm,CD_pitch_frac,LER_after_PEB_P_nm,LER_design_initial_nm,P_space_center_mean,P_line_center_mean,contrast,psd_locked_mid,H_min,P_min,P_max,prefilter_score
iter1_target_under_exposed_155,under_exposed,28,16.8,0.6,140.0,31.51342598960162,0.2652540615916213,0.7296946248269429,30.150770538611596,0.17282840912152328,0.3710031719324927,0.02755462642929623,1.6363102633212476,23.29411244744434,16.699423887232996,2.518380389657618,0.0753125,-0.14971362438882208,3.5507071834160926,0.12681097083628903,2.0600703514308547,2.8001199482964156,0.104735744257444,0.500286375611178,0.3955506313537339,1.408848488080992,0.010079478398321205,0.06224159824767804,0.5118407759808559,
iter1_target_under_exposed_156,under_exposed,24,12.48,0.52,120.0,31.593599773089792,2.2161645598364634,0.36572380681341843,41.54295458756589,0.16445058314911828,0.3538011609417788,0.024606932227008448,1.7866455722308394,76.27226902104427,12.513089490108205,2.4546190488240605,0.26571180555555557,-0.10875066273477496,6.361337669283163,0.2650557362201318,2.6588100880910313,2.7701829575093893,0.11826100196834322,0.5412493372652251,0.42298833529688185,0.9829150763174657,0.0062092670624867745,0.06051328875084291,0.5662539797391679,
iter1_target_under_exposed_157,numerical_invalid,18,9.36,0.52,90.0,21.603912052332287,0.578782787338645,0.7161573053268981,30.05048604720643,0.17865147913470314,0.43868492447277524,0.02401450262150802,1.3672015825995576,90.3229049650536,nan,nan,0.0,-0.24541960883884273,nan,nan,nan,2.7811293208664543,0.16415037590414533,0.4045803911611573,0.24043001525701196,nan,0.011692184855393795,0.10231813573701988,0.4435311746837385,
iter1_target_under_exposed_158,under_exposed,18,8.1,0.45,90.0,34.99002479478298,0.09470131709543698,0.6261532712268005,33.26101171345867,0.17482405900312895,0.36077578079856654,0.01927195867804891,1.719110466002655,69.0976713404451,8.058702641596597,3.0207441557937127,0.014166666666666666,-0.1898091011594925,2.732911887742099,0.15182843820789438,1.5390374614589657,2.807561738082017,0.15504506287880745,0.4601908988405075,0.3051458359617001,2.078983957211082,0.012901103310018544,0.0919279643813712,0.5182741881431558,
iter1_target_under_exposed_159,under_exposed,20,10.4,0.52,100.0,26.962197633514283,1.9039981953165106,0.6862507779339576,44.72752311091996,0.16851949478511688,0.43008998736378157,0.028216279072643135,1.4256761400633322,52.35597408844566,10.344488472215655,3.1475337287146434,0.15802083333333333,-0.14236223171729612,4.65673852124123,0.23283692606206152,2.8091606460739937,2.777139811468949,0.25074115359487154,0.5076377682827039,0.25689661468783237,1.0890349458616488,0.010578790620118543,0.17121849824187962,0.550836484303825,
iter1_target_under_exposed_160,numerical_invalid,28,12.6,0.45,140.0,26.693984917420245,2.5333828113113244,0.7413492812650204,22.781472511343132,0.1701170504111549,0.4252801838630653,0.017432836241918902,1.5467162464345234,51.7496213736194,nan,nan,0.0,-0.23042493438351352,nan,nan,nan,2.7751431839943566,0.06719389658369698,0.4195750656164865,0.3523811690327895,nan,0.008044164794327666,0.039725551022948204,0.4419364364116683,
iter1_target_under_exposed_161,numerical_invalid,28,12.6,0.45,140.0,31.875644551276466,2.5563584632765948,0.7916619907324147,20.76492253476209,0.16062283271081773,0.44075613499296684,0.02496692934968713,1.5501949045429995,68.72716961375556,nan,nan,0.0,-0.24078754509430705,nan,nan,nan,2.7751431839943566,0.062237678259510286,0.40921245490569297,0.3469747766461827,nan,0.007333654917911334,0.03603729953671019,0.4306356671222957,
iter1_target_under_exposed_162,under_exposed,24,10.8,0.45,120.0,33.043658291780204,1.0642282218884114,0.3335368049680375,33.92878366785101,0.1750574139350376,0.3857723396891649,0.018573380177925414,1.3431814160719773,77.21890081840989,10.744473682368502,2.539583878766213,0.3289930555555556,-0.0616195590052917,7.875588732502832,0.32814953052095136,2.570796868039045,2.8001199482964156,0.05618826346668757,0.5883804409947083,0.5321921775280207,1.7647125067951137,0.004692764609769532,0.02380747790872303,0.6136459296273965,
iter1_target_under_exposed_163,under_exposed,18,10.799999999999999,0.6,90.0,30.883636658466628,0.13638473811620375,0.3246514793250883,35.688455878949384,0.17661108824569646,0.36190784592523223,0.01500775816909418,1.8968032126673238,62.06361380079242,10.874922462915315,2.811585399216402,0.40849537037037037,-0.07715700000383663,7.3245272444761795,0.40691818024867665,2.7501144930030867,2.8001199482964156,0.18163875039277808,0.5728429999961634,0.3912042496033853,2.3598600904153626,0.013193338626187033,0.08366094164313366,0.5989215777709375,
iter1_target_under_exposed_164,numerical_invalid,28,12.6,0.45,140.0,29.811248383299745,0.23042927069580718,0.5125357187971638,22.58880782574328,0.16503052595847903,0.39854050119717754,0.029520568049131966,1.4382765330931546,89.089451624882,nan,nan,0.0,-0.23740943554470495,nan,nan,nan,2.7751431839943566,0.014513907142528723,0.4125905644552951,0.39807665731276637,nan,0.001985634931151737,0.005815777975783619,0.4269368109715329,
