_id,label,pitch_nm,line_cd_nm,line_cd_ratio,domain_x_nm,dose_mJ_cm2,sigma_nm,DH_nm2_s,time_s,Hmax_mol_dm3,kdep_s_inv,Q0_mol_dm3,kq_s_inv,abs_len_nm,CD_locked_nm,LER_CD_locked_nm,area_frac,P_line_margin,CD_final_nm,CD_pitch_frac,LER_after_PEB_P_nm,LER_design_initial_nm,P_space_center_mean,P_line_center_mean,contrast,psd_locked_mid,psd_design_mid,H_min,P_min,P_max,prefilter_score,roughness_trigger,source_recipe_id,role,phase,variation_idx,strict_score_surrogate,yield_score_surrogate,strict_pass_prob_proxy_surrogate
J_3509__nom,robust_valid,28.0,12.6,0.45,140.0,55.45909377839416,1.1024300828576088,0.7430742324329913,36.05084361508489,0.21398584437556564,0.4011233430355787,0.011378505248576403,1.3182220519520342,59.19195143971592,12.377928893089853,2.426451604633987,0.5893005952380952,0.15045797206707812,16.485270724038376,0.5887596687156563,2.426828188958316,2.7751431839943566,0.2299029672421611,0.8004579720670781,0.5705550048249171,0.9185249572328393,4.570215469540365,0.0251055440977279,0.15863315665286656,0.8221061587180257,,,J_3509,strict_top,nominal,0,0.681139106042942,0.8362083333333336,0.7819700300187055
J_2243__nom,robust_valid,24.0,10.8,0.45,120.0,53.249667515046895,0.37003358267247677,0.7111812063492835,39.48694477323443,0.17142502770759166,0.60546939317137,0.015513606844469905,1.2091877227649093,62.4898519506678,10.776068447110626,2.6536603302389072,0.6513368055555555,0.18267964079781585,15.638594203726246,0.6516080918219269,2.7476591832200006,2.8001199482964156,0.3195739604717428,0.8326796407978159,0.5131056803260731,1.260651043804618,4.539811637792289,0.019469509447459486,0.2240282120949477,0.8616215770814599,,,J_2243,strict_top,nominal,0,0.6754269031268686,0.8506000000000006,0.8846580275618159
J_1996__nom,robust_valid,24.0,12.48,0.52,120.0,53.169382547959685,0.4648453602567315,0.48417503871023654,30.153898247517645,0.19850198483094572,0.582012394350022,0.017606109688058494,1.707342027220875,43.876536721363664,12.53939415616057,2.5142104205044076,0.6327777777777778,0.2021000814412114,15.188299949312253,0.6328458312213439,2.539089386649013,2.7701829575093893,0.20263538400587475,0.8521000814412114,0.6494646974353366,1.7517267128758003,4.586725975482864,0.014558929474504061,0.10527832521278485,0.8675951188711571,,,J_1996,strict_top,nominal,0,0.6706300256464076,0.9684083333333336,0.7132432310583846
J_1898__nom,robust_valid,28.0,14.56,0.52,140.0,51.24801071640104,0.7075073467567563,0.37169507443904876,33.994511822238564,0.19121675949543715,0.40344157433137295,0.010498095452785492,0.6764004225842655,95.58143021538854,14.672335091278319,2.4814766187859094,0.5755505952380953,0.14316484822977393,16.109384624966427,0.5753351651773724,2.4858105674460527,2.7772415217012325,0.11575654433356954,0.793164848229774,0.6774083038962044,1.7237094768943109,4.523265297694232,0.011777454230680174,0.05646004147416036,0.8023654337586898,,,J_1898,strict_top,nominal,0,0.6679811844733257,0.8297499999999999,0.715356783069992
J_4373__nom,robust_valid,28.0,12.6,0.45,140.0,38.00382408499718,1.5722773717716336,0.6792320978827775,26.69984412379563,0.19503708752803506,0.5908418961800634,0.008705661669373511,0.7205929718911648,77.49208691995591,12.591267786157346,2.392510487022615,0.5396726190476191,0.1183285437785766,15.108846420899312,0.5396016578892612,2.390118296562059,2.7751431839943566,0.15821937983544496,0.7683285437785766,0.6101091639431316,0.9908468944189106,4.570215469540365,0.015451979870989709,0.09675110599581316,0.7884497904935601,,,J_4373,strict_top,nominal,0,0.6489235465934488,0.7914000000000001,0.8654115233631638
J_3290__nom,robust_valid,28.0,14.56,0.52,140.0,48.62530665099621,0.4555600443854928,0.4629968830384314,28.475548401474953,0.1607375438604504,0.6315300066955387,0.00609932885505259,0.7718934882432222,28.32267331890762,14.54871890833699,2.4828155179114364,0.5937946428571429,0.1754244829042445,16.62142568871919,0.5936223460256853,2.4804287912655676,2.7772415217012325,0.13230718931184043,0.8254244829042445,0.6931172935924041,1.7382884218391415,4.523265297694232,0.010926903686817088,0.06673334371571225,0.8346831014799089,,,J_3290,strict_top,nominal,0,0.6465682807099176,0.9283249999999992,0.6009090842960602
J_1973__nom,robust_valid,28.0,12.6,0.45,140.0,47.587100584991276,0.4339200323447585,0.7149262458086014,34.7771424613893,0.19428365700878203,0.6143168286420405,0.024431048026308418,0.9531268463470042,64.17400312144309,12.528013936259491,2.4528581977152903,0.5816071428571429,0.19346347545619258,16.291515226403657,0.5818398295144164,2.4189783638907025,2.7751431839943566,0.19445977641158133,0.8434634754561926,0.6490036990446113,1.2442088622082603,4.570215469540365,0.013534860448457193,0.12723392431227207,0.8638801936189675,,,J_1973,strict_top,nominal,0,0.6421078017814131,0.7672250000000006,0.8774088722387218
J_1357__nom,robust_valid,24.0,10.8,0.45,120.0,58.59991763345897,0.9735089102759957,0.44246314391493796,34.896843675523996,0.17136279676109553,0.5015920402482152,0.012778513887897133,0.6414171610958874,81.64038971532136,10.851086052671384,2.533390968119197,0.5836458333333333,0.16435557610703122,14.00355368702204,0.5834814036259183,2.5353928268444754,2.8001199482964156,0.19598455316640429,0.8143555761070312,0.618371022940627,1.46342560814007,4.539811637792289,0.015913365469346824,0.11041648239875317,0.8367725351983576,,,J_1357,strict_top,nominal,0,0.6350379921926771,0.979750000000002,0.737827554523153
J_3027__nom,robust_valid,24.0,12.48,0.52,120.0,55.54759337939322,0.08861079532653093,0.508023694343865,33.02584509830922,0.16163456331938506,0.5642537077888846,0.02598247244954109,1.5715272100642323,48.2802808098495,12.491975032599047,2.5230171851097447,0.5545138888888889,0.12234069550509619,13.3035673685835,0.5543153070243125,2.5257227570887397,2.7701829575093893,0.15632672140347192,0.7723406955050962,0.6160139741016243,1.7725349079606736,4.586725975482864,0.009525082610283243,0.08260521464528556,0.7941150659845105,,,J_3027,strict_top,nominal,0,0.6256858168523632,0.9321333333333331,0.8268321205976266
J_4365__nom,robust_valid,24.0,10.8,0.45,120.0,44.54449435137212,1.4677862981334329,0.448371750023216,35.68674573209137,0.18182608873583375,0.6374936598353088,0.022993542747572062,1.0378333679400384,51.516689378768206,10.49300605572768,2.522063651687892,0.6073090277777777,0.18590593021477209,14.575458921536377,0.6073107883973491,2.5323157165421186,2.8001199482964156,0.20598616144350806,0.8359059302147721,0.6299197687712641,1.2607724234313706,4.539811637792289,0.0109708476424559,0.11508333949496002,0.8592463173925654,,,J_4365,strict_top,nominal,0,0.6235061640620386,0.8129833333333332,0.8026364925442331
