recipe_id,rank_06a_surrogate,yield_score_06a_surrogate,yield_score_06c_surrogate,mean_cd_fixed_06a,mean_cd_fixed_06c,mean_ler_locked_06a,mean_ler_locked_06c,p_robust_valid_06a,p_robust_valid_06c,fd_label,FD_yield_score_nominal,CD_final_fd,LER_CD_locked_fd,P_line_margin_fd,rank_06c_surrogate
A_3666,68,0.7738916666666663,0.9094999999999999,15.255356574161633,14.897250498335698,2.5214104761846468,2.533760355560612,0.9012666666666662,0.9625833333333331,robust_valid,1.0,14.662179223459088,2.480929322211524,0.14801677252844458,64
A_4000,69,0.7704333333333337,0.9674750000000019,15.389313176702549,14.679986772922,2.568782950083878,2.5370071702085464,0.889766666666667,0.9813000000000018,robust_valid,1.0,14.976713799353728,2.5187867710366425,0.19657441898814088,30
A_194,70,0.7701611759623692,0.981233333333334,16.164405490704297,15.469312398061383,2.583765650610742,2.5356546391914496,0.970533333333333,0.9906500000000006,robust_valid,1.0,15.749525487804357,2.506067190914108,0.24440039814993153,17
A_1084,71,0.7690667100485976,0.9514250000000006,16.05874995661807,14.902417565303777,2.5702580642756305,2.5374468372626353,0.9252499999999999,0.978983333333334,robust_valid,1.0,14.980455229482592,2.5128076359883194,0.1623370266123092,43
A_1264,72,0.7672999999999996,0.8758916666666673,15.948391846710908,15.285961232288093,2.589760509972166,2.533522407471647,0.8957999999999996,0.9365166666666673,robust_valid,1.0,15.76830588425652,2.495684567527096,0.21120374808919962,80
A_1757,73,0.7668083333333328,0.568856183828177,14.674982326174154,13.697122850494843,2.5296819011312075,2.5435361473448093,0.892616666666666,0.9516833333333341,robust_valid,0.11053974640722686,13.110539746407227,2.5332961315075284,0.10289373243410538,95
A_949,74,0.7657250000000004,0.9314499999999996,15.507236642854023,14.36726517525976,2.5501563410019714,2.5374336937715913,0.8988333333333337,0.9711999999999996,robust_valid,1.0,14.000299587078132,2.509429153882061,0.11714252573501116,53
A_3011,75,0.765425,0.9071416666666666,15.43898452443585,14.640700902662033,2.515829903372454,2.5319767175642993,0.9033666666666668,0.9644333333333333,robust_valid,1.0,14.57671373621036,2.458072460399529,0.11404875015523186,65
A_59,76,0.7650666666666665,0.7852333333333339,15.997019435108747,14.368443655794586,2.5545073357050927,2.5372135825448314,0.897283333333333,0.9036833333333337,robust_valid,1.0,14.576445085938166,2.475045317631498,0.13787695060527483,89
A_3851,77,0.7650083333333331,0.9612916666666671,15.70153430818883,14.690626338439806,2.6224132823125,2.541711553786618,0.9069999999999997,0.9865666666666673,robust_valid,1.0,14.306974019373726,2.5228011887230126,0.15917461066374983,34
A_2566,78,0.7639750000000005,0.551596178014566,15.112101528354255,13.603671178014565,2.5205239993969397,2.5468596178698726,0.8945833333333338,0.9736166666666674,robust_valid,-0.04741836308400238,12.952581636915998,2.5745050518339507,0.11615460327958504,97
A_3432,79,0.7638851623133445,0.9387250000000003,16.05854817101999,14.553575986307157,2.5885723445848408,2.5315071425767783,0.9269000000000004,0.9743833333333336,robust_valid,1.0,14.886671527514888,2.501914550985577,0.1436598912143442,51
A_580,80,0.7637166666666665,0.4239396835622775,15.2544126351665,13.461714683562278,2.517662826813736,2.5366966358143195,0.9059999999999999,0.9851833333333332,robust_valid,-0.39340952527964923,12.60659047472035,2.5289892116373296,0.07155331330672665,99
A_310,81,0.7628499999999999,0.5125073367939412,14.879937852654983,13.665990670127275,2.571129055611541,2.5366270862811944,0.9008499999999998,0.9340833333333327,robust_valid,0.6846984010125627,13.684698401012563,2.5061822622292946,0.10626018273409388,98
A_4357,82,0.7622000000000005,0.7566832671772262,15.739489165329212,16.083766732822774,2.6005031871684583,2.538638656853668,0.8895833333333338,0.9242333333333335,robust_valid,-0.9886099367288281,17.988609936728828,2.5307881301666173,0.21991514938127166,91
A_1390,83,0.7612666666666664,0.5555144367674031,14.501799465575578,13.604539436767402,2.517741356832246,2.5336342505655414,0.8932166666666664,0.9784833333333347,robust_valid,-0.12422362024463496,12.875776379755365,2.503764181917122,0.06891566679711991,96
A_2059,84,0.7600733431599713,0.9426000000000004,16.061918323506696,14.811408519666998,2.5820619226319264,2.5367227812067297,0.9243833333333336,0.9769333333333337,robust_valid,1.0,15.359111516793087,2.4776881052120183,0.18435989478412218,50
A_540,85,0.7592833333333338,0.9474083333333329,15.741516388809144,15.334610000755278,2.536625399270888,2.5332076759864814,0.8871500000000003,0.9752166666666662,robust_valid,1.0,15.552743438707527,2.516201665930226,0.18661985137565085,46
A_3590,86,0.7582879909471403,0.9300666666666672,16.13193700905286,15.314951414717575,2.534342286920388,2.5319669401258404,0.9556166666666657,0.9722833333333338,robust_valid,1.0,15.993855243485916,2.506601087378827,0.16202054053525194,55
A_4073,87,0.7578333333333332,0.883466666666667,14.540128460781336,14.604070110061523,2.5539297218314663,2.544482498755618,0.8863833333333333,0.941566666666667,robust_valid,1.0,14.127615707098908,2.5322596861789988,0.13159522266504875,77
A_911,88,0.7569083333333337,0.852050000000001,15.625498236272133,14.153597032473385,2.5848713791015725,2.5420885451534314,0.893966666666667,0.9423000000000008,robust_valid,1.0,14.746259837356297,2.5205176224715022,0.17185691536004466,85
A_4247,89,0.7559666666666666,0.8998333333333332,15.90726703290144,15.228454910434918,2.520837154643379,2.5380688980089765,0.9034499999999998,0.9630333333333332,robust_valid,0.8439639735362192,16.15603602646378,2.4606942328156154,0.170374930420367,69
A_2241,90,0.7556583333333337,0.9578666666666678,15.461837013208845,14.978268162027662,2.6876571284824213,2.5445247698151654,0.9057500000000002,0.9850166666666678,robust_valid,1.0,14.844095456058175,2.561904672376188,0.22945346414112877,37
A_2510,91,0.7541833333333336,0.944691666666668,15.470208913439008,14.179573051122688,2.621377201038274,2.538836353843558,0.9004333333333335,0.9756500000000013,robust_valid,1.0,14.182182526241917,2.529579422629448,0.1580021030994998,47
A_1525,92,0.7529242447255954,0.9247583333333331,16.02618408860774,14.411509535001038,2.553353283225072,2.5389654074344703,0.9174500000000007,0.9694833333333331,robust_valid,1.0,14.847092772355941,2.485589071003438,0.16223792105422352,59
A_223,93,0.7527083333333338,0.8903083333333329,15.245378966037949,15.482168264664926,2.523414315231095,2.531528350625356,0.8920333333333338,0.9517666666666662,robust_valid,1.0,15.769732520746311,2.466372357096075,0.166786759569303,74
A_433,94,0.7521239303953631,0.9251500000000009,16.130267736271303,14.747607930637692,2.5615072391514038,2.539125449576199,0.9481333333333332,0.964650000000001,robust_valid,1.0,15.053115234461975,2.5237685542478925,0.17856019589980265,58
A_3655,95,0.7506083333333333,0.9437749999999998,14.916882292114245,14.058199059316316,2.599070747215419,2.5513847548945994,0.8881500000000001,0.9738166666666664,robust_valid,0.6076798110197181,13.607679811019718,2.5110545680876872,0.09383663260566533,49
A_2043,96,0.7501083333333332,0.8153999999999998,14.00312853920899,14.881360680101288,2.581368979912875,2.5329534914523397,0.8723333333333332,0.9079499999999997,robust_valid,1.0,15.464575253912432,2.501839703586353,0.1687384996031689,87
A_1597,97,0.7479686266547751,0.9347833333333351,16.073956373345226,15.561455910036335,2.5714335650701368,2.5344742293877776,0.9304833333333342,0.9780000000000016,robust_valid,0.8648420721484804,16.13515792785152,2.497472566823119,0.20590628080903572,52
A_4189,98,0.7479333333333329,0.9657250000000005,15.835664127151244,15.048649047937156,2.543208114897465,2.5420614632808363,0.8846166666666663,0.9875500000000005,robust_valid,1.0,15.032106799429508,2.5335279750998034,0.2195086559822872,32
A_4362,99,0.7477916666666671,0.8592166666666669,15.59931659634643,14.247838014350327,2.5582352808653708,2.545402585730315,0.8854833333333336,0.9453500000000002,robust_valid,1.0,14.15321112521762,2.5198280554245693,0.14517765950069506,83
A_3861,100,0.7469666666666676,0.8820250000000003,15.587994306542395,14.536868039783016,2.617309856576406,2.5348885502265253,0.8824833333333342,0.9396333333333337,robust_valid,1.0,15.10849857182443,2.4948071517034593,0.17535849855972963,78
