_id,label,pitch_nm,line_cd_nm,line_cd_ratio,domain_x_nm,dose_mJ_cm2,sigma_nm,DH_nm2_s,time_s,Hmax_mol_dm3,kdep_s_inv,Q0_mol_dm3,kq_s_inv,abs_len_nm,CD_locked_nm,LER_CD_locked_nm,area_frac,P_line_margin,CD_final_nm,CD_pitch_frac,LER_after_PEB_P_nm,LER_design_initial_nm,P_space_center_mean,P_line_center_mean,contrast,psd_locked_mid,psd_design_mid,H_min,P_min,P_max,prefilter_score,roughness_trigger,source_recipe_id,rank_surrogate,variation_idx,phase,yield_score_surrogate
A_844__mc011,robust_valid,24.0,12.81332741569378,0.5338886423205742,120.0,48.538904802817946,0.17652100455815678,0.4531382368918075,33.90524077151413,0.20451747221414465,0.5305151860229671,0.01083370497702473,1.3491828618571162,50.0,12.75506561132116,2.564527582410247,0.6619791666666667,0.2139737727715123,15.882600650003525,0.6617750270834802,2.6147396513112033,2.806743395440989,0.24740356060482516,0.8639737727715123,0.6165702121666872,1.7289069867731475,4.553994191129574,0.019222289872288648,0.13827564560225292,0.878324595555241,,,A_844,9.0,11,mc,0.8701749999999995
A_844__mc012,robust_valid,24.0,12.608357943464505,0.5253482476443544,120.0,48.639948393580546,0.02473049831116203,0.46013383114780465,30.17263878755356,0.20242841746819326,0.5305151860229671,0.011565343425489594,1.3491828618571162,50.0,12.67106447546397,2.525325260801746,0.6103298611111111,0.1818551010423185,14.644586783566888,0.6101911159819536,2.5316263777700763,2.771603327327947,0.19021658196597932,0.8318551010423185,0.6416385190763392,1.855570563396428,4.5300877644219275,0.016166896881766108,0.09966802196273196,0.847731285308202,,,A_844,9.0,12,mc,0.8701749999999995
A_844__mc013,robust_valid,24.0,12.338960647878453,0.5141233603282689,120.0,49.927807958948705,0.13773094665366065,0.43449317564335155,30.965773115649633,0.20777676865213987,0.5305151860229671,0.01032905565476456,1.3491828618571162,50.0,12.297089477418375,2.5331674892323592,0.6202951388888889,0.20322645298047282,14.87289113980811,0.6197037974920045,2.538427388430081,2.784686647321137,0.19167133997682367,0.8532264529804728,0.6615551130036492,1.8681066993460793,4.548039896357077,0.01607780812825899,0.09886206576852104,0.8685948575787416,,,A_844,9.0,13,mc,0.8701749999999995
A_844__mc014,robust_valid,24.0,12.765363672035644,0.5318901530014851,120.0,48.01699875876833,0.22867437899396664,0.45810760959765395,30.374576772816066,0.19035160695735198,0.5305151860229671,0.010209771441843459,1.3491828618571162,50.0,12.585361239701374,2.5421836541038596,0.6107638888888889,0.16624883486261233,14.648553825850147,0.6103564094104228,2.5568226131819194,2.7885429755840283,0.19576114563677732,0.8162488348626123,0.6204876892258351,1.8242282823672595,4.5722926870100675,0.016450092669254214,0.10345743905864555,0.8315895558707826,,,A_844,9.0,14,mc,0.8701749999999995
A_844__mc015,robust_valid,24.0,12.828432917966856,0.534518038248619,120.0,48.649492168885075,0.0,0.40266322412952593,33.75808780178396,0.20783894008486847,0.5305151860229671,0.010323316071764697,1.3491828618571162,50.0,12.801287152098322,2.5691389826800526,0.6531597222222222,0.2233567417548602,15.674381818471243,0.6530992424363018,2.5927499480110967,2.809393450743904,0.21970373687480121,0.8733567417548602,0.6536530048800591,1.8911569071845353,4.601569114392314,0.016658432776022594,0.11344272428912405,0.8861486081432061,,,A_844,9.0,15,mc,0.8701749999999995
A_844__mc016,robust_valid,24.0,12.702528736498232,0.5292720306874263,120.0,47.94917575485964,0.11424762609177386,0.480170482124875,30.409969643191,0.18958106463380572,0.5305151860229671,0.01197777764879023,1.3491828618571162,50.0,12.646892683121106,2.529307514898747,0.5992708333333333,0.15766379119923113,14.380249670611047,0.5991770696087936,2.538295646908824,2.775313396394272,0.19214284319235617,0.8076637911992312,0.615520948006875,1.8401901030352306,4.639159605098878,0.016062362835365808,0.1030277271947389,0.8244925500362887,,,A_844,9.0,16,mc,0.8701749999999995
A_844__mc017,robust_valid,24.0,12.795259995724578,0.5331358331551908,120.0,50.740467730021706,0.026192236256535606,0.4419662426854388,32.96992741745548,0.20446552555717565,0.5305151860229671,0.011071017596681307,1.3491828618571162,50.0,12.974105239678398,2.5589720843852337,0.6511458333333333,0.21468319173536843,15.626555601249398,0.6511064833853916,2.588715200332927,2.8021987787334206,0.22909009843693084,0.8646831917353685,0.6355930932984376,1.76939649705974,4.529675375994046,0.018084762291125992,0.12356393646764847,0.8787248094773061,,,A_844,9.0,17,mc,0.8701749999999995
A_844__mc018,robust_valid,24.0,12.113269095754944,0.504719545656456,120.0,47.40309586772365,0.1403366050678514,0.4296504836695009,30.433826248798677,0.2058731284218941,0.5305151860229671,0.012250619480886009,1.3491828618571162,50.0,12.258344353672708,2.558647058463478,0.5894965277777777,0.18319837119843074,14.148615299404941,0.5895256374752059,2.5547173739885514,2.8062575146595945,0.16292983184134668,0.8331983711984308,0.6702685393570841,1.918503817525163,4.6161193019464255,0.013527138572628493,0.08130240165733284,0.8503525125346829,,,A_844,9.0,18,mc,0.8701749999999995
A_844__mc019,robust_valid,24.0,12.873371830552852,0.5363904929397022,120.0,49.01598823049056,0.0,0.4246669350899376,32.588644243280605,0.20278369211381025,0.5305151860229671,0.0112608170141319,1.3491828618571162,50.0,12.771665931038115,2.5720332355170905,0.6400868055555555,0.20654753424260286,15.372783107952703,0.6405326294980292,2.591790534325855,2.8131243625010223,0.2130228594707687,0.8565475342426029,0.6435246747718342,1.867046738813182,4.579285386521135,0.016613303633430682,0.11115587979904401,0.8704578250855125,,,A_844,9.0,19,mc,0.8701749999999995
A_844__mc020,robust_valid,24.0,12.050346422037137,0.5020977675848807,120.0,47.05356528346556,0.10014173374583818,0.46715839636154066,31.78318649030164,0.20222108800681476,0.5305151860229671,0.010346989092932194,1.3491828618571162,50.0,12.045857683765112,2.5649259752563913,0.6013368055555556,0.18476093047252062,14.425127656355178,0.6010469856814658,2.5662721487551194,2.814337335647981,0.19345859153900877,0.8347609304725206,0.6413023389335119,1.7795695323596088,4.5833711431973025,0.01616712011661598,0.10479419659275625,0.8536843275088047,,,A_844,9.0,20,mc,0.8701749999999995
