_id,label,pitch_nm,line_cd_nm,line_cd_ratio,domain_x_nm,dose_mJ_cm2,sigma_nm,DH_nm2_s,time_s,Hmax_mol_dm3,kdep_s_inv,Q0_mol_dm3,kq_s_inv,abs_len_nm,CD_locked_nm,LER_CD_locked_nm,area_frac,P_line_margin,CD_final_nm,CD_pitch_frac,LER_after_PEB_P_nm,LER_design_initial_nm,P_space_center_mean,P_line_center_mean,contrast,psd_locked_mid,psd_design_mid,H_min,P_min,P_max,prefilter_score,roughness_trigger,source_recipe_id,rank_surrogate,variation_idx,phase,yield_score_surrogate,yield_score_06a_rescore,score_gap
v2_frozen_op__mc001,robust_valid,24.0,12.407292575081582,0.5169705239617326,120.0,40.98545018777791,1.875319836894345,0.5247693935303501,29.715658530641733,0.20811206491088202,0.5,0.01949759615441662,1.0,50.0,12.25692098056291,2.4748641770309265,0.6197222222222222,0.11237620814942817,14.866293217893098,0.6194288840788791,2.545906918502551,2.773173413469041,0.2534210234955633,0.7623762081494282,0.5089551846538649,1.0632091667096937,4.64508619674145,0.020367238753917067,0.152014399472042,0.7827690138072061,,,v2_frozen_op,0,1,baseline_mc,nan,nan,nan
v2_frozen_op__mc002,robust_valid,24.0,12.919083014716913,0.5382951256132047,120.0,38.90287912079007,2.1624061995586277,0.4702094397380353,29.20220707078965,0.19238609548658786,0.5,0.019076485560677495,1.0,50.0,13.049982096509904,2.5344767583977648,0.5980729166666666,0.07450686567207165,14.346024726616609,0.597751030275692,2.5777011411177786,2.814235687824584,0.24741072265110564,0.7245068656720717,0.47709614302096603,0.9877674268081911,4.5682102429109985,0.018383615337677312,0.14303476355434996,0.7434429542391087,,,v2_frozen_op,0,2,baseline_mc,nan,nan,nan
v2_frozen_op__mc003,robust_valid,24.0,12.357969954853097,0.5149154147855457,120.0,41.056647488672795,1.8545338168031469,0.5195506030533312,29.805667126097948,0.19201943205725047,0.5,0.019353855873473266,1.0,50.0,12.328226881985625,2.482342230666368,0.58515625,0.08361165088166789,14.042288113376435,0.5850953380573515,2.520541961589346,2.7806188998112935,0.23196695801381206,0.7336116508816679,0.5016446928678558,1.0623565950546898,4.562813608334354,0.01829621431132748,0.13749788883481742,0.7547289065593642,,,v2_frozen_op,0,3,baseline_mc,nan,nan,nan
v2_frozen_op__mc004,robust_valid,24.0,12.352849357780531,0.5147020565741888,120.0,41.318092648332154,2.087754784813641,0.5324827389587695,30.947726064096706,0.19616085343351952,0.5,0.0204131741217602,1.0,50.0,12.467308001914292,2.495294487856491,0.6156944444444444,0.09698475979011068,14.769484612254924,0.6153951921772886,2.5700743455129116,2.7831035518684293,0.2665868937901545,0.7469847597901107,0.4803978659999562,0.918393076171437,4.515252953097926,0.020039598431473894,0.16476196032995788,0.7689595032541028,,,v2_frozen_op,0,4,baseline_mc,nan,nan,nan
v2_frozen_op__mc005,robust_valid,24.0,12.786653379299079,0.5327772241374616,120.0,40.142787462189474,1.819606813871624,0.5209787436121696,30.359452981525447,0.20849433080650054,0.5,0.019789531047541466,1.0,50.0,12.661736172509208,2.521811242507136,0.6358159722222222,0.11740161980695063,15.260552380235614,0.6358563491764839,2.6119103157524557,2.799310390386503,0.2667840515947903,0.7674016198069507,0.5006175682121603,1.055761490224592,4.5345222225696675,0.02078891316587725,0.1593275195747634,0.7859384512434738,,,v2_frozen_op,0,5,baseline_mc,nan,nan,nan
v2_frozen_op__mc006,robust_valid,24.0,12.782558158739391,0.5326065899474747,120.0,40.488936118771,1.8915237874228494,0.52066717826269,28.322974612041953,0.19565235466212688,0.5,0.021833484339741527,1.0,50.0,12.749493611514666,2.513590436035604,0.5836111111111111,0.07214087102337052,14.00215345157658,0.5834230604823575,2.5453964253198684,2.7982749782380503,0.23078218434126582,0.7221408710233705,0.4913586866821047,1.0697295937018012,4.5281480390126365,0.018240365498420598,0.13316942424598083,0.7410687126559369,,,v2_frozen_op,0,6,baseline_mc,nan,nan,nan
v2_frozen_op__mc007,robust_valid,24.0,12.15378944829236,0.5064078936788483,120.0,41.10310109527721,2.0051204641647646,0.5236724645693915,28.353354259173052,0.2098485495792,0.5,0.019146604896526538,1.0,50.0,12.272473584673616,2.4938983480757457,0.6017708333333334,0.10127528135168606,14.432017835945022,0.6013340764977092,2.544828869025687,2.7981802159095417,0.2407232989469607,0.7512752813516861,0.5105519824047253,1.0231149733457603,4.629444221803683,0.020002288168304586,0.142416476959574,0.7730213450587964,,,v2_frozen_op,0,7,baseline_mc,nan,nan,nan
v2_frozen_op__mc008,robust_valid,24.0,12.160333840907061,0.5066805767044609,120.0,38.445752593953856,2.0459941421374968,0.5402704055169966,28.2771655885104,0.19902773375776087,0.5,0.021080140471853397,1.0,50.0,11.95673984016501,2.492815063123896,0.5540104166666666,0.05792886068519576,13.278697841607556,0.5532790767336482,2.5137004454038916,2.7986113413335736,0.2202085478665729,0.7079288606851958,0.4877203128186229,0.9953265766475138,4.6343415954062745,0.01783592285066903,0.1314231348621034,0.7314135180879182,,,v2_frozen_op,0,8,baseline_mc,nan,nan,nan
v2_frozen_op__mc009,robust_valid,24.0,12.506323348583244,0.5210968061909685,120.0,40.05023935589122,1.8786601948197916,0.4517810660741996,31.867679387647385,0.20456856556010522,0.5,0.02161156319165307,1.0,50.0,12.443756511962231,2.4694772811723293,0.62140625,0.12179185571469053,14.904441300675007,0.6210183875281253,2.533378320705506,2.772913729124414,0.2392474960594859,0.7717918557146906,0.5325443596552046,1.124544459287412,4.603024102493103,0.01681886734050337,0.13556106294198436,0.7907626638336023,,,v2_frozen_op,0,9,baseline_mc,nan,nan,nan
v2_frozen_op__mc010,robust_valid,24.0,12.857187944418584,0.5357161643507743,120.0,38.401416489146264,1.929937323261675,0.5199247661557487,30.19129391616316,0.19545038470249404,0.5,0.02076507240905354,1.0,50.0,12.601006795101757,2.5338521163348657,0.5979340277777778,0.07878401945816949,14.348974117764746,0.597873921573531,2.584442249135625,2.8103601080745193,0.2492677853822882,0.7287840194581695,0.4795162340758813,1.0186900169907873,4.547955444876878,0.018767291616667566,0.14880350932421071,0.7480645718300668,,,v2_frozen_op,0,10,baseline_mc,nan,nan,nan
v2_frozen_op__mc011,robust_valid,24.0,12.143495557537175,0.505978981564049,120.0,40.245460826302505,1.9577285489607896,0.46137990340860335,28.189461644322915,0.19607488853495267,0.5,0.021290687048841246,1.0,50.0,12.104939711355943,2.480103812334486,0.5553298611111112,0.07070014648659273,13.301811166027315,0.5542421319178048,2.4966081541208314,2.7957529897008286,0.19305084262759137,0.7207001464865928,0.5276493038590013,1.1379639462453865,4.626874677612934,0.015063632456692535,0.10578473582254119,0.7418230528285279,,,v2_frozen_op,0,11,baseline_mc,nan,nan,nan
v2_frozen_op__mc012,robust_valid,24.0,12.098145627155741,0.5040894011314893,120.0,40.79226290261101,1.8203783122700978,0.5494401683059387,31.51275931376057,0.19298796758390815,0.5,0.01998984614363326,1.0,50.0,11.914420671652191,2.5212090013212762,0.5898090277777778,0.09051497808865305,14.146622099926233,0.5894425874969264,2.5657618674219997,2.8047079215803614,0.24375185761619733,0.7405149780886531,0.49676312047245574,1.0095529315252274,4.606472752669546,0.018690113985399923,0.15022711463340313,0.7641823154815364,,,v2_frozen_op,0,12,baseline_mc,nan,nan,nan
