recipe_id,rank_strict_06j,strict_score_06j,yield_score_06j,p_robust_06j_surrogate,pitch_nm,line_cd_ratio,dose_mJ_cm2,sigma_nm,DH_nm2_s,time_s,Hmax_mol_dm3,kdep_s_inv,Q0_mol_dm3,kq_s_inv,abs_len_nm,predicted_strict_score_06p,predicted_p_robust_06p,predicted_CD_06p,predicted_LER_06p,predicted_margin_06p,fd_label,fd_CD_final_nm,fd_LER,fd_margin,fd_strict_pass,diffusion_length_nm,reaction_budget,quencher_budget,blur_to_pitch,chemistry_knob_signature
J_1859,107,0.2888035519949876,0.8211000000000003,0.9217166666666669,24.0,0.52,39.894274301826954,1.1381629267707467,0.3152317299507558,35.695613250136375,0.20154568701982498,0.5544677791185677,0.02460322692990303,1.469818053767085,58.56638427823782,-3.6294680586196417,0.92,13.540519128229969,2.502257815160985,0.20171808808274513,,nan,nan,nan,,4.743920302132744,3.989005822296126,1.2908343014528822,0.047423455282114446,high_Hmax_mol_dm3:+0.44;low_DH_nm2_s:-0.37;low_dose_mJ_cm2:-0.33
J_1565,113,0.26350892775751295,0.8159833333333334,0.9134666666666666,24.0,0.52,36.3823584895581,2.249645210802555,0.35619859788566827,35.02736050169915,0.18805117612704636,0.5923584554344415,0.015350650157779455,1.658485780004412,62.307516913861036,-3.747994991192384,0.94,15.31470946967558,2.532249868085868,0.14249690860916103,,nan,nan,nan,,4.995337165465625,3.901827435797604,0.8917557915157793,0.09373521711677313,high_sigma_nm:+0.52;low_dose_mJ_cm2:-0.42;high_kq_s_inv:+0.39
J_2402,117,0.2580580331272356,0.8307666666666667,0.9286166666666666,24.0,0.52,38.13790995720774,0.8773350259289145,0.32936891373246907,29.452769067138433,0.2017400847747922,0.5055301682092249,0.01890296506695449,0.8874695310369134,68.98778787814081,-2.3259725108361877,0.9433333333333334,14.703386515674426,2.5125489230198417,0.1852653859161984,,nan,nan,nan,,4.4047307645431975,3.0037612405250758,0.4940939265784206,0.03655562608037144,low_kdep_s_inv:-0.47;high_Hmax_mol_dm3:+0.44;low_dose_mJ_cm2:-0.37
J_2541,118,0.25671404832930295,0.9327416666666662,0.9672499999999995,24.0,0.52,55.02107135485858,0.14541199710220098,0.46901558311656116,36.36164777446538,0.19835885712876916,0.6303407325409354,0.027012454848736524,0.7442313986830413,54.62479846552014,-1.1341616042072713,0.9966666666666667,16.05761106566833,2.527407905831832,0.2119671440317959,,nan,nan,nan,,5.840236199678895,4.546430170622495,0.7309970061432401,0.006058833212591708,high_Hmax_mol_dm3:+0.40;high_time_s:+0.28;high_Q0_mol_dm3:+0.24
J_4252,126,0.22562925439144874,0.5537083333333334,0.7982666666666667,24.0,0.52,42.64973221812397,0.20967553742229939,0.7478759691119194,22.85435374826193,0.21561097798869014,0.609165587835014,0.012051293570548295,0.88786576455459,23.14796295017004,-4.344652420730397,0.8066666666666666,14.877900418491333,2.5275092349357977,0.15682875402640536,,nan,nan,nan,,5.8467464384746535,3.0017545426668426,0.244540007696317,0.008736480725929141,high_Hmax_mol_dm3:+0.64;high_DH_nm2_s:+0.50;low_abs_len_nm:-0.32
J_1116,128,0.22124587437800602,0.8043499999999999,0.9113999999999999,24.0,0.52,46.95131002552807,0.27600704692304134,0.4284444089978933,39.414010434411466,0.16561728841625153,0.5031373692676425,0.024383484497666356,1.5534961759112775,56.18061168119311,-0.2594292407890173,0.9533333333333334,13.947698334974103,2.522872705465763,0.15716885946637418,,nan,nan,nan,,5.811490756562936,3.2843003888167317,1.492988917297923,0.01150029362179339,low_kdep_s_inv:-0.47;high_time_s:+0.41;high_kq_s_inv:+0.32
J_4226,129,0.21235793845106304,0.6599833333333334,0.8629000000000001,24.0,0.52,58.41381809581071,0.8870185352861881,0.5649034201167524,31.369425291195512,0.15213985074311495,0.5985461213625968,0.02334424336440861,1.004103276412934,92.93274972587824,-4.221946934901229,0.9466666666666667,14.786905860524657,2.520648878359624,0.17425229629628736,,nan,nan,nan,,5.953267276730198,2.856585115530486,0.7353003090443615,0.036959105636924505,high_abs_len_nm:+0.51;low_Hmax_mol_dm3:-0.26;low_kdep_s_inv:-0.16
J_508,132,0.20858128622881966,0.4645083333333333,0.7475499999999999,24.0,0.52,44.51968413311988,1.510513812303543,0.5898216755129397,22.04761321656406,0.18163372792303561,0.5925742235034704,0.0238107646163553,1.4485691105946898,28.04857130628079,-6.206141696022123,0.6933333333333334,14.114148823752242,2.4992889369017077,0.1381522057111899,,nan,nan,nan,,5.099835324489419,2.3730169165585067,0.7604560917779256,0.06293807551264763,low_time_s:-0.29;high_sigma_nm:+0.28;low_abs_len_nm:-0.26
J_1522,133,0.20810319348967643,0.9128666666666677,0.960850000000001,24.0,0.52,57.37130904849619,0.5191773204132915,0.49194846926257013,26.744668795727193,0.16181614316999912,0.5329169334843755,0.020278548477217554,0.9774602893739939,38.10270537622273,-0.23057979263001868,0.98,14.161629435140682,2.515577730314638,0.15509911883341004,,nan,nan,nan,,5.129717121828926,2.306314821002161,0.5301188069884235,0.02163238835055381,low_kdep_s_inv:-0.38;low_abs_len_nm:-0.14;low_Hmax_mol_dm3:-0.13
J_685,144,0.16899865735416872,0.43706666666666677,0.7783166666666667,24.0,0.52,57.64908283855766,2.857162649743259,0.350341228954494,39.19276146218181,0.1600185207463801,0.4397179514169693,0.019342329036444426,1.4100598758086562,65.85231060162187,-7.905739172451231,0.8166666666666667,16.032183822414957,2.549418867647232,0.1366213300470328,,nan,nan,nan,,5.2403893398832695,2.757720906996515,1.0689371867586404,0.11904844373930246,high_sigma_nm:+0.73;low_kdep_s_inv:-0.69;high_time_s:+0.40
J_3218,145,0.16506064082937832,0.7098000000000003,0.868816666666667,24.0,0.52,41.625380074605346,1.5275036310777068,0.5264233343303204,30.710397781804204,0.20611462216824294,0.48065370386466383,0.013631964605301618,1.1139680091291666,39.805792355909944,-3.9307885891424745,0.8433333333333334,15.34538532810532,2.4931064542778283,0.160117612207712,,nan,nan,nan,,5.686241289095609,3.042471632283201,0.46635497115606883,0.06364598462823778,low_kdep_s_inv:-0.55;high_Hmax_mol_dm3:+0.51;low_dose_mJ_cm2:-0.28
J_525,146,0.16419429030735627,0.7730833333333333,0.8929,24.0,0.52,37.40454575791955,0.8557122582569718,0.5657171613536776,35.75340889394283,0.16628648679703473,0.5246544738300145,0.008111786814406514,0.693784378003329,25.16774781513959,-4.666072564049043,0.8833333333333333,15.137015042275712,2.5221250224340133,0.1350507962946998,,nan,nan,nan,,6.36023851568456,3.1192328371317557,0.2012141418395518,0.035654677427373827,low_kdep_s_inv:-0.40;low_dose_mJ_cm2:-0.39;low_Q0_mol_dm3:-0.39
J_1516,147,0.16294700813923776,0.7261916666666665,0.8894833333333331,24.0,0.52,43.730327057652175,1.3839461216703057,0.30129335559904574,24.32376686949283,0.20334501514211298,0.5247878489084542,0.0015129634737968444,0.9058997966349125,75.98128062672913,-7.438489917412886,0.8766666666666667,15.072559338139163,2.5155730765948277,0.15094688328079925,,nan,nan,nan,,3.828469496004478,2.5956619656890676,0.03333799198062085,0.05766442173626274,low_Q0_mol_dm3:-0.61;high_Hmax_mol_dm3:+0.47;low_kdep_s_inv:-0.40
J_1202,151,0.15662146748284245,0.5750333333333327,0.7983999999999996,24.0,0.52,42.60115166846663,1.9804430231451988,0.3539846965111792,22.062308741733432,0.21692083317786454,0.637751767411828,0.011237895246595143,0.7194278691895306,77.05595954321325,-5.110026714069866,0.81,15.331390771963505,2.503741207337297,0.16970532213909253,,nan,nan,nan,,3.9521436371362935,3.0521360782614053,0.17837056783563396,0.08251845929771662,high_Hmax_mol_dm3:+0.66;high_sigma_nm:+0.43;high_abs_len_nm:+0.32
J_1155,153,0.14070636486825602,0.394808333333334,0.7568666666666672,24.0,0.52,50.602864880114794,0.17385508865118027,0.645760053023696,41.75904551986605,0.1539162910543382,0.442265834286809,0.010545745259150863,1.8155577112920582,23.858790253289044,-3.5566257006745774,0.7966666666666666,14.524015382479872,2.5389892122558373,0.15495899277976422,,nan,nan,nan,,7.34388500034248,2.842618275344114,0.7995357702585412,0.007243962027132511,low_kdep_s_inv:-0.68;high_time_s:+0.50;high_kq_s_inv:+0.50
J_2829,166,0.06478637101588719,0.5424416666666665,0.8009833333333332,24.0,0.52,38.37321303226054,1.5128048183396459,0.4324861920438707,27.462967187166214,0.18933270872570573,0.5647150320932269,0.025026445845142006,0.5159018225967884,98.07912572752684,-4.803896491668273,0.75,14.751159532127133,2.4917289069885697,0.1496066410995919,,nan,nan,nan,,4.873880199800419,2.9363137215156274,0.35457956053067535,0.06303353409748524,high_abs_len_nm:+0.57;low_kq_s_inv:-0.37;low_dose_mJ_cm2:-0.37
J_4429,177,0.03710764401206964,0.4979333333333331,0.7682499999999998,24.0,0.52,29.80558889452368,1.613840608857572,0.6276815144345165,42.18094361014664,0.20844162372872233,0.6008382667787373,0.013369131507351995,0.9308595745824277,78.76124913804233,-9.235069928847462,0.78,16.393855516378018,2.552756936186027,0.09827946495651647,,nan,nan,nan,,7.276839776371854,5.282728889041887,0.5249327349904123,0.06724335870239884,low_dose_mJ_cm2:-0.59;high_Hmax_mol_dm3:+0.54;high_time_s:+0.52
J_2851,181,0.024460823735014688,0.39481666666666665,0.7444500000000001,24.0,0.52,50.07789858151227,2.6561690093949437,0.4602484583854675,26.240139529109,0.15411575094796717,0.585278085526079,0.0285510088596493,0.8067983984947205,41.85968822799623,-6.200224570806293,0.69,14.55596715356528,2.5251593901355456,0.13377450274084243,,nan,nan,nan,,4.914668608582268,2.366875586075059,0.6044392058215443,0.11067370872478932,high_sigma_nm:+0.66;high_Q0_mol_dm3:+0.30;low_Hmax_mol_dm3:-0.24
J_3485,182,0.01940507492782667,0.5670083333333333,0.8209166666666667,24.0,0.52,45.45025606267154,1.8348251525312662,0.3472473124973476,28.86151387821883,0.1724609273765236,0.46921552047133447,0.012264779582619666,1.7603895096108317,19.060296113602817,-4.2978212186659555,0.8166666666666667,14.41518963744898,2.4863428169864448,0.14395470070850316,,nan,nan,nan,,4.4770711695965675,2.3355124871262163,0.6231428654546312,0.07645104802213609,low_kdep_s_inv:-0.59;high_kq_s_inv:+0.46;high_sigma_nm:+0.39
J_4493,184,0.014662689741923328,0.5368666666666672,0.7764666666666671,24.0,0.52,53.07550030667335,1.0017574550583959,0.7618865568190814,26.59065719228238,0.19178460427559912,0.6111129956319928,0.025759244849905372,1.8702571061439812,72.18212249223143,-2.8292760420317573,0.65,15.243234889989743,2.521173987133526,0.15507143382426442,,nan,nan,nan,,6.365385181084419,3.1164799069814872,1.281042422461088,0.041739893960766494,high_kq_s_inv:+0.54;high_DH_nm2_s:+0.52;high_Hmax_mol_dm3:+0.30
J_3442,193,-0.0005198796661455771,0.439733333333333,0.7558166666666662,24.0,0.52,40.37163085397333,2.2046247515827417,0.6042256045155228,28.640317409299314,0.1537253743223846,0.6117758080363274,0.012015549726784229,1.47570831887424,31.763579710386693,-6.772022332450758,0.74,15.431389985688575,2.5476822451503223,0.12975384577633692,,nan,nan,nan,,5.88306265479985,2.6934919711332914,0.5078342612607255,0.0918593646492809,high_sigma_nm:+0.51;low_dose_mJ_cm2:-0.32;high_kq_s_inv:+0.27
J_3459,195,-0.018983781132737028,0.4562166666666671,0.7672833333333335,24.0,0.52,54.50880199111998,2.3294227682054043,0.5399776186794043,25.070181214250624,0.20086492895148694,0.4771995696239173,0.023588971747085453,1.6433510119095445,99.34593341778964,-4.877500285443321,0.68,15.046315580666725,2.5572195910542437,0.1378828110061341,,nan,nan,nan,,5.203332922643368,2.4030434971076065,0.9718445867665808,0.09705928200855851,high_abs_len_nm:+0.58;low_kdep_s_inv:-0.56;high_sigma_nm:+0.55
