recipe_id,mode,strict_score_06l_eval,strict_score_06l_direct_mean,strict_score_06l_direct_std,yield_score_06l,p_robust_valid_06l,mean_cd_fixed_06l,std_cd_fixed_06l,mean_ler_locked_06l,std_ler_locked_06l,mean_p_line_margin_06l,pitch_nm,line_cd_ratio,dose_mJ_cm2,sigma_nm,DH_nm2_s,time_s,Hmax_mol_dm3,kdep_s_inv,Q0_mol_dm3,kq_s_inv,abs_len_nm
G_1220,mode_a,0.5672639806645214,-0.9098730462304726,0.7666973165888035,0.9302083333333342,0.9720833333333342,14.661960388200272,0.398042783403205,2.5189860578137906,0.019788684385594606,0.17997109170875789,24.0,0.52,51.988285205326974,1.944337665103376,0.4229609381407499,26.04285153094679,0.1922681549191475,0.5487233915366232,0.017886203275993464,1.5166231039911509,50.0
G_4478,mode_a,0.5652712273039675,-0.978472255801706,0.5447173905493603,0.9695833333333347,0.9883666666666681,15.455432663195278,0.44090832292152254,2.53617910623487,0.018793498455663648,0.18397186447994887,24.0,0.52,56.38631860166788,0.5498555218800902,0.5936534583568573,28.64122270140797,0.2040055521670729,0.6073506244458258,0.010569321569055318,1.9365892400965095,50.0
G_4311,mode_a,0.6355213633312405,0.3115862990011386,0.38595059134975557,0.9674166666666675,0.9853500000000008,14.833697167086468,0.36805790029365165,2.539936534051318,0.017653783360144438,0.17995795455318792,24.0,0.52,54.2578928405419,0.49479379691183567,0.5596478280611337,40.55639901664108,0.16076924916356802,0.4842184191569686,0.022495801085606216,1.295442066155374,50.0
G_1572,mode_a,0.6183525164085201,0.35893444664256563,0.4052952450603314,0.9844750000000022,0.9926833333333356,15.229416898812465,0.4070156199801301,2.5364687933457786,0.019363817264886434,0.2023001800843646,24.0,0.52,39.064445360563695,0.735161536373198,0.38266080589964985,34.76980191655457,0.1973212522827089,0.612899471167475,0.020106750391423702,1.3639391674660146,50.0
G_1645,mode_a,0.4352666065238955,0.21781108588524783,0.5193703719428611,0.9852333333333338,0.9923000000000005,14.401688227940067,0.2899410499847279,2.5410218222157233,0.018672833415127085,0.17698422425060983,24.0,0.52,49.71409785468131,0.08577926829457283,0.5658136375248433,25.94574250280857,0.20411763750948012,0.5467478889971972,0.009408885184675454,1.231408431660384,50.0
G_3491,mode_a,0.6003328432885895,0.042687824781539735,0.4830013643226474,0.89225,0.9408,14.757600551718651,0.33573988952155714,2.5475980182388547,0.017988138195392096,0.21126720763137072,24.0,0.52,53.89046714734286,0.51882004737854,0.3401571919210255,30.219525010325015,0.20638331866823137,0.5402229537256062,0.028797949953004717,1.0283071198500693,50.0
G_1612,mode_a,0.6927028164164926,-0.3637566483712189,0.38703592810722975,0.953991666666668,0.983316666666668,14.578769742571005,0.29857658174155055,2.5391500305581802,0.01794542706552591,0.18504178009655223,24.0,0.52,44.11146745271981,0.14525319635868073,0.4209555589593947,28.466325281187892,0.20033456951379774,0.534170953091234,0.005901848562061786,1.726822029799223,50.0
G_744,mode_a,0.726630981012955,-0.10528845213409736,0.370154378985087,0.9362583333333345,0.9735500000000011,15.412924698396894,0.2526793244290401,2.539664370708097,0.019244907838052813,0.21069770411074798,24.0,0.52,46.611646986566484,0.5668508475646377,0.32662874525412916,42.417002031579614,0.20387273630127312,0.46909560086205604,0.02053172830492258,0.7308349702507257,50.0
G_1945,mode_a,0.4096521045719379,-1.0406615196748392,1.0762451867231815,0.8712250000000009,0.9290833333333341,15.591420954282583,0.23274088918326147,2.5364539690563443,0.019118940866863197,0.21996130814551634,24.0,0.52,58.87391270790249,0.8625456048175693,0.33038166370242833,39.75097428075969,0.20550781491212547,0.477662215474993,0.029141337638720868,0.9418919249437749,50.0
G_4620,mode_a,0.087939281876404,0.19123398843810185,0.6441331239108642,1.0,1.0,15.717866025116468,0.3015836657643995,2.5416249925505623,0.018936096935937008,0.21035628583270288,24.0,0.52,57.05598738882691,0.47424021642655134,0.4215908182784915,32.23182608373463,0.18778163890354335,0.6338267339393497,0.0207455968670547,1.392304718028754,50.0
