recipe_id,mode,strict_score_06l_eval,strict_score_06l_direct_mean,strict_score_06p_eval,strict_score_06p_direct_mean,yield_score_06l,yield_score_06p,p_robust_valid_06l,p_robust_valid_06p,mean_cd_fixed_06l,mean_cd_fixed_06p,mean_ler_locked_06l,mean_ler_locked_06p,mean_p_line_margin_06l,mean_p_line_margin_06p,rank_06j,rank_06l,rank_06p,pitch_nm,line_cd_ratio,dose_mJ_cm2,sigma_nm,DH_nm2_s,time_s,Hmax_mol_dm3,kdep_s_inv,Q0_mol_dm3,kq_s_inv,abs_len_nm
J_2796,mode_b,0.418376274519505,-0.690236685144924,-4.345026044402307,-4.172682495652123,0.9710000000000009,-0.13706450729952413,0.9837333333333342,0.9997333333333336,15.5950151940851,17.136439507299524,2.537824014661946,2.5521690784826694,0.19428870261872133,0.22020550691587168,37,6,89,24.0,0.52,38.44655040744692,0.3830195087939501,0.5234545596875251,36.470482386648655,0.21053715362213551,0.5877373839728535,0.008263418013229966,0.7569924090057611,55.62535159289837
J_2933,mode_b,-0.6035581520155215,-3.0195199595614373,-1.7889872358472587,-2.9025744483786626,0.828525,0.4514948640308454,0.9255666666666665,0.9165166666666665,14.042513911184644,13.645953197364179,2.5076988596134258,2.504045819429651,0.1798415712426751,0.18121246089734544,9,34,67,28.0,0.45,58.687789524905384,0.33374173287302256,0.3321890031918883,30.72632148861885,0.1536402834020555,0.4609891513362527,0.00212391153909266,1.1022598426789045,78.89835243113339
J_2945,mode_b,0.386186689436128,-3.0204494194980533,0.12734493383141618,-1.6390929117262527,0.7000250000000005,0.7664166666666669,0.850916666666667,0.8839833333333335,14.982339642087812,15.193437990946993,2.4025164890740194,2.4099630476187186,0.08353830685590755,0.13661270865134426,83,35,36,32.0,0.45,36.19348979461938,0.3878904702141881,0.457887639477849,43.42321444302797,0.18419914155267178,0.5134785680100322,0.025336254369467497,0.719317504670471,41.33898023981601
J_2965,mode_b,0.815524697417738,-3.6078245877185076,0.9022640254936769,-1.79229904962469,0.9548249999999984,0.9837500000000016,0.978066666666665,0.9931166666666682,14.674313165095809,15.158584393840327,2.4616661683460994,2.4575165504996495,0.18183894411364512,0.17434420879417614,22,50,40,28.0,0.45,52.552249948494136,0.9641841100528836,0.5138970596715808,27.37820698413998,0.19911897073499857,0.542684191185981,0.007972973305732012,1.7116183680482209,92.76899410877377
J_3018,mode_b,0.5557415433423903,-6.338393560944276,-0.1041229598202863,-3.2305063047647837,0.7378666666666663,0.7949916666666664,0.8569166666666663,0.8932833333333332,14.593296607028332,15.660971124178166,2.4559585675872735,2.4785058755466416,0.10619420312474752,0.1353765130965159,35,92,74,28.0,0.52,57.42147165723145,1.1618745429441333,0.41484478460624813,37.21724353265017,0.17851311387494206,0.429655067063868,0.024624019442126156,0.7788510811515152,40.67350358236581
J_3027,mode_b,-2.5148933616273985,-2.413393541675492,-2.5872597249106994,-2.2587941077928577,0.43952952130826717,0.40166494400756836,0.9993833333333337,0.9984666666666674,13.440829521308267,13.404773277340901,2.5466794460389397,2.5473010108197873,0.14720583064600562,0.1477189924966578,19,24,51,24.0,0.52,55.54759337939322,0.08861079532653093,0.508023694343865,33.02584509830922,0.16163456331938506,0.5642537077888846,0.02598247244954109,1.5715272100642323,48.2802808098495
J_3097,mode_b,0.19341837414623686,-1.902830667829042,0.7513356115968837,-1.3284038610265982,0.9543166666666675,0.9377000000000003,0.9771666666666674,0.972366666666667,14.389225837634992,14.5526989326466,2.4931374947006884,2.49024044677945,0.21394402302959925,0.20162584866795918,3,15,23,28.0,0.45,55.20931324828416,0.3358887014910579,0.4607528324238956,34.29629251360893,0.19076959015801548,0.5560683809220791,0.025271243015304208,1.6389677990227938,27.12440658826381
J_313,mode_b,0.47887612470554325,-8.164760890402516,0.5580667383719021,-2.3740046956123906,0.6122916666666667,0.8202833333333336,0.8258666666666666,0.914716666666667,15.366670133073974,14.466803465270768,2.424650000367884,2.45997393092764,0.1157353715234452,0.1486112132718923,55,99,53,28.0,0.45,30.922094190493226,0.32428446784615517,0.5469073524698616,29.102409915067255,0.21811775962822139,0.538659080862999,0.0008328063134104013,0.7326351166702807,17.706462643109262
J_3170,mode_b,0.5476827391093955,-4.3831180606116495,-1.25180291944181,-2.4626371957360993,0.7097333333333334,0.8271083333333339,0.8862666666666666,0.9261000000000006,15.153065968971871,15.987403643928626,2.525942645820381,2.527838624462922,0.19978908933960715,0.2067067384750861,47,65,56,24.0,0.52,54.43704598490149,1.2128701871261,0.44724542293697594,41.01171633694321,0.2136359362397343,0.3704190364107489,0.010579049913212657,1.8728143898770213,56.97577252984047
J_3195,mode_b,0.4253108229298021,-3.1121988011744137,0.5680586858901677,-2.3916843567089776,0.705983333333333,0.8614916666666672,0.8910999999999997,0.9465166666666671,15.044538887121298,15.32993579118298,2.7466171310036724,2.747429486947342,0.1368447300664652,0.19691150552477363,33,36,54,20.0,0.52,53.705607519485056,0.044940889813005924,0.3530794826336205,42.07315566483885,0.19660787145607173,0.6174810180440545,0.010069955885410308,1.1739112273789942,43.88963042292744
J_3235,mode_b,0.5620139262005057,-3.803959022004577,-0.3290303764746426,-2.631347468900476,0.8084333333333331,0.8115083333333338,0.9143166666666664,0.9182833333333338,15.226878815266923,15.753016469589081,2.549431301530431,2.5528162960804055,0.1722825877886531,0.18579216279430455,51,55,61,24.0,0.52,51.61701966729015,0.42710771318525076,0.7243876193650067,36.24854498077184,0.1652693989686668,0.5987770847044885,0.01339393182657659,1.5151323545724154,93.02528908941895
J_3290,mode_b,0.39093704559177583,-2.3659521244757458,0.26167343330506027,-1.7569912022154828,0.9457500000000003,0.9492583333333338,0.9767666666666669,0.9783500000000004,15.56443872010873,15.647940267284373,2.474194710991734,2.4866761445347625,0.1410380023912094,0.13996527431704192,16,23,38,28.0,0.52,48.62530665099621,0.4555600443854928,0.4629968830384314,28.475548401474953,0.1607375438604504,0.6315300066955387,0.00609932885505259,0.7718934882432222,28.32267331890762
