recipe_id,rank_surrogate,yield_score_06c,yield_score_06a,fd_label,CD_final_nm,CD_error_nm,LER_CD_locked_nm,P_line_margin_fd,area_frac_fd,defect_indicator,nominal_pareto_rank,nominal_crowding_distance,balanced_score,balanced_rank,cd_only_rank,ler_only_rank,yield_score_rank_06c,pitch_nm,line_cd_ratio,dose_mJ_cm2,sigma_nm,DH_nm2_s,time_s,Hmax_mol_dm3,kdep_s_inv,Q0_mol_dm3,kq_s_inv,abs_len_nm
D_1541,71,0.9561500000000005,-0.48096005702722844,robust_valid,16.985192073689248,1.985192073689248,2.4983706993240276,0.25938687454911624,0.7077083333333334,0,1,inf,-0.9804856266346413,32,95,9,71,24.0,0.52,53.85118771903217,1.1333173625171185,0.3108974673785269,33.957748538814485,0.18613425232470035,0.6114282644353808,0.005597906615585089,1.2714416738599539,50.0
D_1712,72,0.9559000000000003,0.8625916666666666,robust_valid,16.294604975794094,1.294604975794094,2.5215997438914655,0.2155899412316089,0.6784895833333333,0,3,0.24096985133712046,0.5942063292614419,75,80,65,72,24.0,0.52,38.95930470060557,0.5478924857452512,0.5217435804195703,34.71792694646865,0.21260571510531007,0.6233091852627695,0.02121348023414612,0.85837746784091,50.0
D_2078,73,0.955875000000002,0.33167014566525743,robust_valid,15.641621108210028,0.6416211082100283,2.5041195595804413,0.2112137311670862,0.6517013888888888,0,1,0.0783997073637188,-1.5992685663243562,12,49,19,73,24.0,0.52,42.57726056780666,0.7863076385110617,0.4198267564177513,34.42147528287023,0.21555626824498175,0.5439621486701072,0.0153929088357836,1.6192780756391585,50.0
D_4945,74,0.9544666666666662,0.6442118812451308,robust_valid,15.63517462963045,0.6351746296304501,2.511168520701114,0.15431905679445457,0.6512673611111112,0,3,0.5847834360114743,0.28407645985849816,70,47,33,74,24.0,0.52,53.814472703263164,0.9700396489351988,0.6589999345131219,26.300278031267226,0.18346604727208615,0.5821990330703557,0.008760400023311377,1.0809380426071584,50.0
D_790,75,0.9534833333333336,-1.1324981502703946,robust_valid,15.688533681567922,0.6885336815679217,2.5280774465172158,0.20453738744106464,0.6537326388888889,0,3,0.23615094505687234,0.3255885111860568,71,53,84,75,24.0,0.52,44.69461166113615,0.0670844865962863,0.4686025150120258,39.281742884777486,0.19700983606278896,0.525565301720053,0.015193182472139596,1.0848910249769688,50.0
D_91,76,0.9533833333333339,-0.3753273572559679,robust_valid,15.357585821433025,0.357585821433025,2.4987642764973295,0.18315045304791533,0.6395833333333333,0,1,0.09947936888467823,-1.7523425853269994,5,29,11,76,24.0,0.52,56.676731212064624,0.9278899077326059,0.3903193224221468,39.86811647657305,0.16125939136371015,0.5141650224104524,0.015478474376723169,1.8874507434666157,50.0
D_981,77,0.9528666666666664,0.5311220767640903,robust_valid,15.273752921204704,0.2737529212047036,2.5169296811198905,0.19375495973559353,0.6363541666666667,0,2,0.06756731386206494,-0.8741153119104121,35,21,47,77,24.0,0.52,56.50634544342756,0.46142919547855854,0.4716356216929853,27.01333354227245,0.18183177730999886,0.5845089777372777,0.0015938739012926815,1.4687769752927125,50.0
D_3684,78,0.9526166666666671,0.8189416666666667,robust_valid,13.636248488915523,1.3637515110844767,2.518739737661819,0.11895725503453791,0.5681076388888889,0,6,inf,2.8821700041776563,94,83,55,78,24.0,0.52,45.726165865547955,0.7342007299885154,0.4271352549083531,24.15029504802078,0.18765001658350228,0.5525650823488831,0.006856098789721727,0.8109528427012265,50.0
D_4918,79,0.9511749999999985,0.4819748764717542,robust_valid,16.00065426255732,1.000654262557319,2.516507501912071,0.24706973014417222,0.6669965277777777,0,1,0.19877599625137146,-1.0203262458298072,31,70,45,79,24.0,0.52,53.15301913116127,0.27977436035871506,0.4779920854605734,34.32605367153883,0.20560980283655225,0.6306871730834246,0.02286923280917108,1.958246530033648,50.0
D_435,80,0.9508833333333332,0.7355066064775004,robust_valid,15.559078784860588,0.5590787848605885,2.5279834679175104,0.22727478988622307,0.6479340277777778,0,1,0.13672923145222868,-0.4525789365887165,48,39,83,80,24.0,0.52,48.87865352444351,0.39814937487244606,0.3431651542894542,32.82832913566381,0.20853680326603352,0.5088600935414433,0.0018728683143854142,1.2266870746389031,50.0
D_39,81,0.9503499999999993,-0.6493464914668453,robust_valid,15.748304802952845,0.7483048029528447,2.5259072622692904,0.2361877284664945,0.6561458333333333,0,1,0.2156040897900204,-0.5067569207483886,47,54,78,81,24.0,0.52,41.83439889270812,0.27301598992198706,0.3567657835781574,41.39655794017017,0.19774640562944112,0.5785327956080437,0.020144594572484492,0.9182460620068014,50.0
D_2586,82,0.9494725974448031,0.7754583333333338,robust_valid,13.788927090848452,1.2110729091515484,2.5114928227324547,0.12169236139625028,0.5744965277777778,0,4,inf,2.0548557801043117,87,77,35,82,24.0,0.52,58.778814274817705,1.0549266329035163,0.3895802769809961,23.498616465367377,0.17939804532565176,0.5500746445730329,0.013671527495607733,1.7992679253220558,50.0
D_4,83,0.9494666666666653,0.8748833333333339,robust_valid,15.585117584170174,0.5851175841701739,2.5006235284157947,0.15630041844827536,0.6491840277777777,0,2,0.38659217175623406,-0.5879208167633073,45,43,14,83,24.0,0.52,53.16791918780655,1.147375887259841,0.4991540929302573,31.56705003231764,0.19521779497154057,0.4660646795295179,0.01224745525047183,0.6974938632920384,50.0
D_2357,84,0.9494333333333337,0.6779167015834339,robust_valid,14.422299806070336,0.5777001939296635,2.560311511277683,0.22450332692487318,0.6009548611111111,0,2,inf,1.91804684645341,85,42,99,84,24.0,0.52,45.97198879625648,0.1768762143328786,0.30938066840171813,28.70449007488787,0.20660481026396155,0.6357537410221994,0.015532791679725051,1.8669983325526118,50.0
D_2058,85,0.9490249999999997,0.8214666666666668,robust_valid,13.582861752295903,1.4171382477040968,2.5245236261321655,0.12940822061235413,0.56578125,0,5,1.6620439927015145,3.1194364466889732,95,85,72,85,24.0,0.52,39.40344542171806,0.5647259736433625,0.3498952115885913,32.27015445474535,0.18244908741675317,0.5173264139331877,0.011274666516110301,1.231960783712566,50.0
D_2347,86,0.9488333333333323,0.7822821194799305,robust_valid,15.330255069576756,0.3302550695767561,2.5016079486860137,0.18905139898426282,0.6386111111111111,0,1,0.15887119502429223,-1.7424461681811838,6,26,15,86,24.0,0.52,55.8397563630715,0.8547540111467242,0.5004242334514857,26.028481759130955,0.18034003449603914,0.6457973374985159,0.011122460933402181,1.9593239105306566,50.0
D_393,87,0.9481166666666676,0.833783333333333,robust_valid,13.77576045707886,1.22423954292114,2.549071967983739,0.15737960280904895,0.5733854166666666,0,7,inf,3.8401800262451364,99,78,98,87,24.0,0.52,55.699802013114095,0.6120479749515653,0.3696871927939355,22.68915130291134,0.20164975308813154,0.5965817242860794,0.023387631364166737,1.303910295944661,50.0
D_127,88,0.9480333333333321,0.15405291936484022,robust_valid,15.636350207414887,0.6363502074148872,2.5179050184600666,0.2145320346344073,0.6513715277777777,0,2,0.0767225802775793,-0.7206975020474518,43,48,50,88,24.0,0.52,58.828720562160015,0.340314575470984,0.537994546070695,25.3954386850819,0.21184310775250198,0.6011350467801094,0.017592720882967115,0.5571161098778248,50.0
D_4468,89,0.9473666666666667,-0.021878368610855015,robust_valid,15.861476956165612,0.8614769561656122,2.5041129605244805,0.22418986497543114,0.6608333333333334,0,1,0.08489084740564329,-1.5575677635105123,14,62,18,89,24.0,0.52,45.14686702284962,0.7896533282473683,0.4508548525162041,36.64565906394273,0.1943347081448883,0.6433206561021507,0.024762633126229047,1.6541570466943085,50.0
D_4665,90,0.9453500000000005,0.7727083333333333,robust_valid,14.642451218213205,0.35754878178679483,2.528756928164254,0.19440711718969284,0.6099305555555555,0,3,0.4451443587647592,0.07867859618090957,65,28,85,90,24.0,0.52,57.43367218505591,0.1166994497179985,0.40413827979937195,36.05888220947236,0.1589954210538417,0.616648880019784,0.025194370290264487,0.9446035516448319,50.0
D_848,91,0.9453416666666672,0.8301833333333323,robust_valid,13.317834747215162,1.6821652527848379,2.504520660055528,0.08875883459273282,0.5551736111111111,0,5,inf,3.1482501040274915,96,92,21,91,24.0,0.52,47.25966509710997,0.8448763741180301,0.4577956527471542,27.598477881401777,0.16932330823503433,0.5177265346981585,0.011981471450999379,0.8592415442690253,50.0
D_1409,92,0.9451500000000017,0.837758333333333,robust_valid,15.233481145004495,0.2334811450044949,2.5109024609570563,0.19126924580911497,0.6346875,0,1,0.07645132248244382,-1.3027372961633301,22,16,31,92,24.0,0.52,36.63904440589249,0.7055853763595223,0.414831265527755,33.36595704779029,0.2116636168025434,0.5749009812250734,0.01866440651938319,0.650030994322151,50.0
D_4909,93,0.9450416666666667,0.706123904129067,robust_valid,14.523369301922196,0.47663069807780367,2.5177248498425215,0.1663509775849823,0.6047048611111111,0,3,0.3418503062493041,0.18864608821482298,68,34,49,93,24.0,0.52,48.65521453041583,0.1247360436245799,0.5595283039845527,27.90141331963241,0.2194051228556782,0.5107712174765766,0.01185920719988644,1.6751312799751759,50.0
D_1000,94,0.9438833333333323,-0.01645688223453534,robust_valid,16.334505207246032,1.334505207246032,2.519532272794776,0.22751695484263557,0.6801215277777778,0,3,0.37936125413961547,0.2212678424715232,69,82,58,94,24.0,0.52,58.42782925441861,0.2594357030466199,0.45103877382352947,33.88075449503958,0.21080173888243736,0.4714813746511936,0.0024166096653789283,1.7407361888326705,50.0
D_1007,95,0.9424500000000009,-0.12142055057574097,robust_valid,14.957362667866898,0.04263733213310239,2.5322337312795646,0.15084962846034322,0.6234201388888889,0,2,inf,0.8764485810436742,79,3,89,95,24.0,0.52,49.66639603301883,0.5934340870007873,0.4920713144354522,41.77917272783816,0.1583675953838974,0.5351212256588042,0.02319649896584451,0.9709603302180767,50.0
D_3506,96,0.9415000000000002,0.14378892130041265,robust_valid,16.182114854908303,1.1821148549083027,2.4951301786863276,0.20996038312562892,0.6742013888888889,0,2,0.29778213759117034,-1.3123843789356564,21,75,6,96,24.0,0.52,52.990533923730254,1.086122707463801,0.4797111453488469,27.322596781887114,0.1916343885101378,0.6472107185982168,0.01675274080596864,0.7948822057805955,50.0
D_730,97,0.9414947931139248,-0.47199332359055235,robust_valid,16.463726161415604,1.4637261614156039,2.509905800375596,0.2359476904780221,0.6852256944444445,0,2,inf,-0.45023032168336796,49,86,29,97,24.0,0.52,53.483132718130946,0.671380179002881,0.41243260791525244,31.042235721834004,0.19370237114839256,0.5797704487107694,0.002843037871643901,0.63129295501858,50.0
D_4224,98,0.9412166666666671,0.77225,robust_valid,15.273667647591665,0.2736676475916653,2.5236521168471633,0.1732139869267556,0.6361458333333333,0,3,0.14530985356343987,0.10310351912379268,66,20,70,98,24.0,0.52,57.1552747534588,0.23794751800596714,0.5614273820072413,31.047587706707418,0.1968477945588529,0.47796935187652706,0.005607728837057948,1.8580863270908594,50.0
D_1785,99,0.9400666666666675,0.7273000000000002,robust_valid,14.70195968508784,0.29804031491216065,2.5179594271650005,0.16907731173534934,0.6125520833333333,0,3,inf,-0.15524010139811195,56,23,51,99,24.0,0.52,52.971356492489576,0.15470820385962725,0.5734587779268623,24.91741462610662,0.195439422884956,0.572909539937973,0.0028004222642630337,1.343941309954971,50.0
D_542,100,0.9399666666666658,-0.6639939027670655,robust_valid,15.495026640983928,0.49502664098392835,2.511421787460644,0.20123519741869889,0.6451388888888889,0,1,inf,-1.0816015815521751,27,36,34,100,24.0,0.52,57.27936986647546,0.7391668790951371,0.34517047759145497,35.87722869589925,0.18515902634710074,0.4666648380458355,0.008094992581754923,0.9880797667428851,50.0
