recipe_id,rank_06c,rank_06a_rescore,yield_score_06c,yield_score_06a,p_robust_valid_06c,p_robust_valid_06a,mean_cd_fixed_06c,mean_cd_fixed_06a,mean_ler_locked_06c,mean_ler_locked_06a,cd_error_penalty_06c,ler_penalty_06c,pitch_nm,line_cd_ratio,dose_mJ_cm2,sigma_nm,DH_nm2_s,time_s,Hmax_mol_dm3,kdep_s_inv,Q0_mol_dm3,kq_s_inv,abs_len_nm,min_dist_to_06a_top100
D_4995,32,2,0.9835583333333352,0.9076416666666668,0.9935166666666685,0.9621333333333335,15.222469776170726,15.628490497169262,2.5337054961492664,2.5464538724320347,0.0,0.0,24.0,0.52,38.26231547445059,1.0507774511352181,0.39226807625964283,33.565701292827725,0.19691144272685052,0.6050733778625728,0.010535788061097263,0.9123261934146285,50.0,0.29188007972056673
D_1178,33,3,0.9830166666666676,0.8969500000000004,0.9927666666666678,0.9554000000000002,14.383271085098022,15.70302519885979,2.5314779583753917,2.5254473095620553,0.0,0.0,24.0,0.52,47.8019116781652,0.9517217706888914,0.519553048722446,27.820883416570723,0.19024431952275336,0.5289291435852647,0.012415402382612227,1.1169261350296438,50.0,0.30651425779474195
D_3439,34,1048,0.9825750000000015,0.1010398513127082,0.9929333333333349,0.9618666666666664,15.61261466356829,16.81358514868729,2.5362506791892803,2.5512004180744245,0.0,0.0,24.0,0.52,55.771613482385874,0.6745761539787054,0.42477962160483,36.871012235060334,0.21294970870949329,0.5561632157303393,0.025390181019902227,1.839338710065931,50.0,0.28392735625454785
D_3751,35,830,0.9825333333333354,0.2578913502117349,0.992150000000002,0.9554833333333344,14.96684485194411,16.634183649788266,2.5410000351717317,2.635946303795561,0.0,0.0,24.0,0.52,52.81576875317842,0.3339709024876356,0.42625363934785127,36.491450695320964,0.17357026192359626,0.6325252227485181,0.02141543942503631,1.9272492602467537,50.0,0.4221588018922067
D_4800,36,2516,0.9823250000000017,-1.3883468550693898,0.9904833333333349,0.9500666666666653,15.731096152472055,18.24864685506939,2.5403630748395685,2.646089199131646,0.0,0.0,24.0,0.52,51.5475283479318,0.7375457771122456,0.30260659027844666,38.55630963109434,0.19090433161705733,0.626136139407754,0.017187402416020632,1.2050436553545296,50.0,0.403237289703435
D_1838,37,33,0.9822833333333362,0.8268500000000003,0.9938333333333361,0.9305500000000003,14.819855256017554,15.464867830317267,2.5372629001624496,2.534355029262167,0.0,0.0,24.0,0.52,59.07340517453849,0.5242077810689807,0.41718939477577804,26.678059929981828,0.19500747112557293,0.5108471178449691,0.0046972926333546635,1.7532623200677335,50.0,0.2413069562006923
D_3809,38,10,0.9811750000000008,0.8659833333333327,0.9930666666666675,0.9525833333333327,14.28005165258765,15.640220868305033,2.536608514695385,2.5915898468685032,0.0,0.0,24.0,0.52,56.191487247124314,0.9593961518257856,0.43719055149704217,23.16172179300338,0.20125656444579362,0.6264442548155784,0.00950927272439003,1.5138720599934459,50.0,0.29839578916311815
D_547,39,54,0.9811083333333341,0.7926999999999997,0.9914333333333342,0.914883333333333,14.031544645648514,15.997387810161836,2.547789276021788,2.56972453490844,0.0,0.0,24.0,0.52,57.95948317833245,0.16773574613034725,0.3265273507684469,30.488764941692352,0.16165674379095435,0.5893306641839444,0.010790954288095235,0.7217996949329972,50.0,0.4768095821706119
D_2680,40,122,0.9801666666666685,0.7292076412073031,0.9929000000000019,0.9377833333333337,14.399900206863698,16.121934025459364,2.534294902554116,2.590802492859011,0.0,0.0,24.0,0.52,53.037449528463185,0.8144761249423027,0.5434143777936697,28.508565556257963,0.17126579411327839,0.6242985233664513,0.0151432148180902,1.099623474292457,50.0,0.363152971824183
D_4008,41,1901,0.9795500000000021,-0.6347584727799858,0.9931666666666689,0.9430500000000009,15.84923217364213,17.49759180611332,2.541510695322657,2.6536047294966205,0.0,0.0,24.0,0.52,57.10445555951446,0.027334509417414665,0.39146149922162293,35.44070199597627,0.20182667962275447,0.646602425724268,0.019148177755996584,0.8789307842962444,50.0,0.44224383960175095
D_4836,42,15,0.9790916666666682,0.8611916666666671,0.990683333333335,0.9426333333333338,14.215047016748294,15.511500170319069,2.53144722234807,2.513709948127992,0.0,0.0,24.0,0.52,54.34673005063087,1.274950417689979,0.46932370979338883,26.47297240793705,0.1758589035831392,0.5585660075768828,0.015073543936014174,1.4207922336645424,50.0,0.3062195773848139
D_3372,43,1815,0.9790000000000005,-0.5550586522268349,0.9923166666666673,0.9408000000000004,15.213307301047648,17.390308652226835,2.5373848768343406,2.623486180557119,0.0,0.0,24.0,0.52,57.898932670243084,0.5469867205247283,0.5595840287394822,32.76844230014831,0.19267110334709286,0.6079203153029085,0.007882957784458994,1.4029643880203366,50.0,0.42049028254560145
D_1485,44,102,0.9783666666666695,0.7500236593133462,0.9917500000000028,0.9289166666666668,14.581296723805599,16.078526340686654,2.535260892543146,2.5376725573238503,0.0,0.0,24.0,0.52,55.626294071786106,0.8127282746136189,0.5398917125537992,33.568270090036094,0.16425465142354367,0.5022635200992227,0.007714176038280129,1.3710595550946891,50.0,0.31374368415994436
D_785,45,957,0.9782666666666682,0.160932990732511,0.9913000000000015,0.9331500000000001,14.739859035566846,16.666583675934156,2.5380530888548405,2.5367197889236706,0.0,0.0,24.0,0.52,53.00051589310169,0.3893648022785783,0.5369446223601699,34.486201643012464,0.1793073286116123,0.4806756652891636,0.009466865826398134,1.8151151635684073,50.0,0.36089963448070295
D_2935,46,228,0.9770000000000001,0.6627476571932139,0.9906666666666668,0.9570499999999992,15.213021870199206,16.220394009473452,2.537364903601903,2.5850256619171987,0.0,0.0,24.0,0.52,57.318382694385946,1.0741920992732048,0.33674759529531,29.55933218356222,0.19552639950066805,0.6196695625782014,0.017447983156889675,1.7505008154548705,50.0,0.31507194589700255
D_1397,47,38,0.9765333333333349,0.8192750000000003,0.9874833333333349,0.9204000000000003,14.33310262499338,15.134499287261038,2.540878864541983,2.539909589126589,0.0,0.0,24.0,0.52,49.447499234229326,0.32088076137006283,0.5017628527246416,27.139974017627537,0.1972606572136283,0.47350493287667633,0.0060283354204148055,1.2157188430428505,50.0,0.29359087850403204
D_1928,48,2265,0.9754344645430281,-1.0773673552736605,0.9926166666666686,0.9368166666666673,16.006640535456974,17.898834021940328,2.542652168354653,2.5717238694702815,0.006640535456973851,0.0,24.0,0.52,56.230577948503196,0.625813233666122,0.4324297785758972,42.17646758072078,0.19309218730777503,0.4794455327093601,0.015097572170197963,0.7530301311053336,50.0,0.44254435347939586
D_1788,49,1046,0.9750166666666684,0.10234816460322083,0.9902666666666684,0.9439666666666665,14.609011502600255,16.756385168730112,2.5382332410206825,2.5885238920223537,0.0,0.0,24.0,0.52,57.562863724306226,1.0275439471006393,0.3968046234920621,34.51120902784169,0.16349231318570673,0.6022342598997057,0.012606506226584316,1.5318472664803267,50.0,0.38542493739397243
D_1901,50,921,0.9736083333333346,0.19031967467960853,0.9889833333333345,0.9397333333333339,15.900206889436756,16.65864699198706,2.5399734259727227,2.6677663790291195,0.0,0.0,24.0,0.52,57.54419148992747,0.6975492853671312,0.5637562868185342,30.363695141859353,0.21087823298759759,0.6438250737264752,0.021090208729729054,1.5044330591335893,50.0,0.3067332035503575
D_2243,51,44,0.9723333333333333,0.8102701144622496,0.9847499999999999,0.92605,14.689501398601603,16.027563218871084,2.5433676515996093,2.6512652861018835,0.0,0.0,24.0,0.52,49.08900592569262,0.44713321421295404,0.48501219106838106,31.48259500041604,0.18986604831181467,0.6405519581399859,0.0249641621299088,1.119651893619448,50.0,0.32183858522129705
D_4760,52,154,0.9720166666666683,0.7103789678352688,0.988933333333335,0.9592333333333329,15.08324324816207,16.191562698831397,2.5393932704859092,2.660367718707844,0.0,0.0,24.0,0.52,49.03716845624149,0.6171355079859495,0.49848379027098416,28.020919538103044,0.20937122526578605,0.6487381044775248,0.020545862903818487,0.8196520945057273,50.0,0.45469113768314373
D_2264,53,2471,0.971050000000001,-1.3283797627722813,0.988950000000001,0.9399333333333341,15.927261210641955,18.16547142943895,2.536684300220679,2.56788971083453,0.0,0.0,24.0,0.52,54.957978372462094,0.6956582721322775,0.5528746570460499,37.95009416528046,0.19574073581956328,0.5202332504093647,0.01348538864403963,1.0247923112474382,50.0,0.3976403417851784
D_3478,54,1103,0.9700250000000001,0.06337028526271393,0.9844666666666668,0.9495999999999997,14.599964647140377,16.818571381403952,2.543332369619317,2.5627804941635146,0.0,0.0,24.0,0.52,50.800735116004944,0.1704223919659853,0.32324793208390473,37.84343325998634,0.17276938013732432,0.5466072202660144,0.018397621074691416,1.7606422281824052,50.0,0.39770295461622596
D_2094,55,1,0.9691583333333342,0.9087499999999997,0.9852666666666675,0.956233333333333,15.249016894181043,14.556713195184036,2.5358169701268807,2.5514789628867667,0.0,0.0,24.0,0.52,37.25144444871694,1.149397725239396,0.45319738490507006,32.6868182560429,0.20186536737717686,0.599106692429632,0.013388325618579984,1.400102118961513,50.0,0.3290527318212832
D_2377,56,17,0.9680583333333339,0.8541250000000008,0.9879666666666672,0.9378666666666676,14.088247241792192,15.18673162963641,2.5351306671501224,2.5179454954868263,0.0,0.0,24.0,0.52,50.4064774364233,1.0249262563884258,0.4091592665761709,27.1565953316167,0.16987960982136427,0.5712028198875487,0.020094139203429222,0.8920008619315922,50.0,0.37263423199171386
D_4735,57,27,0.9677333333333349,0.8362000000000008,0.9873666666666682,0.9430833333333343,14.76896971034116,15.681720833280405,2.5390428913176457,2.6938837998427765,0.0,0.0,24.0,0.52,54.0491783246398,0.8007527813315392,0.4011360571719706,24.375648126006126,0.20623118532821536,0.6423596169799566,0.0057889331504702565,0.6259022890590131,50.0,0.4111672026397141
D_97,58,120,0.9677083333333345,0.733100849549337,0.9884666666666678,0.9366833333333346,14.431249497192075,16.10001581711733,2.538841482657144,2.589167771695918,0.0,0.0,24.0,0.52,50.110748218372464,1.065570934675634,0.35378632247447966,28.16910315770656,0.16855686534196138,0.6054113976657391,0.00896365433000028,0.6522683617658913,50.0,0.5030918423976477
D_4032,59,14,0.9673333333333339,0.8621249999999996,0.9864000000000006,0.9347166666666663,14.47268497923591,15.01436499095785,2.540836976645121,2.524927592800032,0.0,0.0,24.0,0.52,39.812298238277435,0.4818689078092575,0.41163363279774784,29.423243161290884,0.19461855494417252,0.5296207802370191,0.013122172448784112,0.739815270062536,50.0,0.2864270951456124
D_4611,60,72,0.964008333333333,0.7789750000000006,0.9854333333333329,0.913283333333334,14.343127877067737,15.445813919276087,2.543906484453186,2.5506966965735614,0.0,0.0,24.0,0.52,49.35375370737165,0.33062093798071146,0.3017559756524861,25.922184116207063,0.17025780553929507,0.5637907249853015,0.003584134904667735,1.6182043217122555,50.0,0.30921078461777607
D_228,61,23,0.9615083333333339,0.8392333333333328,0.9867333333333339,0.9377666666666662,14.596139488294488,15.992125900422405,2.539411386441841,2.5324401041462954,0.0,0.0,24.0,0.52,59.140554514713585,0.6279274206608534,0.3559380589984357,28.762043877504766,0.1809322789683938,0.5361008094623685,0.004669797951355577,1.26111716683954,50.0,0.36402271912054696
D_2203,62,608,0.961283333333334,0.39786151758700516,0.980433333333334,0.9505166666666668,15.29392605410897,16.48768014907966,2.5417534776123545,2.602311283354516,0.0,0.0,24.0,0.52,51.60956135764718,0.520096636377275,0.41416550120338796,35.00967212487012,0.2105637338757515,0.6157158381305635,0.02730394377373159,0.72922542411834,50.0,0.41072784695223435
D_607,63,6,0.9600750000000007,0.8826083333333334,0.9829500000000008,0.9460666666666667,14.988392583044801,15.779519347864913,2.5329993751528206,2.517352685282825,0.0,0.0,24.0,0.52,43.00818088743836,1.010103846900165,0.4225188970565796,32.01684882398695,0.1973235874157399,0.503731666598469,0.013582085268571973,1.3346238271333277,50.0,0.3737401152097978
D_498,64,22,0.9592916666666664,0.8426083333333333,0.9813999999999997,0.9226666666666666,14.79722279766596,15.812953791021387,2.5334712345302064,2.5302810456835236,0.0,0.0,24.0,0.52,51.571959623135626,0.8536781687289476,0.4240532253868878,28.86418907903135,0.21879356645047665,0.4709109618328512,0.006686132876202464,1.44465719955042,50.0,0.29235070688894127
D_4637,65,28,0.9591833333333335,0.835475,0.9808000000000001,0.9262499999999999,15.394936043399937,15.838533780564271,2.5389513344159296,2.52918198917106,0.0,0.0,24.0,0.52,59.58569131884724,1.0759763410314918,0.4927920156158507,28.617269550450146,0.2145011459570378,0.5677557921037077,0.02308189951814711,1.5229376149363816,50.0,0.3578981819945519
D_1729,66,4,0.9585916666666662,0.8912666666666672,0.9844999999999996,0.9545500000000007,14.714652874930902,15.788362832829113,2.531365653224269,2.516491810894708,0.0,0.0,24.0,0.52,57.067229172214866,1.2061351714655757,0.38425937965512275,29.122793888673186,0.1924878941383213,0.4912575051188469,0.013427870934829115,1.663361668586731,50.0,0.29650595390378187
D_4730,67,574,0.9579833333333342,0.42111129922780965,0.9837000000000009,0.9188000000000008,14.767295385755734,16.37281370077219,2.540186746484819,2.550060161856445,0.0,0.0,24.0,0.52,58.959961546584964,0.3607225315645337,0.5780357343144715,33.48134474828839,0.1748480404727161,0.5192664484493434,0.009031146056950093,0.8130762707442045,50.0,0.5278595666356782
D_3335,68,99,0.9569666666666687,0.7533166666666672,0.9760000000000021,0.8884166666666673,15.143577917876817,14.964276528358978,2.5431355974377032,2.600051546746233,0.0,0.0,24.0,0.52,38.631851124577224,0.22100269049406052,0.3783623708412051,28.06920591276139,0.2179704679455608,0.5887054680846632,0.0023683368880301715,1.3251323024742305,50.0,0.47304873304342526
D_3195,69,12,0.9569500000000014,0.8626416666666661,0.9835333333333347,0.9410499999999993,14.165315570591757,15.590623516635146,2.5335120482958073,2.5781895720389296,0.0,0.0,24.0,0.52,50.03162979148328,0.6885637203231454,0.5779723801650107,28.628144091926515,0.1661345269996673,0.5812547454610467,0.012586022894829511,1.1092801867052913,50.0,0.3031883339718145
D_2725,70,81,0.9562083333333333,0.7723455957409584,0.97815,0.938533333333333,14.349506520042041,16.078137737592375,2.546167552156243,2.558532563665054,0.0,0.0,24.0,0.52,56.27688767295331,0.3837149469181895,0.36104120751842855,37.29482205118984,0.1641351444926113,0.5660772556439042,0.025241779731586575,1.5346134258434176,50.0,0.3790315857197908
D_1541,71,1758,0.9561500000000005,-0.48096005702722844,0.984183333333334,0.9451333333333344,15.243375838027838,17.329226723693896,2.5391886065125324,2.6075526077535165,0.0,0.0,24.0,0.52,53.85118771903217,1.1333173625171185,0.3108974673785269,33.957748538814485,0.18613425232470035,0.6114282644353808,0.005597906615585089,1.2714416738599539,50.0,0.4628429895170568
D_1712,72,13,0.9559000000000003,0.8625916666666666,0.9797833333333336,0.936,15.785327073219355,15.870377034564417,2.5389655191256004,2.56302108973851,0.0,0.0,24.0,0.52,38.95930470060557,0.5478924857452512,0.5217435804195703,34.71792694646865,0.21260571510531007,0.6233091852627695,0.02121348023414612,0.85837746784091,50.0,0.3574680760363497
D_2078,73,717,0.955875000000002,0.33167014566525743,0.9783666666666686,0.9374999999999999,15.503634609421404,16.54319652100141,2.534850028979774,2.5255213148077758,0.0,0.0,24.0,0.52,42.57726056780666,0.7863076385110617,0.4198267564177513,34.42147528287023,0.21555626824498175,0.5439621486701072,0.0153929088357836,1.6192780756391585,50.0,0.22896028369465596
D_4945,74,251,0.9544666666666662,0.6442118812451308,0.9818166666666663,0.9285000000000003,14.670332735489813,16.16678811875487,2.5511950872794893,2.6597706307791786,0.0,0.0,24.0,0.52,53.814472703263164,0.9700396489351988,0.6589999345131219,26.300278031267226,0.18346604727208615,0.5821990330703557,0.008760400023311377,1.0809380426071584,50.0,0.24780162380112167
D_790,75,2308,0.9534833333333336,-1.1324981502703946,0.9749666666666669,0.9193499999999998,15.38769386673362,17.94866481693706,2.5393918703642644,2.572784058959887,0.0,0.0,24.0,0.52,44.69461166113615,0.0670844865962863,0.4686025150120258,39.281742884777486,0.19700983606278896,0.525565301720053,0.015193182472139596,1.0848910249769688,50.0,0.3485144823106158
D_91,76,1651,0.9533833333333339,-0.3753273572559679,0.9792666666666672,0.9195,15.4889413425602,17.188752357255968,2.5369066528812656,2.576313702243602,0.0,0.0,24.0,0.52,56.676731212064624,0.9278899077326059,0.3903193224221468,39.86811647657305,0.16125939136371015,0.5141650224104524,0.015478474376723169,1.8874507434666157,50.0,0.5270434570302057
