recipe_id,rank_06c,rank_06a_rescore,yield_score_06c,yield_score_06a,p_robust_valid_06c,p_robust_valid_06a,mean_cd_fixed_06c,mean_cd_fixed_06a,mean_ler_locked_06c,mean_ler_locked_06a,cd_error_penalty_06c,ler_penalty_06c,pitch_nm,line_cd_ratio,dose_mJ_cm2,sigma_nm,DH_nm2_s,time_s,Hmax_mol_dm3,kdep_s_inv,Q0_mol_dm3,kq_s_inv,abs_len_nm,min_dist_to_06a_top100,novelty_distance
D_2347,86,67,0.9488333333333323,0.7822821194799305,0.9783333333333324,0.9179000000000005,14.607279055655258,16.022526213853403,2.5342370872073956,2.657983351850588,0.0,0.0,24.0,0.52,55.8397563630715,0.8547540111467242,0.5004242334514857,26.028481759130955,0.18034003449603914,0.6457973374985159,0.011122460933402181,1.9593239105306566,50.0,0.4348287256084323,0.4348287256084323
D_393,87,30,0.9481166666666676,0.833783333333333,0.9761666666666676,0.9275666666666663,14.020488631433107,15.450990419183112,2.5409510955248082,2.557789119474434,0.0,0.0,24.0,0.52,55.699802013114095,0.6120479749515653,0.3696871927939355,22.68915130291134,0.20164975308813154,0.5965817242860794,0.023387631364166737,1.303910295944661,50.0,0.3554010179366315,0.3554010179366315
D_127,88,968,0.9480333333333321,0.15405291936484022,0.9783166666666654,0.9029166666666671,14.71473850611843,16.610305413968494,2.5388217224240286,2.565174084670789,0.0,0.0,24.0,0.52,58.828720562160015,0.340314575470984,0.537994546070695,25.3954386850819,0.21184310775250198,0.6011350467801094,0.017592720882967115,0.5571161098778248,50.0,0.4843748617452043,0.4843748617452043
D_4468,89,1224,0.9473666666666667,-0.021878368610855015,0.9754833333333334,0.9445333333333342,15.2243097764813,16.89428670194419,2.5352644417449146,2.647870319212956,0.0,0.0,24.0,0.52,45.14686702284962,0.7896533282473683,0.4508548525162041,36.64565906394273,0.1943347081448883,0.6433206561021507,0.024762633126229047,1.6541570466943085,50.0,0.38772783187225457,0.38772783187225457
D_848,91,32,0.9453416666666672,0.8301833333333323,0.9777500000000005,0.9163666666666657,14.025059035551568,14.956255476530755,2.5351840765874027,2.5231191577135554,0.0,0.0,24.0,0.52,47.25966509710997,0.8448763741180301,0.4577956527471542,27.598477881401777,0.16932330823503433,0.5177265346981585,0.011981471450999379,0.8592415442690253,50.0,0.3915296402284534,0.3915296402284534
D_1409,92,25,0.9451500000000017,0.837758333333333,0.9739166666666683,0.9206999999999997,15.322036971514116,14.223819802473031,2.536943135128692,2.5372972916647263,0.0,0.0,24.0,0.52,36.63904440589249,0.7055853763595223,0.414831265527755,33.36595704779029,0.2116636168025434,0.5749009812250734,0.01866440651938319,0.650030994322151,50.0,0.3591779616978879,0.3591779616978879
D_4909,93,157,0.9450416666666667,0.706123904129067,0.9748,0.8738833333333331,14.754259036022615,16.044551095870933,2.5378163776388645,2.54705664744447,0.0,0.0,24.0,0.52,48.65521453041583,0.1247360436245799,0.5595283039845527,27.90141331963241,0.2194051228556782,0.5107712174765766,0.01185920719988644,1.6751312799751759,50.0,0.44120842408650984,0.44120842408650984
D_1000,94,1220,0.9438833333333323,-0.01645688223453534,0.9776166666666656,0.9319666666666668,15.803400288228154,16.83686521556787,2.540226608374021,2.549824676094864,0.0,0.0,24.0,0.52,58.42782925441861,0.2594357030466199,0.45103877382352947,33.88075449503958,0.21080173888243736,0.4714813746511936,0.0024166096653789283,1.7407361888326705,50.0,0.34687192494354596,0.34687192494354596
D_1007,95,1345,0.9424500000000009,-0.12142055057574097,0.9721333333333342,0.8905500000000006,15.329856797555403,16.86884555057574,2.549151082778369,2.5931103342726645,0.0,0.0,24.0,0.52,49.66639603301883,0.5934340870007873,0.4920713144354522,41.77917272783816,0.1583675953838974,0.5351212256588042,0.02319649896584451,0.9709603302180767,50.0,0.4229804729596094,0.4229804729596094
D_3506,96,986,0.9415000000000002,0.14378892130041265,0.9754000000000002,0.9554833333333338,14.874845110976398,16.740002745366255,2.5340152507551412,2.6521553577207526,0.0,0.0,24.0,0.52,52.990533923730254,1.086122707463801,0.4797111453488469,27.322596781887114,0.1916343885101378,0.6472107185982168,0.01675274080596864,0.7948822057805955,50.0,0.3769126342227172,0.3769126342227172
