recipe_id,rank_06c,rank_06a_rescore,yield_score_06c,yield_score_06a,p_robust_valid_06c,p_robust_valid_06a,mean_cd_fixed_06c,mean_cd_fixed_06a,mean_ler_locked_06c,mean_ler_locked_06a,cd_error_penalty_06c,ler_penalty_06c,pitch_nm,line_cd_ratio,dose_mJ_cm2,sigma_nm,DH_nm2_s,time_s,Hmax_mol_dm3,kdep_s_inv,Q0_mol_dm3,kq_s_inv,abs_len_nm,min_dist_to_06a_top100,novelty_distance
D_1513,3,1774,0.999925,-0.5017868237462524,0.99995,0.9071666666666668,15.43796641281254,17.289295157079586,2.543436619164305,2.595553744033332,0.0,0.0,24.0,0.52,57.739948318339884,0.2753005949780345,0.3883114458993077,31.595399980433285,0.21976879190653564,0.6074707061052322,0.009825902944430708,1.1671670558862388,50.0,0.45497380433982276,0.45497380433982276
D_3225,4,363,0.999925,0.5724648721053076,0.99995,0.9360666666666673,15.551066402377828,16.270010127894693,2.5413473010554224,2.5227439956606816,0.0,0.0,24.0,0.52,59.955185344442725,0.19484605081379414,0.4984213786199689,32.54462571814656,0.20058580998331307,0.5513192222453653,0.016071795606985687,1.0864991042762995,50.0,0.3363407299415674,0.3363407299415674
D_29,5,19,0.99985,0.8472249999999996,0.9999333333333333,0.9353999999999995,14.285073715726494,15.365077555290414,2.545528766378613,2.525320629451953,0.0,0.0,24.0,0.52,54.815631047822535,0.03002660907804966,0.3794054176658392,26.620803335681558,0.2037108673620969,0.5268380688503385,0.011666939109563828,1.5449687978252769,50.0,0.32216998937304014,0.32216998937304014
D_1752,7,80,0.998716666666667,0.7724273403520433,0.9994666666666671,0.8924000000000002,15.111848476068513,16.015639326314624,2.5410027018267063,2.5301491582554534,0.0,0.0,24.0,0.52,55.48730645701289,0.06497154291719198,0.500106573291123,30.237314272671938,0.21844692035578192,0.5157025554217398,0.014249971406534313,1.000605819746852,50.0,0.4385387289548518,0.4385387289548518
D_2652,8,1314,0.9983000000000006,-0.09898347445695777,0.9991333333333339,0.9658499999999992,14.970213002865659,17.01366680779029,2.5406278950029484,2.5355539993598284,0.0,0.0,24.0,0.52,50.27633666899055,0.27707752492278814,0.38451036922633647,36.74058944918215,0.18684964636340737,0.5565899247303605,0.017249463759362697,1.26831394713372,50.0,0.36759648129134603,0.36759648129134603
D_2899,10,1508,0.9973250000000007,-0.24623404724989528,0.9989666666666673,0.9262333333333334,14.797952219994832,17.064075713916562,2.539949218553164,2.5213141121672096,0.0,0.0,24.0,0.52,59.393913810141385,0.11198273207992315,0.43516744785010814,35.399154857732356,0.17993396399542688,0.570628852583468,0.015809983648359775,0.7819570177234709,50.0,0.38546173293508473,0.38546173293508473
D_3536,12,287,0.9949750000000009,0.6230583100869789,0.9983166666666676,0.9522166666666665,14.488885565547145,16.243050023246354,2.5387797379870727,2.522280086831567,0.0,0.0,24.0,0.52,58.21643159072846,0.7871274221688509,0.3263567278161645,26.05789413675666,0.20195914573036133,0.5717279964126647,0.014460683595389127,1.3070269306190312,50.0,0.37491116689319576,0.37491116689319576
D_1569,14,9,0.9931166666666686,0.8669583333333342,0.996250000000002,0.9411166666666675,14.340834586944457,15.375707980588022,2.539623646492602,2.5266614979893247,0.0,0.0,24.0,0.52,51.12789114564657,0.5926171643659472,0.4610137247480452,31.19447445962578,0.17164000878110527,0.5062200882472098,0.007242759279906749,1.1027166899293661,50.0,0.3537753871348123,0.3537753871348123
D_884,17,1973,0.992000000000001,-0.7055675672511679,0.9966833333333344,0.9523166666666658,15.21097432622268,17.5712009005845,2.5441041811142986,2.603370177665916,0.0,0.0,24.0,0.52,49.98298026714474,0.30746882781386375,0.3140278860926628,37.334829131141305,0.18873959445394575,0.6001736952923238,0.013619013978168368,1.7669601729139686,50.0,0.4090060529046881,0.4090060529046881
D_2413,18,1626,0.9917750000000014,-0.35125643309365895,0.9959000000000015,0.945399999999999,15.256715039913662,17.23368976642699,2.540501519365152,2.6391912315415733,0.0,0.0,24.0,0.52,53.20566984079778,0.062324951402843,0.4875574421137571,37.67743683885783,0.18601450157351793,0.6202331117354334,0.021732126418501137,1.4818818350322545,50.0,0.4092100862064832,0.4092100862064832
D_703,19,53,0.9916416666666683,0.7939416666666667,0.9964500000000016,0.9008666666666667,14.303354096242265,15.399295202545797,2.5468628551823214,2.53234308996265,0.0,0.0,24.0,0.52,49.1897296635434,0.027078422717750072,0.4404925496317446,28.278675749897957,0.18317157929763198,0.49873573407530786,0.007117841932922602,0.7702709515579045,50.0,0.3851077503511566,0.3851077503511566
D_3715,20,43,0.9885083333333342,0.8130738186981297,0.9960500000000009,0.9644166666666669,14.743130284889046,16.10365118130187,2.5356321358958724,2.513237133974579,0.0,0.0,24.0,0.52,50.664049490354955,0.9182706819847226,0.3454134764149785,28.259433321654797,0.1929865100700408,0.55074652004987,0.019301321106031537,0.6340487375855446,50.0,0.3350653025951009,0.3350653025951009
D_1214,21,1480,0.988200000000002,-0.22486785945039567,0.9940333333333353,0.9288666666666664,14.540658117513797,17.055892859450395,2.5424692244872973,2.568100377985045,0.0,0.0,24.0,0.52,49.87775951810181,0.036023964174091816,0.3772514222189784,36.83091053273529,0.17410944811068474,0.5784630939364434,0.01452896224334836,1.3216914250515401,50.0,0.4187209087944059,0.4187209087944059
D_4521,23,206,0.9874666666666669,0.6764558920405137,0.9947166666666669,0.9389333333333333,14.6571396253104,16.184135774626153,2.5415312681646416,2.5269421004191788,0.0,0.0,24.0,0.52,47.09068795200437,0.4495633263140917,0.3915287984535098,27.450293889269233,0.21024967096745967,0.5471646559424699,0.015594903202727436,0.6069082287140191,50.0,0.3256391067725294,0.3256391067725294
D_333,25,1181,0.9868416666666683,0.002407466752213483,0.9926333333333349,0.9505666666666671,15.446066695137542,16.868542533247787,2.5402296981863093,2.576971531569512,0.0,0.0,24.0,0.52,54.0354684535414,0.5905027147382498,0.3256222439929843,39.53690014779568,0.19474596517160536,0.48823243295773866,0.018135907435789703,1.695853357668966,50.0,0.40111314851113383,0.40111314851113383
D_3572,26,2886,0.9864250000000023,-1.9319561138280879,0.9937666666666689,0.9390500000000004,15.945978791539744,18.76303944716142,2.540646721218205,2.656266266020714,0.0,0.0,24.0,0.52,56.064394005574286,0.19992093835026026,0.4769609237089753,38.97149854339659,0.1819961553160101,0.6212070397101344,0.012355507649481297,1.13753590779379,50.0,0.538521726282113,0.538521726282113
D_491,27,285,0.986241666666668,0.6242093826892169,0.9951333333333346,0.9471500000000006,14.885620335489147,16.241790617310784,2.5380824285281536,2.5396769098726097,0.0,0.0,24.0,0.52,51.231903112493455,0.512689171358943,0.5242713659070433,30.886637214571238,0.19228571258485316,0.5219774814322591,0.005860399017110466,0.7979915202595294,50.0,0.34587704127695096,0.34587704127695096
D_366,28,582,0.9859833333333344,0.41346459275159,0.9928166666666678,0.9501166666666669,14.879436728061624,16.465327073915077,2.5360221016829763,2.556206410458587,0.0,0.0,24.0,0.52,40.992868300527334,0.805999799631536,0.5304208874702454,29.901939099654555,0.19604837901890276,0.600763563066721,0.01050570166669786,1.50054416898638,50.0,0.3134959120734397,0.3134959120734397
D_2118,29,26,0.9856000000000003,0.8369333333333329,0.993266666666667,0.9324666666666662,15.444991185354738,15.963532170717453,2.5348921989076634,2.523789548850711,0.0,0.0,24.0,0.52,59.57106167636812,0.8598314635455608,0.47495640181005,32.45539686642587,0.19458033657632767,0.5571890600956977,0.022340343743562696,1.917053465731442,50.0,0.3389145264661559,0.3389145264661559
D_3980,30,24,0.984716666666668,0.8391416666666663,0.994016666666668,0.9330666666666663,14.719519821708822,15.653416647456838,2.53557984361136,2.5239923194708633,0.0,0.0,24.0,0.52,59.78934307862073,0.9426943408325315,0.5366959126666189,29.6008739201352,0.18241894849576057,0.5460093500092625,0.02079301712103188,1.4718873570673168,50.0,0.4020350643708828,0.4020350643708828
D_310,31,1603,0.983683333333334,-0.33061589100194577,0.9939333333333341,0.94505,15.776067856043483,17.186290891001946,2.536762868727428,2.5351139237934395,0.0,0.0,24.0,0.52,58.12526217196137,0.9199784779921174,0.33359766118228434,33.404580554924905,0.2125670304801315,0.575817883759737,0.01176241898909211,1.836588649544865,50.0,0.32101461721846275,0.32101461721846275
D_1178,33,3,0.9830166666666676,0.8969500000000004,0.9927666666666678,0.9554000000000002,14.383271085098022,15.70302519885979,2.5314779583753917,2.5254473095620553,0.0,0.0,24.0,0.52,47.8019116781652,0.9517217706888914,0.519553048722446,27.820883416570723,0.19024431952275336,0.5289291435852647,0.012415402382612227,1.1169261350296438,50.0,0.30651425779474195,0.30651425779474195
D_3751,35,830,0.9825333333333354,0.2578913502117349,0.992150000000002,0.9554833333333344,14.96684485194411,16.634183649788266,2.5410000351717317,2.635946303795561,0.0,0.0,24.0,0.52,52.81576875317842,0.3339709024876356,0.42625363934785127,36.491450695320964,0.17357026192359626,0.6325252227485181,0.02141543942503631,1.9272492602467537,50.0,0.4221588018922067,0.4221588018922067
D_4800,36,2516,0.9823250000000017,-1.3883468550693898,0.9904833333333349,0.9500666666666653,15.731096152472055,18.24864685506939,2.5403630748395685,2.646089199131646,0.0,0.0,24.0,0.52,51.5475283479318,0.7375457771122456,0.30260659027844666,38.55630963109434,0.19090433161705733,0.626136139407754,0.017187402416020632,1.2050436553545296,50.0,0.403237289703435,0.403237289703435
D_547,39,54,0.9811083333333341,0.7926999999999997,0.9914333333333342,0.914883333333333,14.031544645648514,15.997387810161836,2.547789276021788,2.56972453490844,0.0,0.0,24.0,0.52,57.95948317833245,0.16773574613034725,0.3265273507684469,30.488764941692352,0.16165674379095435,0.5893306641839444,0.010790954288095235,0.7217996949329972,50.0,0.4768095821706119,0.4768095821706119
D_2680,40,122,0.9801666666666685,0.7292076412073031,0.9929000000000019,0.9377833333333337,14.399900206863698,16.121934025459364,2.534294902554116,2.590802492859011,0.0,0.0,24.0,0.52,53.037449528463185,0.8144761249423027,0.5434143777936697,28.508565556257963,0.17126579411327839,0.6242985233664513,0.0151432148180902,1.099623474292457,50.0,0.363152971824183,0.363152971824183
D_4008,41,1901,0.9795500000000021,-0.6347584727799858,0.9931666666666689,0.9430500000000009,15.84923217364213,17.49759180611332,2.541510695322657,2.6536047294966205,0.0,0.0,24.0,0.52,57.10445555951446,0.027334509417414665,0.39146149922162293,35.44070199597627,0.20182667962275447,0.646602425724268,0.019148177755996584,0.8789307842962444,50.0,0.44224383960175095,0.44224383960175095
D_4836,42,15,0.9790916666666682,0.8611916666666671,0.990683333333335,0.9426333333333338,14.215047016748294,15.511500170319069,2.53144722234807,2.513709948127992,0.0,0.0,24.0,0.52,54.34673005063087,1.274950417689979,0.46932370979338883,26.47297240793705,0.1758589035831392,0.5585660075768828,0.015073543936014174,1.4207922336645424,50.0,0.3062195773848139,0.3062195773848139
D_3372,43,1815,0.9790000000000005,-0.5550586522268349,0.9923166666666673,0.9408000000000004,15.213307301047648,17.390308652226835,2.5373848768343406,2.623486180557119,0.0,0.0,24.0,0.52,57.898932670243084,0.5469867205247283,0.5595840287394822,32.76844230014831,0.19267110334709286,0.6079203153029085,0.007882957784458994,1.4029643880203366,50.0,0.42049028254560145,0.42049028254560145
D_1485,44,102,0.9783666666666695,0.7500236593133462,0.9917500000000028,0.9289166666666668,14.581296723805599,16.078526340686654,2.535260892543146,2.5376725573238503,0.0,0.0,24.0,0.52,55.626294071786106,0.8127282746136189,0.5398917125537992,33.568270090036094,0.16425465142354367,0.5022635200992227,0.007714176038280129,1.3710595550946891,50.0,0.31374368415994436,0.31374368415994436
D_785,45,957,0.9782666666666682,0.160932990732511,0.9913000000000015,0.9331500000000001,14.739859035566846,16.666583675934156,2.5380530888548405,2.5367197889236706,0.0,0.0,24.0,0.52,53.00051589310169,0.3893648022785783,0.5369446223601699,34.486201643012464,0.1793073286116123,0.4806756652891636,0.009466865826398134,1.8151151635684073,50.0,0.36089963448070295,0.36089963448070295
D_2935,46,228,0.9770000000000001,0.6627476571932139,0.9906666666666668,0.9570499999999992,15.213021870199206,16.220394009473452,2.537364903601903,2.5850256619171987,0.0,0.0,24.0,0.52,57.318382694385946,1.0741920992732048,0.33674759529531,29.55933218356222,0.19552639950066805,0.6196695625782014,0.017447983156889675,1.7505008154548705,50.0,0.31507194589700255,0.31507194589700255
D_1928,48,2265,0.9754344645430281,-1.0773673552736605,0.9926166666666686,0.9368166666666673,16.006640535456974,17.898834021940328,2.542652168354653,2.5717238694702815,0.006640535456973851,0.0,24.0,0.52,56.230577948503196,0.625813233666122,0.4324297785758972,42.17646758072078,0.19309218730777503,0.4794455327093601,0.015097572170197963,0.7530301311053336,50.0,0.44254435347939586,0.44254435347939586
D_1788,49,1046,0.9750166666666684,0.10234816460322083,0.9902666666666684,0.9439666666666665,14.609011502600255,16.756385168730112,2.5382332410206825,2.5885238920223537,0.0,0.0,24.0,0.52,57.562863724306226,1.0275439471006393,0.3968046234920621,34.51120902784169,0.16349231318570673,0.6022342598997057,0.012606506226584316,1.5318472664803267,50.0,0.38542493739397243,0.38542493739397243
D_1901,50,921,0.9736083333333346,0.19031967467960853,0.9889833333333345,0.9397333333333339,15.900206889436756,16.65864699198706,2.5399734259727227,2.6677663790291195,0.0,0.0,24.0,0.52,57.54419148992747,0.6975492853671312,0.5637562868185342,30.363695141859353,0.21087823298759759,0.6438250737264752,0.021090208729729054,1.5044330591335893,50.0,0.3067332035503575,0.3067332035503575
D_2243,51,44,0.9723333333333333,0.8102701144622496,0.9847499999999999,0.92605,14.689501398601603,16.027563218871084,2.5433676515996093,2.6512652861018835,0.0,0.0,24.0,0.52,49.08900592569262,0.44713321421295404,0.48501219106838106,31.48259500041604,0.18986604831181467,0.6405519581399859,0.0249641621299088,1.119651893619448,50.0,0.32183858522129705,0.32183858522129705
D_4760,52,154,0.9720166666666683,0.7103789678352688,0.988933333333335,0.9592333333333329,15.08324324816207,16.191562698831397,2.5393932704859092,2.660367718707844,0.0,0.0,24.0,0.52,49.03716845624149,0.6171355079859495,0.49848379027098416,28.020919538103044,0.20937122526578605,0.6487381044775248,0.020545862903818487,0.8196520945057273,50.0,0.45469113768314373,0.45469113768314373
D_2264,53,2471,0.971050000000001,-1.3283797627722813,0.988950000000001,0.9399333333333341,15.927261210641955,18.16547142943895,2.536684300220679,2.56788971083453,0.0,0.0,24.0,0.52,54.957978372462094,0.6956582721322775,0.5528746570460499,37.95009416528046,0.19574073581956328,0.5202332504093647,0.01348538864403963,1.0247923112474382,50.0,0.3976403417851784,0.3976403417851784
D_3478,54,1103,0.9700250000000001,0.06337028526271393,0.9844666666666668,0.9495999999999997,14.599964647140377,16.818571381403952,2.543332369619317,2.5627804941635146,0.0,0.0,24.0,0.52,50.800735116004944,0.1704223919659853,0.32324793208390473,37.84343325998634,0.17276938013732432,0.5466072202660144,0.018397621074691416,1.7606422281824052,50.0,0.39770295461622596,0.39770295461622596
D_2094,55,1,0.9691583333333342,0.9087499999999997,0.9852666666666675,0.956233333333333,15.249016894181043,14.556713195184036,2.5358169701268807,2.5514789628867667,0.0,0.0,24.0,0.52,37.25144444871694,1.149397725239396,0.45319738490507006,32.6868182560429,0.20186536737717686,0.599106692429632,0.013388325618579984,1.400102118961513,50.0,0.3290527318212832,0.3290527318212832
D_2377,56,17,0.9680583333333339,0.8541250000000008,0.9879666666666672,0.9378666666666676,14.088247241792192,15.18673162963641,2.5351306671501224,2.5179454954868263,0.0,0.0,24.0,0.52,50.4064774364233,1.0249262563884258,0.4091592665761709,27.1565953316167,0.16987960982136427,0.5712028198875487,0.020094139203429222,0.8920008619315922,50.0,0.37263423199171386,0.37263423199171386
D_4735,57,27,0.9677333333333349,0.8362000000000008,0.9873666666666682,0.9430833333333343,14.76896971034116,15.681720833280405,2.5390428913176457,2.6938837998427765,0.0,0.0,24.0,0.52,54.0491783246398,0.8007527813315392,0.4011360571719706,24.375648126006126,0.20623118532821536,0.6423596169799566,0.0057889331504702565,0.6259022890590131,50.0,0.4111672026397141,0.4111672026397141
D_97,58,120,0.9677083333333345,0.733100849549337,0.9884666666666678,0.9366833333333346,14.431249497192075,16.10001581711733,2.538841482657144,2.589167771695918,0.0,0.0,24.0,0.52,50.110748218372464,1.065570934675634,0.35378632247447966,28.16910315770656,0.16855686534196138,0.6054113976657391,0.00896365433000028,0.6522683617658913,50.0,0.5030918423976477,0.5030918423976477
D_4611,60,72,0.964008333333333,0.7789750000000006,0.9854333333333329,0.913283333333334,14.343127877067737,15.445813919276087,2.543906484453186,2.5506966965735614,0.0,0.0,24.0,0.52,49.35375370737165,0.33062093798071146,0.3017559756524861,25.922184116207063,0.17025780553929507,0.5637907249853015,0.003584134904667735,1.6182043217122555,50.0,0.30921078461777607,0.30921078461777607
D_228,61,23,0.9615083333333339,0.8392333333333328,0.9867333333333339,0.9377666666666662,14.596139488294488,15.992125900422405,2.539411386441841,2.5324401041462954,0.0,0.0,24.0,0.52,59.140554514713585,0.6279274206608534,0.3559380589984357,28.762043877504766,0.1809322789683938,0.5361008094623685,0.004669797951355577,1.26111716683954,50.0,0.36402271912054696,0.36402271912054696
D_2203,62,608,0.961283333333334,0.39786151758700516,0.980433333333334,0.9505166666666668,15.29392605410897,16.48768014907966,2.5417534776123545,2.602311283354516,0.0,0.0,24.0,0.52,51.60956135764718,0.520096636377275,0.41416550120338796,35.00967212487012,0.2105637338757515,0.6157158381305635,0.02730394377373159,0.72922542411834,50.0,0.41072784695223435,0.41072784695223435
D_607,63,6,0.9600750000000007,0.8826083333333334,0.9829500000000008,0.9460666666666667,14.988392583044801,15.779519347864913,2.5329993751528206,2.517352685282825,0.0,0.0,24.0,0.52,43.00818088743836,1.010103846900165,0.4225188970565796,32.01684882398695,0.1973235874157399,0.503731666598469,0.013582085268571973,1.3346238271333277,50.0,0.3737401152097978,0.3737401152097978
D_4637,65,28,0.9591833333333335,0.835475,0.9808000000000001,0.9262499999999999,15.394936043399937,15.838533780564271,2.5389513344159296,2.52918198917106,0.0,0.0,24.0,0.52,59.58569131884724,1.0759763410314918,0.4927920156158507,28.617269550450146,0.2145011459570378,0.5677557921037077,0.02308189951814711,1.5229376149363816,50.0,0.3578981819945519,0.3578981819945519
D_4730,67,574,0.9579833333333342,0.42111129922780965,0.9837000000000009,0.9188000000000008,14.767295385755734,16.37281370077219,2.540186746484819,2.550060161856445,0.0,0.0,24.0,0.52,58.959961546584964,0.3607225315645337,0.5780357343144715,33.48134474828839,0.1748480404727161,0.5192664484493434,0.009031146056950093,0.8130762707442045,50.0,0.5278595666356782,0.5278595666356782
D_3335,68,99,0.9569666666666687,0.7533166666666672,0.9760000000000021,0.8884166666666673,15.143577917876817,14.964276528358978,2.5431355974377032,2.600051546746233,0.0,0.0,24.0,0.52,38.631851124577224,0.22100269049406052,0.3783623708412051,28.06920591276139,0.2179704679455608,0.5887054680846632,0.0023683368880301715,1.3251323024742305,50.0,0.47304873304342526,0.47304873304342526
D_3195,69,12,0.9569500000000014,0.8626416666666661,0.9835333333333347,0.9410499999999993,14.165315570591757,15.590623516635146,2.5335120482958073,2.5781895720389296,0.0,0.0,24.0,0.52,50.03162979148328,0.6885637203231454,0.5779723801650107,28.628144091926515,0.1661345269996673,0.5812547454610467,0.012586022894829511,1.1092801867052913,50.0,0.3031883339718145,0.3031883339718145
D_2725,70,81,0.9562083333333333,0.7723455957409584,0.97815,0.938533333333333,14.349506520042041,16.078137737592375,2.546167552156243,2.558532563665054,0.0,0.0,24.0,0.52,56.27688767295331,0.3837149469181895,0.36104120751842855,37.29482205118984,0.1641351444926113,0.5660772556439042,0.025241779731586575,1.5346134258434176,50.0,0.3790315857197908,0.3790315857197908
D_1541,71,1758,0.9561500000000005,-0.48096005702722844,0.984183333333334,0.9451333333333344,15.243375838027838,17.329226723693896,2.5391886065125324,2.6075526077535165,0.0,0.0,24.0,0.52,53.85118771903217,1.1333173625171185,0.3108974673785269,33.957748538814485,0.18613425232470035,0.6114282644353808,0.005597906615585089,1.2714416738599539,50.0,0.4628429895170568,0.4628429895170568
D_1712,72,13,0.9559000000000003,0.8625916666666666,0.9797833333333336,0.936,15.785327073219355,15.870377034564417,2.5389655191256004,2.56302108973851,0.0,0.0,24.0,0.52,38.95930470060557,0.5478924857452512,0.5217435804195703,34.71792694646865,0.21260571510531007,0.6233091852627695,0.02121348023414612,0.85837746784091,50.0,0.3574680760363497,0.3574680760363497
D_790,75,2308,0.9534833333333336,-1.1324981502703946,0.9749666666666669,0.9193499999999998,15.38769386673362,17.94866481693706,2.5393918703642644,2.572784058959887,0.0,0.0,24.0,0.52,44.69461166113615,0.0670844865962863,0.4686025150120258,39.281742884777486,0.19700983606278896,0.525565301720053,0.015193182472139596,1.0848910249769688,50.0,0.3485144823106158,0.3485144823106158
D_91,76,1651,0.9533833333333339,-0.3753273572559679,0.9792666666666672,0.9195,15.4889413425602,17.188752357255968,2.5369066528812656,2.576313702243602,0.0,0.0,24.0,0.52,56.676731212064624,0.9278899077326059,0.3903193224221468,39.86811647657305,0.16125939136371015,0.5141650224104524,0.015478474376723169,1.8874507434666157,50.0,0.5270434570302057,0.5270434570302057
D_3684,78,39,0.9526166666666671,0.8189416666666667,0.9807500000000005,0.9267666666666667,14.249088850874573,15.366799696276853,2.5365344869420596,2.5276273417811996,0.0,0.0,24.0,0.52,45.726165865547955,0.7342007299885154,0.4271352549083531,24.15029504802078,0.18765001658350228,0.5525650823488831,0.006856098789721727,0.8109528427012265,50.0,0.304788888433362,0.304788888433362
D_435,80,117,0.9508833333333332,0.7355066064775004,0.9820666666666665,0.9329000000000005,15.177007444938567,16.085885060189167,2.5416537384067754,2.5468324722257054,0.0,0.0,24.0,0.52,48.87865352444351,0.39814937487244606,0.3431651542894542,32.82832913566381,0.20853680326603352,0.5088600935414433,0.0018728683143854142,1.2266870746389031,50.0,0.34375755819829673,0.34375755819829673
D_39,81,1918,0.9503499999999993,-0.6493464914668453,0.9796166666666659,0.9438666666666665,15.81007132268618,17.504596491466845,2.5455992617519017,2.624261424689771,0.0,0.0,24.0,0.52,41.83439889270812,0.27301598992198706,0.3567657835781574,41.39655794017017,0.19774640562944112,0.5785327956080437,0.020144594572484492,0.9182460620068014,50.0,0.38728188724209045,0.38728188724209045
D_2586,82,75,0.9494725974448031,0.7754583333333338,0.9879166666666671,0.9128500000000003,13.979480930778136,15.631825783003988,2.535148976626269,2.517614561743314,0.020519069221863973,0.0,24.0,0.52,58.778814274817705,1.0549266329035163,0.3895802769809961,23.498616465367377,0.17939804532565176,0.5500746445730329,0.013671527495607733,1.7992679253220558,50.0,0.3202349095438581,0.3202349095438581
D_4,83,7,0.9494666666666653,0.8748833333333339,0.9762499999999986,0.9464666666666672,14.449774189847638,15.97730032299839,2.5307390520321817,2.522910509907467,0.0,0.0,24.0,0.52,53.16791918780655,1.147375887259841,0.4991540929302573,31.56705003231764,0.19521779497154057,0.4660646795295179,0.01224745525047183,0.6974938632920384,50.0,0.3445793118244057,0.3445793118244057
D_2357,84,202,0.9494333333333337,0.6779167015834339,0.9759666666666671,0.9262333333333337,14.865241145745635,16.144674965083233,2.544451336392973,2.590700317545634,0.0,0.0,24.0,0.52,45.97198879625648,0.1768762143328786,0.30938066840171813,28.70449007488787,0.20660481026396155,0.6357537410221994,0.015532791679725051,1.8669983325526118,50.0,0.44235986202615096,0.44235986202615096
D_2058,85,36,0.9490249999999997,0.8214666666666668,0.9801166666666663,0.9207333333333334,14.126882935738273,14.537054269923392,2.538107758688983,2.5179073357132427,0.0,0.0,24.0,0.52,39.40344542171806,0.5647259736433625,0.3498952115885913,32.27015445474535,0.18244908741675317,0.5173264139331877,0.011274666516110301,1.231960783712566,50.0,0.31379492368735334,0.31379492368735334
