recipe_id,mode,recipe_family,source_stage,time_offset_s,n_fd_rows,FD_strict_pass_prob,predicted_strict_pass_prob,strict_pass_residual,CD_error_residual,LER_residual,margin_residual,FD_mean_cd_error,FD_mean_ler,FD_mean_margin,pred_mean_cd_error,pred_mean_ler,pred_mean_margin,false_pass_flag,hard_fail_flag,geometry_match_mode_a_flag,chemistry_knob_signature
J_3447,mode_b,false_promise,stage06J_mode_b_fd_sanity,nan,1,0.0,0.0,0.0,-0.631323168239426,-0.044434479927777826,-0.03576700752118993,2.381707541776162,3.0506991908832624,0.14951130473511953,1.7503843735367361,3.0062647109554845,0.1137442972139296,False,True,False,high_sigma_nm:+0.76;low_Q0_mol_dm3:-0.64;low_dose_mJ_cm2:-0.50
J_4516,mode_b,false_promise,stage06J_mode_b_fd_sanity,nan,1,0.0,0.0,0.0,-0.9203099432215929,0.2527576552289599,0.007266261690042297,1.6893566697427467,2.993651689929201,0.05060088505959415,0.7690467265211538,3.246409345158161,0.057867146749636444,False,True,False,low_kdep_s_inv:-0.62;high_abs_len_nm:+0.45;high_DH_nm2_s:+0.41
J_4371,mode_b,mode_b_other,stage06J_mode_b_fd_sanity,nan,1,0.0,0.0,0.0,0.10652483266106572,0.00024418736179576683,-0.01758611941603927,1.0052907797972708,2.5557329750220026,0.28008887769131696,1.1118156124583365,2.5559771623837984,0.2625027582752777,False,False,False,high_time_s:+0.42;high_Hmax_mol_dm3:+0.32;low_Q0_mol_dm3:-0.26
J_3545,mode_b,mode_b_other,stage06J_mode_b_fd_sanity,nan,1,0.0,0.0,0.0,-0.5765226541116739,-0.000574631906354206,0.002773245674416114,1.824044561336347,2.3719639535857855,0.17568300081500787,1.247521907224673,2.3713893216794313,0.178456246489424,False,False,False,high_sigma_nm:+0.46;low_Q0_mol_dm3:-0.43;low_kq_s_inv:-0.36
J_4285,mode_b,mode_b_other,stage06J_mode_b_fd_sanity,nan,1,1.0,1.0,0.0,-0.06322647493017364,-0.0349778409729371,-0.00433491947081685,0.3846302175272118,2.547087846064161,0.2035975615118809,0.3214037425970382,2.5121100050912237,0.19926264204106406,False,False,False,low_Q0_mol_dm3:-0.56;low_DH_nm2_s:-0.36;high_kq_s_inv:+0.30
J_4985,mode_b,mode_b_other,stage06J_mode_b_fd_sanity,nan,1,0.0,0.0,0.0,-0.5797077347291637,0.00232989832890107,0.03679742118051364,1.1502638426039535,2.3715149174831645,0.05721356323871629,0.5705561078747898,2.3738448158120655,0.09401098441922993,False,False,False,high_sigma_nm:+0.44;high_DH_nm2_s:+0.37;low_kdep_s_inv:-0.32
J_1453,mode_b,J1453_family,stage06J_B_fd_top10_mc,nan,100,0.73,0.74,0.010000000000000009,-0.015386500806217562,0.000360244083891903,-0.0001062472800407166,0.3495767459888867,2.5578902883144328,0.2411206687154007,0.33419024518266915,2.5582505323983247,0.24101442143535998,False,False,False,high_Hmax_mol_dm3:+0.65;low_kdep_s_inv:-0.50;high_abs_len_nm:+0.47
J_4164,mode_b,mode_b_other,stage06J_B_fd_top10_mc,nan,100,0.55,0.55,0.0,-0.02767391982053441,-4.526889748346363e-05,-0.0001708144044555715,0.5224577172811624,2.7153386618649353,0.1795915983438218,0.494783797460628,2.715293392967452,0.17942078393936622,False,False,False,low_Q0_mol_dm3:-0.40;low_dose_mJ_cm2:-0.25;low_DH_nm2_s:-0.25
J_4793,mode_b,mode_b_other,stage06J_B_fd_top10_mc,nan,100,0.32,0.3,-0.020000000000000018,-0.005370489333807682,-7.308459696275804e-05,-0.0002706246272113355,0.6739688942904936,2.516490679407153,0.25364673843422986,0.6685984049566859,2.51641759481019,0.2533761138070185,False,False,False,high_kq_s_inv:+0.56;high_time_s:+0.38;high_abs_len_nm:+0.32
J_1603,mode_b,mode_b_other,stage06J_B_fd_top10_mc,nan,100,0.56,0.56,0.0,-0.024811698494456413,-0.0024959344595747446,-0.0003511109131539847,0.5282248145234932,2.5911623889439976,0.22759097089591473,0.5034131160290368,2.588666454484423,0.22723985998276075,False,False,False,high_Hmax_mol_dm3:+0.47;high_abs_len_nm:+0.41;high_kq_s_inv:+0.39
J_461,mode_a,mode_b_other,stage06J_B_fd_top10_mc,nan,100,0.55,0.56,0.010000000000000009,-0.02596679759024484,-0.00020114710725938068,0.0012832404741043302,0.514964365398323,2.54459070600588,0.19709994899614963,0.4889975678080782,2.5443895588986205,0.19838318947025396,False,False,True,low_kdep_s_inv:-0.53;high_time_s:+0.50;high_Hmax_mol_dm3:+0.24
J_2796,mode_a,mode_b_other,stage06J_B_fd_top10_mc,nan,100,0.0,0.0,0.0,-0.002344258902459373,-0.0011149402701007283,-0.0022769036357330463,2.158175153612778,2.556370943746858,0.2252291082288724,2.1558308947103186,2.555256003476757,0.22295220459313936,False,False,True,high_Hmax_mol_dm3:+0.57;low_Q0_mol_dm3:-0.38;low_dose_mJ_cm2:-0.36
J_3413,mode_b,mode_b_other,stage06J_B_fd_top10_mc,nan,100,0.06,0.04,-0.019999999999999997,-0.0068191355625732974,0.0007996565771200004,-0.00019734095898366055,1.2843463352357483,2.466935193203857,0.20106539406085866,1.277527199673175,2.467734849780977,0.200868053101875,False,False,False,low_Q0_mol_dm3:-0.44;high_abs_len_nm:+0.27;low_kq_s_inv:-0.24
J_1634,mode_a,mode_b_other,stage06J_B_fd_top10_mc,nan,100,0.0,0.0,0.0,-0.0003620142456850495,-0.0037201458008704336,-0.0024012724095668625,2.2175182153354522,2.578076401814892,0.22343669871368832,2.217156201089767,2.5743562560140214,0.22103542630412146,False,False,True,high_time_s:+0.52;high_Hmax_mol_dm3:+0.34;high_Q0_mol_dm3:+0.26
J_4665,mode_b,mode_b_other,stage06J_B_fd_top10_mc,nan,100,0.53,0.54,0.010000000000000009,-0.021691197815555785,0.0002643058990488001,5.849708211538851e-05,0.5181247473146238,2.460546096748318,0.16953848667241814,0.496433549499068,2.460810402647367,0.16959698375453353,False,False,False,high_Hmax_mol_dm3:+0.42;high_DH_nm2_s:+0.34;low_kdep_s_inv:-0.23
J_4354,mode_b,mode_b_other,stage06J_B_fd_top10_mc,nan,100,0.05,0.04,-0.010000000000000002,-0.02152409292998314,0.0016434320261846658,-0.0012574922477600892,1.301629257597293,2.4648599126762663,0.14697572215061777,1.2801051646673098,2.466503344702451,0.14571822990285768,False,False,False,low_dose_mJ_cm2:-0.32;high_DH_nm2_s:+0.31;high_Hmax_mol_dm3:+0.29
