recipe_id,strict_score,yield_score,p_robust_valid,p_margin_risk,p_under_exposed,p_merged,p_roughness_degraded,p_numerical_invalid,mean_cd_fixed,std_cd_fixed,mean_cd_locked,std_cd_locked,mean_ler_locked,std_ler_locked,mean_p_line_margin,std_p_line_margin,strict_cd_pen,strict_ler_pen,strict_cd_std_pen,strict_ler_std_pen,strict_margin_bonus,cd_error_penalty,ler_penalty,pitch_nm,line_cd_ratio,dose_mJ_cm2,sigma_nm,DH_nm2_s,time_s,Hmax_mol_dm3,kdep_s_inv,Q0_mol_dm3,kq_s_inv,abs_len_nm,_oat_knob,_oat_step,_oat_value,_pair_k1,_pair_k2,_pair_i,_pair_j,_pair_v1,_pair_v2
K_oat_dose_mJ_cm2_09,0.6402868847839047,0.999875,0.9999333333333333,5e-05,0.0,1.6666666666666667e-05,0.0,0.0,15.142686583379337,0.39765327767202874,12.471070947799944,0.26664907239586894,2.5353556290530155,0.01907687276603804,0.19041439535580984,0.009900732063701878,0.0,0.0,0.7953065553440575,0.01907687276603804,0.19041439535580984,0.0,0.0,24.0,0.52,56.89089420899749,0.6776348277926445,0.5002588990144432,29.275345294736326,0.1706448632106185,0.6455813481472432,0.019664063360542057,1.0673484671860933,50.0,dose_mJ_cm2,9,56.89089420899749,,,,,,
K_oat_dose_mJ_cm2_10,0.604985785224784,0.999925,0.99995,5e-05,0.0,0.0,0.0,0.0,15.109518517585057,0.43335071069140857,12.424784584870526,0.285640957076195,2.536882358227224,0.019087159992774334,0.19182030365031913,0.009889740263380771,0.0,0.0,0.8667014213828171,0.019087159992774334,0.19182030365031913,0.0,0.0,24.0,0.52,57.94442928694188,0.6776348277926445,0.5002588990144432,29.275345294736326,0.1706448632106185,0.6455813481472432,0.019664063360542057,1.0673484671860933,50.0,dose_mJ_cm2,10,57.94442928694188,,,,,,
K_oat_sigma_nm_00,0.683811982855009,0.9998500000000001,0.9999166666666668,6.666666666666667e-05,0.0,1.6666666666666667e-05,0.0,0.0,14.964684341989155,0.353496417004033,12.4531497632325,0.2836340720328581,2.5380235876307697,0.018694269157904043,0.18722213775197546,0.008019661379421228,0.0,0.0,0.706992834008066,0.018694269157904043,0.18722213775197546,0.0,0.0,24.0,0.52,52.676753897219896,0.3776348277926445,0.5002588990144432,29.275345294736326,0.1706448632106185,0.6455813481472432,0.019664063360542057,1.0673484671860933,50.0,sigma_nm,0,0.3776348277926445,,,,,,
K_oat_sigma_nm_01,0.6846541910827559,0.9997833333333334,0.9999000000000001,5e-05,1.6666666666666667e-05,1.6666666666666667e-05,1.6666666666666667e-05,0.0,14.917611822176136,0.3517725354587684,12.41898274318703,0.2920961046546249,2.5382648859682453,0.01950401703625917,0.1855816069052827,0.008162142367806923,0.0,0.0,0.7035450709175368,0.01950401703625917,0.1855816069052827,0.0,0.0,24.0,0.52,52.676753897219896,0.4376348277926445,0.5002588990144432,29.275345294736326,0.1706448632106185,0.6455813481472432,0.019664063360542057,1.0673484671860933,50.0,sigma_nm,1,0.4376348277926445,,,,,,
K_oat_sigma_nm_02,0.682789551109975,0.9998499999999999,0.9999333333333333,1.6666666666666667e-05,0.0,0.0,5e-05,0.0,14.912591656477595,0.3541128780429306,12.433833190275063,0.2981795505043775,2.5377603809649205,0.01823412578512111,0.1846779681818645,0.00842178018644413,0.0,0.0,0.7082257560858612,0.01823412578512111,0.1846779681818645,0.0,0.0,24.0,0.52,52.676753897219896,0.49763482779264456,0.5002588990144432,29.275345294736326,0.1706448632106185,0.6455813481472432,0.019664063360542057,1.0673484671860933,50.0,sigma_nm,2,0.49763482779264456,,,,,,
K_oat_sigma_nm_03,0.6856543936926868,0.99965,0.9998500000000001,5e-05,0.0,5e-05,5e-05,0.0,14.956735441498484,0.35044254167852945,12.454464552053887,0.2960936726117581,2.5377952737913296,0.019077455504194468,0.1839426524932531,0.008679928754212848,0.0,0.0,0.7008850833570589,0.019077455504194468,0.1839426524932531,0.0,0.0,24.0,0.52,52.676753897219896,0.5576348277926446,0.5002588990144432,29.275345294736326,0.1706448632106185,0.6455813481472432,0.019664063360542057,1.0673484671860933,50.0,sigma_nm,3,0.5576348277926446,,,,,,
K_oat_sigma_nm_04,0.6638500512571409,0.999975,0.9999833333333333,1.6666666666666667e-05,0.0,0.0,0.0,0.0,14.958389848396946,0.37253079752935264,12.436383412590558,0.28219138456436277,2.5351833753239315,0.018892438305189375,0.18340827175635335,0.008540956603013102,0.0,0.0,0.7450615950587053,0.018892438305189375,0.18340827175635335,0.0,0.0,24.0,0.52,52.676753897219896,0.6176348277926446,0.5002588990144432,29.275345294736326,0.1706448632106185,0.6455813481472432,0.019664063360542057,1.0673484671860933,50.0,sigma_nm,4,0.6176348277926446,,,,,,
K_oat_sigma_nm_05,0.6506079277362237,0.9997750000000001,0.9999000000000001,5e-05,3.3333333333333335e-05,1.6666666666666667e-05,0.0,0.0,15.02962315596968,0.38559267336838426,12.477495041955704,0.28805199028155926,2.536204061721031,0.01928197044751197,0.18426634531345562,0.008817918605242524,0.0,0.0,0.7711853467367685,0.01928197044751197,0.18426634531345562,0.0,0.0,24.0,0.52,52.676753897219896,0.6776348277926445,0.5002588990144432,29.275345294736326,0.1706448632106185,0.6455813481472432,0.019664063360542057,1.0673484671860933,50.0,sigma_nm,5,0.6776348277926445,,,,,,
K_oat_sigma_nm_06,0.6059663858580095,0.9996833333333334,0.9998500000000001,8.333333333333333e-05,0.0,5e-05,1.6666666666666667e-05,0.0,15.004323222910157,0.43046406463840864,12.433051007890613,0.2823787649746915,2.533738511123561,0.018254348005749692,0.1834971646638391,0.00891519546623214,0.0,0.0,0.8609281292768173,0.018254348005749692,0.1834971646638391,0.0,0.0,24.0,0.52,52.676753897219896,0.7376348277926446,0.5002588990144432,29.275345294736326,0.1706448632106185,0.6455813481472432,0.019664063360542057,1.0673484671860933,50.0,sigma_nm,6,0.7376348277926446,,,,,,
K_oat_sigma_nm_07,0.6488833756516033,0.9998000000000001,0.9999166666666668,3.3333333333333335e-05,0.0,5e-05,0.0,0.0,15.088414359209251,0.38783539089250996,12.444730579922272,0.28512122637588205,2.5339432188727686,0.018649731502512697,0.18497452918147772,0.00783471812265176,0.0,0.0,0.7756707817850199,0.018649731502512697,0.18497452918147772,0.0,0.0,24.0,0.52,52.676753897219896,0.7976348277926446,0.5002588990144432,29.275345294736326,0.1706448632106185,0.6455813481472432,0.019664063360542057,1.0673484671860933,50.0,sigma_nm,7,0.7976348277926446,,,,,,
K_oat_sigma_nm_08,0.5880723808761249,0.99995,0.9999666666666667,3.3333333333333335e-05,0.0,0.0,0.0,0.0,15.158803641880029,0.4484669768865704,12.47291002130422,0.28249099309507747,2.532544289052055,0.01945509268107332,0.185267616412928,0.008182239756531871,0.0,0.0,0.8969339537731408,0.01945509268107332,0.185267616412928,0.0,0.0,24.0,0.52,52.676753897219896,0.8576348277926447,0.5002588990144432,29.275345294736326,0.1706448632106185,0.6455813481472432,0.019664063360542057,1.0673484671860933,50.0,sigma_nm,8,0.8576348277926447,,,,,,
K_oat_sigma_nm_09,0.5882693686982162,0.9996750000000001,0.9998500000000001,6.666666666666667e-05,0.0,3.3333333333333335e-05,5e-05,0.0,15.165665267436962,0.4478463269156245,12.435196820710042,0.29529985490233296,2.533109693686915,0.01964506875789424,0.1850529199711511,0.009266805670943559,0.0,0.0,0.895692653831249,0.01964506875789424,0.1850529199711511,0.0,0.0,24.0,0.52,52.676753897219896,0.9176348277926447,0.5002588990144432,29.275345294736326,0.1706448632106185,0.6455813481472432,0.019664063360542057,1.0673484671860933,50.0,sigma_nm,9,0.9176348277926447,,,,,,
K_oat_sigma_nm_10,0.5566624271150036,0.9995833333333334,0.9998166666666668,8.333333333333333e-05,1.6666666666666667e-05,6.666666666666667e-05,1.6666666666666667e-05,0.0,15.258114581659578,0.4794953396873716,12.469769238484673,0.27837921318313363,2.5292581870826663,0.020084884543388956,0.18646750296294548,0.009505276830374478,0.0,0.0,0.9589906793747432,0.020084884543388956,0.18646750296294548,0.0,0.0,24.0,0.52,52.676753897219896,0.9776348277926445,0.5002588990144432,29.275345294736326,0.1706448632106185,0.6455813481472432,0.019664063360542057,1.0673484671860933,50.0,sigma_nm,10,0.9776348277926445,,,,,,
K_oat_DH_nm2_s_00,0.6816291259545376,1.0,1.0,0.0,0.0,0.0,0.0,0.0,14.98883650219518,0.35725408534794867,12.471440963947845,0.2771371995495534,2.535196589878251,0.018193624126923297,0.19192009346379202,0.008828721725738878,0.0,0.0,0.7145081706958973,0.018193624126923297,0.19192009346379202,0.0,0.0,24.0,0.52,52.676753897219896,0.6776348277926445,0.40020711921155455,29.275345294736326,0.1706448632106185,0.6455813481472432,0.019664063360542057,1.0673484671860933,50.0,DH_nm2_s,0,0.40020711921155455,,,,,,
K_oat_DH_nm2_s_01,0.6761536018691401,0.999975,0.9999833333333333,1.6666666666666667e-05,0.0,0.0,0.0,0.0,14.97104326951594,0.36182729619645987,12.43608678772559,0.28067796654859534,2.533994181264502,0.018416915096828607,0.18885742245605666,0.008184669474381222,0.0,0.0,0.7236545923929197,0.018416915096828607,0.18885742245605666,0.0,0.0,24.0,0.52,52.676753897219896,0.6776348277926445,0.42021747517213226,29.275345294736326,0.1706448632106185,0.6455813481472432,0.019664063360542057,1.0673484671860933,50.0,DH_nm2_s,1,0.42021747517213226,,,,,,
K_oat_DH_nm2_s_02,0.6688620054581446,0.999975,0.9999833333333333,1.6666666666666667e-05,0.0,0.0,0.0,0.0,15.017007632171959,0.3689969894880615,12.455212830534549,0.2931256174371274,2.536694030363835,0.018614600320262648,0.18876518042534968,0.00773333038509836,0.0,0.0,0.737993978976123,0.018614600320262648,0.18876518042534968,0.0,0.0,24.0,0.52,52.676753897219896,0.6776348277926445,0.44022783113271,29.275345294736326,0.1706448632106185,0.6455813481472432,0.019664063360542057,1.0673484671860933,50.0,DH_nm2_s,2,0.44022783113271,,,,,,
K_oat_DH_nm2_s_03,0.6404692079903436,0.99995,0.9999666666666667,3.3333333333333335e-05,0.0,0.0,0.0,0.0,15.067337018905992,0.3967008201804217,12.484269823390703,0.2899873974820119,2.5360262232733857,0.019389697488339158,0.1876595076597397,0.008793400729639382,0.0,0.0,0.7934016403608434,0.019389697488339158,0.1876595076597397,0.0,0.0,24.0,0.52,52.676753897219896,0.6776348277926445,0.46023818709328773,29.275345294736326,0.1706448632106185,0.6455813481472432,0.019664063360542057,1.0673484671860933,50.0,DH_nm2_s,3,0.46023818709328773,,,,,,
K_oat_DH_nm2_s_04,0.6550087041430789,0.9998416666666666,0.9999333333333333,1.6666666666666667e-05,0.0,1.6666666666666667e-05,3.3333333333333335e-05,0.0,15.008795423970604,0.38152717541296227,12.459765821394734,0.27738308560481884,2.5346487910319504,0.019146458690548235,0.18506976893859445,0.009326413183059604,0.0,0.0,0.7630543508259245,0.019146458690548235,0.18506976893859445,0.0,0.0,24.0,0.52,52.676753897219896,0.6776348277926445,0.48024854305386544,29.275345294736326,0.1706448632106185,0.6455813481472432,0.019664063360542057,1.0673484671860933,50.0,DH_nm2_s,4,0.48024854305386544,,,,,,
K_oat_DH_nm2_s_05,0.6587316743616917,0.9999333333333332,0.9999666666666667,1.6666666666666667e-05,0.0,0.0,1.6666666666666667e-05,0.0,15.015234631157513,0.377992415626982,12.447827200553009,0.2799688870290547,2.5343786105329436,0.018678435660567868,0.18451989794249712,0.008412677393860103,0.0,0.0,0.755984831253964,0.018678435660567868,0.18451989794249712,0.0,0.0,24.0,0.52,52.676753897219896,0.6776348277926445,0.5002588990144432,29.275345294736326,0.1706448632106185,0.6455813481472432,0.019664063360542057,1.0673484671860933,50.0,DH_nm2_s,5,0.5002588990144432,,,,,,
K_oat_DH_nm2_s_06,0.6353594306835205,0.9993500000000002,0.9997166666666669,0.00011666666666666667,3.3333333333333335e-05,8.333333333333333e-05,5e-05,0.0,15.02095460708574,0.4002994233475829,12.468771806614509,0.2856099449539546,2.535840740965594,0.01884634523258824,0.1829281065895897,0.008763409791123538,0.0,0.0,0.8005988466951658,0.01884634523258824,0.1829281065895897,0.0,0.0,24.0,0.52,52.676753897219896,0.6776348277926445,0.520269254975021,29.275345294736326,0.1706448632106185,0.6455813481472432,0.019664063360542057,1.0673484671860933,50.0,DH_nm2_s,6,0.520269254975021,,,,,,
K_oat_DH_nm2_s_07,0.6467792730787618,0.9990583333333337,0.999566666666667,0.00023333333333333333,0.00011666666666666667,6.666666666666667e-05,1.6666666666666667e-05,0.0,15.06228035927051,0.3888402426718844,12.453712905492328,0.2626034790331437,2.5327292825764425,0.01824045263520443,0.18272563493965877,0.009268207109106332,0.0,0.0,0.7776804853437688,0.01824045263520443,0.18272563493965877,0.0,0.0,24.0,0.52,52.676753897219896,0.6776348277926445,0.5402796109355986,29.275345294736326,0.1706448632106185,0.6455813481472432,0.019664063360542057,1.0673484671860933,50.0,DH_nm2_s,7,0.5402796109355986,,,,,,
K_oat_DH_nm2_s_08,0.6375528620116336,0.995858333333334,0.9980500000000007,0.0010999999999999988,0.0006166666666666665,0.00011666666666666667,0.00011666666666666667,0.0,14.997357208401981,0.39343275486373985,12.44087835315112,0.2707796449775525,2.533414494212735,0.019508751756979723,0.17952663768211746,0.008905071272826966,0.0,0.0,0.7868655097274797,0.019508751756979723,0.17952663768211746,0.0,0.0,24.0,0.52,52.676753897219896,0.6776348277926445,0.5602899668961764,29.275345294736326,0.1706448632106185,0.6455813481472432,0.019664063360542057,1.0673484671860933,50.0,DH_nm2_s,8,0.5602899668961764,,,,,,
K_oat_DH_nm2_s_09,0.6064083554094102,0.9920000000000011,0.9961333333333343,0.0023333333333333335,0.0011833333333333322,0.00015000000000000001,0.0002,0.0,15.07601407529463,0.42151115005159423,12.455829748495386,0.26487191821594847,2.5331286042347556,0.01822963967365412,0.18013730119132149,0.010206104053760089,0.0,0.0,0.8430223001031885,0.01822963967365412,0.18013730119132149,0.0,0.0,24.0,0.52,52.676753897219896,0.6776348277926445,0.580300322856754,29.275345294736326,0.1706448632106185,0.6455813481472432,0.019664063360542057,1.0673484671860933,50.0,DH_nm2_s,9,0.580300322856754,,,,,,
K_oat_DH_nm2_s_10,0.6240172641221622,0.9877583333333346,0.9941333333333346,0.0035166666666666666,0.0019000000000000002,0.00028333333333333335,0.00016666666666666666,0.0,15.126200271298291,0.39931332182983315,12.478866136457954,0.2705406058300006,2.5337353446069817,0.018937678126268686,0.18016436672718014,0.009773799615029145,0.0,0.0,0.7986266436596663,0.018937678126268686,0.18016436672718014,0.0,0.0,24.0,0.52,52.676753897219896,0.6776348277926445,0.6003106788173318,29.275345294736326,0.1706448632106185,0.6455813481472432,0.019664063360542057,1.0673484671860933,50.0,DH_nm2_s,10,0.6003106788173318,,,,,,
K_oat_time_s_00,0.4750438574998873,0.9997583333333334,0.9998500000000001,0.00013333333333333334,0.0,0.0,1.6666666666666667e-05,0.0,14.434080582584334,0.3584583202133602,12.43364893506186,0.2715750336148108,2.533474960692185,0.019180524080204157,0.1643694346680526,0.008352846925154454,0.1318388348313313,0.0,0.7169166404267204,0.019180524080204157,0.1643694346680526,0.0,0.0,24.0,0.52,52.676753897219896,0.6776348277926445,0.5002588990144432,24.275345294736326,0.1706448632106185,0.6455813481472432,0.019664063360542057,1.0673484671860933,50.0,time_s,0,24.275345294736326,,,,,,
K_oat_time_s_01,0.6751712260527942,0.9997750000000001,0.9998833333333335,8.333333333333333e-05,1.6666666666666667e-05,1.6666666666666667e-05,0.0,0.0,14.553928574175893,0.35695712723385165,12.417800304911347,0.27727837888251256,2.5339975323731725,0.018822218176895014,0.16705784950037322,0.007850445463285796,0.0,0.0,0.7139142544677033,0.018822218176895014,0.16705784950037322,0.0,0.0,24.0,0.52,52.676753897219896,0.6776348277926445,0.5002588990144432,25.275345294736326,0.1706448632106185,0.6455813481472432,0.019664063360542057,1.0673484671860933,50.0,time_s,1,25.275345294736326,,,,,,
K_oat_time_s_02,0.6944199726305317,0.9998083333333334,0.9999000000000001,6.666666666666667e-05,1.6666666666666667e-05,0.0,1.6666666666666667e-05,0.0,14.705877715160373,0.33814118226375467,12.455258504123735,0.27758844190530274,2.534214182763017,0.019477615867910997,0.1699665179796338,0.008336642702186458,0.0,0.0,0.6762823645275093,0.019477615867910997,0.1699665179796338,0.0,0.0,24.0,0.52,52.676753897219896,0.6776348277926445,0.5002588990144432,26.275345294736326,0.1706448632106185,0.6455813481472432,0.019664063360542057,1.0673484671860933,50.0,time_s,2,26.275345294736326,,,,,,
K_oat_time_s_03,0.6893425974160479,0.9998166666666668,0.9999166666666668,3.3333333333333335e-05,0.0,1.6666666666666667e-05,3.3333333333333335e-05,0.0,14.736739351006195,0.3445830630139059,12.411906476549127,0.2871776476565669,2.5358333850403585,0.018977737810283127,0.1743914506737143,0.00794377337263009,0.0,0.0,0.6891661260278118,0.018977737810283127,0.1743914506737143,0.0,0.0,24.0,0.52,52.676753897219896,0.6776348277926445,0.5002588990144432,27.275345294736326,0.1706448632106185,0.6455813481472432,0.019664063360542057,1.0673484671860933,50.0,time_s,3,27.275345294736326,,,,,,
K_oat_time_s_04,0.6990858174011993,0.9998833333333332,0.99995,1.6666666666666667e-05,0.0,1.6666666666666667e-05,1.6666666666666667e-05,0.0,14.864697981820711,0.3360107110869453,12.451173878656927,0.2755197058660761,2.533794062025369,0.018744157797333322,0.17834109621391186,0.008824805338155075,0.0,0.0,0.6720214221738906,0.018744157797333322,0.17834109621391186,0.0,0.0,24.0,0.52,52.676753897219896,0.6776348277926445,0.5002588990144432,28.275345294736326,0.1706448632106185,0.6455813481472432,0.019664063360542057,1.0673484671860933,50.0,time_s,4,28.275345294736326,,,,,,
K_oat_time_s_05,0.6300939272667542,0.9996666666666668,0.9998333333333335,0.0001,0.0,3.3333333333333335e-05,3.3333333333333335e-05,0.0,15.033103945472332,0.40652238130658497,12.447080682108012,0.27347761089600886,2.5332548030081705,0.01849417825760233,0.18478692414189374,0.008683483229755895,0.0,0.0,0.8130447626131699,0.01849417825760233,0.18478692414189374,0.0,0.0,24.0,0.52,52.676753897219896,0.6776348277926445,0.5002588990144432,29.275345294736326,0.1706448632106185,0.6455813481472432,0.019664063360542057,1.0673484671860933,50.0,time_s,5,29.275345294736326,,,,,,
K_oat_time_s_06,0.6437305888050082,0.9999,0.99995,3.3333333333333335e-05,0.0,1.6666666666666667e-05,0.0,0.0,15.20454553574712,0.3935577538165077,12.464041978871869,0.27700380295469124,2.534048899200847,0.019390211691020377,0.1883337938681042,0.00792944158088451,0.0,0.0,0.7871155076330154,0.019390211691020377,0.1883337938681042,0.0,0.0,24.0,0.52,52.676753897219896,0.6776348277926445,0.5002588990144432,30.275345294736326,0.1706448632106185,0.6455813481472432,0.019664063360542057,1.0673484671860933,50.0,time_s,6,30.275345294736326,,,,,,
K_oat_time_s_07,0.664426087663497,0.9997333333333334,0.9998500000000001,0.00011666666666666667,0.0,1.6666666666666667e-05,1.6666666666666667e-05,0.0,15.42123241639785,0.37365268634850146,12.435397418495596,0.2931357837451036,2.5360228145145074,0.019357609177144405,0.1920969810689489,0.006580165315737938,0.0,0.0,0.7473053726970029,0.019357609177144405,0.1920969810689489,0.0,0.0,24.0,0.52,52.676753897219896,0.6776348277926445,0.5002588990144432,31.275345294736326,0.1706448632106185,0.6455813481472432,0.019664063360542057,1.0673484671860933,50.0,time_s,7,31.275345294736326,,,,,,
K_oat_time_s_08,0.3800566461223158,0.9998583333333333,0.9999333333333333,3.3333333333333335e-05,0.0,1.6666666666666667e-05,1.6666666666666667e-05,0.0,15.601643609269258,0.35411361978787065,12.449912452801463,0.2805825487050888,2.5343364217552526,0.018990817380866668,0.1949526763002458,0.005722620036250879,0.2032872185385166,0.0,0.7082272395757413,0.018990817380866668,0.1949526763002458,0.0,0.0,24.0,0.52,52.676753897219896,0.6776348277926445,0.5002588990144432,32.275345294736326,0.1706448632106185,0.6455813481472432,0.019664063360542057,1.0673484671860933,50.0,time_s,8,32.275345294736326,,,,,,
K_oat_time_s_09,0.1410992304442271,0.9996333333333334,0.9998500000000001,5e-05,6.666666666666667e-05,1.6666666666666667e-05,1.6666666666666667e-05,0.0,15.710161723267511,0.2679996687368673,12.445382345072124,0.2739767156985497,2.5334373267663755,0.017957732136397515,0.19571840687397157,0.005408230316841276,0.42032344653502207,0.0,0.5359993374737346,0.017957732136397515,0.19571840687397157,0.0,0.0,24.0,0.52,52.676753897219896,0.6776348277926445,0.5002588990144432,33.275345294736326,0.1706448632106185,0.6455813481472432,0.019664063360542057,1.0673484671860933,50.0,time_s,9,33.275345294736326,,,,,,
K_oat_time_s_10,-0.0008772867721578009,0.9998000000000001,0.9998833333333335,0.0001,1.6666666666666667e-05,0.0,0.0,0.0,15.763502949261847,0.24992342871020834,12.408204671829472,0.28896115520999377,2.5347150755234837,0.018601235920238515,0.19622243073484036,0.0049301212156408255,0.5270058985236936,0.0,0.4998468574204167,0.018601235920238515,0.19622243073484036,0.0,0.0,24.0,0.52,52.676753897219896,0.6776348277926445,0.5002588990144432,34.275345294736326,0.1706448632106185,0.6455813481472432,0.019664063360542057,1.0673484671860933,50.0,time_s,10,34.275345294736326,,,,,,
