recipe_id,fd_label,rank_06l_in_FP_pool,rank_06p_in_FP_pool,FD_label,FD_CD_error,FD_LER,FD_margin,pred_CD_error,pred_LER,pred_margin,pred_p_robust_valid,pred_p_defect,pred_class,CD_under_predicted,LER_under_predicted,margin_over_predicted,class_overconfident,geometry_extrapolation,dominant_cause,pitch_nm,line_cd_ratio,dose_mJ_cm2,sigma_nm,DH_nm2_s,time_s,Hmax_mol_dm3,kdep_s_inv,Q0_mol_dm3,kq_s_inv,abs_len_nm,chemistry_knob_signature
J_175,roughness_degraded,31,32,roughness_degraded,1.4363245500068587,3.50097379232474,0.0354418072363597,0.6846966667593044,3.4774506435014714,0.03335771249893689,0.11333333333333333,0.8366666666666667,roughness_degraded,True,False,False,False,True,cd_error_under_predicted,18.0,0.52,26.474207536317408,0.8667914187535644,0.742278461996466,38.44156263396144,0.20479058120399712,0.48662402424961326,0.001370220836251974,1.550147064961493,70.1204599160701,low_dose_mJ_cm2:-0.67;low_Q0_mol_dm3:-0.61;low_kdep_s_inv:-0.53
J_3780,roughness_degraded,33,33,roughness_degraded,1.8683783660839932,3.384994208556953,0.015490194548102187,2.265947685771552,3.4115781763064676,0.048849274715635084,0.04,0.93,roughness_degraded,False,False,True,False,True,margin_over_predicted,20.0,0.6,35.012108453549445,2.2475255699828267,0.47430261336266993,43.647929867729545,0.17148763918317855,0.4576115936040878,0.02823778660967946,1.5855544423684478,56.516508432105184,low_kdep_s_inv:-0.63;high_time_s:+0.57;high_sigma_nm:+0.52
J_3447,merged,32,30,merged,2.381707541776162,3.0506991908832624,0.14951130473511953,1.7503843735367397,3.0062647109554845,0.1137442972139296,0.12333333333333334,0.8166666666666667,merged,True,False,False,False,True,cd_error_under_predicted,20.0,0.45,33.06205078214407,2.948922134935856,0.41416569631546735,37.37357473466545,0.2053103724680841,0.5676696403883398,0.00039859794080257413,1.2530847233720124,52.56944885477424,high_sigma_nm:+0.76;low_Q0_mol_dm3:-0.64;low_dose_mJ_cm2:-0.50
J_4516,roughness_degraded,30,31,roughness_degraded,1.6893566697427467,2.993651689929201,0.05060088505959415,0.7690467265211538,3.24640934515816,0.05786714674963644,0.15,0.8300000000000001,roughness_degraded,True,False,False,False,True,cd_error_under_predicted,20.0,0.6,36.84423184208572,0.09647620562463999,0.7043361726216972,30.59946569148451,0.19892951575107873,0.4592125158756971,0.009803489288315176,0.9820137275382876,88.62677526194602,low_kdep_s_inv:-0.62;high_abs_len_nm:+0.45;high_DH_nm2_s:+0.41
