recipe_id,rank_06c,rank_06a_rescore,yield_score_06c,yield_score_06a,p_robust_valid_06c,p_robust_valid_06a,mean_cd_fixed_06c,mean_cd_fixed_06a,mean_ler_locked_06c,mean_ler_locked_06a,cd_error_penalty_06c,ler_penalty_06c,pitch_nm,line_cd_ratio,dose_mJ_cm2,sigma_nm,DH_nm2_s,time_s,Hmax_mol_dm3,kdep_s_inv,Q0_mol_dm3,kq_s_inv,abs_len_nm
D_333,25,1181,0.9868416666666683,0.002407466752213483,0.9926333333333349,0.9505666666666671,15.446066695137542,16.868542533247787,2.5402296981863093,2.576971531569512,0.0,0.0,24.0,0.52,54.0354684535414,0.5905027147382498,0.3256222439929843,39.53690014779568,0.19474596517160536,0.48823243295773866,0.018135907435789703,1.695853357668966,50.0
D_3572,26,2886,0.9864250000000023,-1.9319561138280879,0.9937666666666689,0.9390500000000004,15.945978791539744,18.76303944716142,2.540646721218205,2.656266266020714,0.0,0.0,24.0,0.52,56.064394005574286,0.19992093835026026,0.4769609237089753,38.97149854339659,0.1819961553160101,0.6212070397101344,0.012355507649481297,1.13753590779379,50.0
D_491,27,285,0.986241666666668,0.6242093826892169,0.9951333333333346,0.9471500000000006,14.885620335489147,16.241790617310784,2.5380824285281536,2.5396769098726097,0.0,0.0,24.0,0.52,51.231903112493455,0.512689171358943,0.5242713659070433,30.886637214571238,0.19228571258485316,0.5219774814322591,0.005860399017110466,0.7979915202595294,50.0
D_366,28,582,0.9859833333333344,0.41346459275159,0.9928166666666678,0.9501166666666669,14.879436728061624,16.465327073915077,2.5360221016829763,2.556206410458587,0.0,0.0,24.0,0.52,40.992868300527334,0.805999799631536,0.5304208874702454,29.901939099654555,0.19604837901890276,0.600763563066721,0.01050570166669786,1.50054416898638,50.0
D_2118,29,26,0.9856000000000003,0.8369333333333329,0.993266666666667,0.9324666666666662,15.444991185354738,15.963532170717453,2.5348921989076634,2.523789548850711,0.0,0.0,24.0,0.52,59.57106167636812,0.8598314635455608,0.47495640181005,32.45539686642587,0.19458033657632767,0.5571890600956977,0.022340343743562696,1.917053465731442,50.0
D_3980,30,24,0.984716666666668,0.8391416666666663,0.994016666666668,0.9330666666666663,14.719519821708822,15.653416647456838,2.53557984361136,2.5239923194708633,0.0,0.0,24.0,0.52,59.78934307862073,0.9426943408325315,0.5366959126666189,29.6008739201352,0.18241894849576057,0.5460093500092625,0.02079301712103188,1.4718873570673168,50.0
D_310,31,1603,0.983683333333334,-0.33061589100194577,0.9939333333333341,0.94505,15.776067856043483,17.186290891001946,2.536762868727428,2.5351139237934395,0.0,0.0,24.0,0.52,58.12526217196137,0.9199784779921174,0.33359766118228434,33.404580554924905,0.2125670304801315,0.575817883759737,0.01176241898909211,1.836588649544865,50.0
D_4995,32,2,0.9835583333333352,0.9076416666666668,0.9935166666666685,0.9621333333333335,15.222469776170726,15.628490497169262,2.5337054961492664,2.5464538724320347,0.0,0.0,24.0,0.52,38.26231547445059,1.0507774511352181,0.39226807625964283,33.565701292827725,0.19691144272685052,0.6050733778625728,0.010535788061097263,0.9123261934146285,50.0
D_1178,33,3,0.9830166666666676,0.8969500000000004,0.9927666666666678,0.9554000000000002,14.383271085098022,15.70302519885979,2.5314779583753917,2.5254473095620553,0.0,0.0,24.0,0.52,47.8019116781652,0.9517217706888914,0.519553048722446,27.820883416570723,0.19024431952275336,0.5289291435852647,0.012415402382612227,1.1169261350296438,50.0
D_3439,34,1048,0.9825750000000015,0.1010398513127082,0.9929333333333349,0.9618666666666664,15.61261466356829,16.81358514868729,2.5362506791892803,2.5512004180744245,0.0,0.0,24.0,0.52,55.771613482385874,0.6745761539787054,0.42477962160483,36.871012235060334,0.21294970870949329,0.5561632157303393,0.025390181019902227,1.839338710065931,50.0
D_3751,35,830,0.9825333333333354,0.2578913502117349,0.992150000000002,0.9554833333333344,14.96684485194411,16.634183649788266,2.5410000351717317,2.635946303795561,0.0,0.0,24.0,0.52,52.81576875317842,0.3339709024876356,0.42625363934785127,36.491450695320964,0.17357026192359626,0.6325252227485181,0.02141543942503631,1.9272492602467537,50.0
D_4800,36,2516,0.9823250000000017,-1.3883468550693898,0.9904833333333349,0.9500666666666653,15.731096152472055,18.24864685506939,2.5403630748395685,2.646089199131646,0.0,0.0,24.0,0.52,51.5475283479318,0.7375457771122456,0.30260659027844666,38.55630963109434,0.19090433161705733,0.626136139407754,0.017187402416020632,1.2050436553545296,50.0
D_1838,37,33,0.9822833333333362,0.8268500000000003,0.9938333333333361,0.9305500000000003,14.819855256017554,15.464867830317267,2.5372629001624496,2.534355029262167,0.0,0.0,24.0,0.52,59.07340517453849,0.5242077810689807,0.41718939477577804,26.678059929981828,0.19500747112557293,0.5108471178449691,0.0046972926333546635,1.7532623200677335,50.0
D_3809,38,10,0.9811750000000008,0.8659833333333327,0.9930666666666675,0.9525833333333327,14.28005165258765,15.640220868305033,2.536608514695385,2.5915898468685032,0.0,0.0,24.0,0.52,56.191487247124314,0.9593961518257856,0.43719055149704217,23.16172179300338,0.20125656444579362,0.6264442548155784,0.00950927272439003,1.5138720599934459,50.0
D_547,39,54,0.9811083333333341,0.7926999999999997,0.9914333333333342,0.914883333333333,14.031544645648514,15.997387810161836,2.547789276021788,2.56972453490844,0.0,0.0,24.0,0.52,57.95948317833245,0.16773574613034725,0.3265273507684469,30.488764941692352,0.16165674379095435,0.5893306641839444,0.010790954288095235,0.7217996949329972,50.0
D_2680,40,122,0.9801666666666685,0.7292076412073031,0.9929000000000019,0.9377833333333337,14.399900206863698,16.121934025459364,2.534294902554116,2.590802492859011,0.0,0.0,24.0,0.52,53.037449528463185,0.8144761249423027,0.5434143777936697,28.508565556257963,0.17126579411327839,0.6242985233664513,0.0151432148180902,1.099623474292457,50.0
D_4008,41,1901,0.9795500000000021,-0.6347584727799858,0.9931666666666689,0.9430500000000009,15.84923217364213,17.49759180611332,2.541510695322657,2.6536047294966205,0.0,0.0,24.0,0.52,57.10445555951446,0.027334509417414665,0.39146149922162293,35.44070199597627,0.20182667962275447,0.646602425724268,0.019148177755996584,0.8789307842962444,50.0
D_4836,42,15,0.9790916666666682,0.8611916666666671,0.990683333333335,0.9426333333333338,14.215047016748294,15.511500170319069,2.53144722234807,2.513709948127992,0.0,0.0,24.0,0.52,54.34673005063087,1.274950417689979,0.46932370979338883,26.47297240793705,0.1758589035831392,0.5585660075768828,0.015073543936014174,1.4207922336645424,50.0
D_3372,43,1815,0.9790000000000005,-0.5550586522268349,0.9923166666666673,0.9408000000000004,15.213307301047648,17.390308652226835,2.5373848768343406,2.623486180557119,0.0,0.0,24.0,0.52,57.898932670243084,0.5469867205247283,0.5595840287394822,32.76844230014831,0.19267110334709286,0.6079203153029085,0.007882957784458994,1.4029643880203366,50.0
D_1485,44,102,0.9783666666666695,0.7500236593133462,0.9917500000000028,0.9289166666666668,14.581296723805599,16.078526340686654,2.535260892543146,2.5376725573238503,0.0,0.0,24.0,0.52,55.626294071786106,0.8127282746136189,0.5398917125537992,33.568270090036094,0.16425465142354367,0.5022635200992227,0.007714176038280129,1.3710595550946891,50.0
D_785,45,957,0.9782666666666682,0.160932990732511,0.9913000000000015,0.9331500000000001,14.739859035566846,16.666583675934156,2.5380530888548405,2.5367197889236706,0.0,0.0,24.0,0.52,53.00051589310169,0.3893648022785783,0.5369446223601699,34.486201643012464,0.1793073286116123,0.4806756652891636,0.009466865826398134,1.8151151635684073,50.0
D_2935,46,228,0.9770000000000001,0.6627476571932139,0.9906666666666668,0.9570499999999992,15.213021870199206,16.220394009473452,2.537364903601903,2.5850256619171987,0.0,0.0,24.0,0.52,57.318382694385946,1.0741920992732048,0.33674759529531,29.55933218356222,0.19552639950066805,0.6196695625782014,0.017447983156889675,1.7505008154548705,50.0
D_1397,47,38,0.9765333333333349,0.8192750000000003,0.9874833333333349,0.9204000000000003,14.33310262499338,15.134499287261038,2.540878864541983,2.539909589126589,0.0,0.0,24.0,0.52,49.447499234229326,0.32088076137006283,0.5017628527246416,27.139974017627537,0.1972606572136283,0.47350493287667633,0.0060283354204148055,1.2157188430428505,50.0
D_1928,48,2265,0.9754344645430281,-1.0773673552736605,0.9926166666666686,0.9368166666666673,16.006640535456974,17.898834021940328,2.542652168354653,2.5717238694702815,0.006640535456973851,0.0,24.0,0.52,56.230577948503196,0.625813233666122,0.4324297785758972,42.17646758072078,0.19309218730777503,0.4794455327093601,0.015097572170197963,0.7530301311053336,50.0
D_1788,49,1046,0.9750166666666684,0.10234816460322083,0.9902666666666684,0.9439666666666665,14.609011502600255,16.756385168730112,2.5382332410206825,2.5885238920223537,0.0,0.0,24.0,0.52,57.562863724306226,1.0275439471006393,0.3968046234920621,34.51120902784169,0.16349231318570673,0.6022342598997057,0.012606506226584316,1.5318472664803267,50.0
D_1901,50,921,0.9736083333333346,0.19031967467960853,0.9889833333333345,0.9397333333333339,15.900206889436756,16.65864699198706,2.5399734259727227,2.6677663790291195,0.0,0.0,24.0,0.52,57.54419148992747,0.6975492853671312,0.5637562868185342,30.363695141859353,0.21087823298759759,0.6438250737264752,0.021090208729729054,1.5044330591335893,50.0
D_2243,51,44,0.9723333333333333,0.8102701144622496,0.9847499999999999,0.92605,14.689501398601603,16.027563218871084,2.5433676515996093,2.6512652861018835,0.0,0.0,24.0,0.52,49.08900592569262,0.44713321421295404,0.48501219106838106,31.48259500041604,0.18986604831181467,0.6405519581399859,0.0249641621299088,1.119651893619448,50.0
D_4760,52,154,0.9720166666666683,0.7103789678352688,0.988933333333335,0.9592333333333329,15.08324324816207,16.191562698831397,2.5393932704859092,2.660367718707844,0.0,0.0,24.0,0.52,49.03716845624149,0.6171355079859495,0.49848379027098416,28.020919538103044,0.20937122526578605,0.6487381044775248,0.020545862903818487,0.8196520945057273,50.0
D_2264,53,2471,0.971050000000001,-1.3283797627722813,0.988950000000001,0.9399333333333341,15.927261210641955,18.16547142943895,2.536684300220679,2.56788971083453,0.0,0.0,24.0,0.52,54.957978372462094,0.6956582721322775,0.5528746570460499,37.95009416528046,0.19574073581956328,0.5202332504093647,0.01348538864403963,1.0247923112474382,50.0
D_3478,54,1103,0.9700250000000001,0.06337028526271393,0.9844666666666668,0.9495999999999997,14.599964647140377,16.818571381403952,2.543332369619317,2.5627804941635146,0.0,0.0,24.0,0.52,50.800735116004944,0.1704223919659853,0.32324793208390473,37.84343325998634,0.17276938013732432,0.5466072202660144,0.018397621074691416,1.7606422281824052,50.0
D_2094,55,1,0.9691583333333342,0.9087499999999997,0.9852666666666675,0.956233333333333,15.249016894181043,14.556713195184036,2.5358169701268807,2.5514789628867667,0.0,0.0,24.0,0.52,37.25144444871694,1.149397725239396,0.45319738490507006,32.6868182560429,0.20186536737717686,0.599106692429632,0.013388325618579984,1.400102118961513,50.0
D_2377,56,17,0.9680583333333339,0.8541250000000008,0.9879666666666672,0.9378666666666676,14.088247241792192,15.18673162963641,2.5351306671501224,2.5179454954868263,0.0,0.0,24.0,0.52,50.4064774364233,1.0249262563884258,0.4091592665761709,27.1565953316167,0.16987960982136427,0.5712028198875487,0.020094139203429222,0.8920008619315922,50.0
D_4735,57,27,0.9677333333333349,0.8362000000000008,0.9873666666666682,0.9430833333333343,14.76896971034116,15.681720833280405,2.5390428913176457,2.6938837998427765,0.0,0.0,24.0,0.52,54.0491783246398,0.8007527813315392,0.4011360571719706,24.375648126006126,0.20623118532821536,0.6423596169799566,0.0057889331504702565,0.6259022890590131,50.0
