op_name,sigma_nm,DH_nm2_s,time_s,P_space_center_mean,P_line_center_mean,P_line_margin,contrast,area_frac,CD_pitch_frac,CD_initial_nm,CD_final_nm,CD_shift_nm,LER_design_initial_nm,LER_after_eblur_H0_nm,LER_after_PEB_P_nm,electron_blur_LER_reduction_pct,PEB_LER_reduction_pct,total_LER_reduction_pct,passed,fail_reason
robust,0.0,0.5,30.0,0.21006022518366654,0.7922139688794154,0.1422139688794154,0.5821537436957489,0.5937152777777778,0.593619143298796,12.458333333333332,14.246859439171104,1.7885261058377715,2.77190169436708,2.77190169436708,2.531092523620566,0.0,8.687507613847714,8.687507613847714,True,
robust,1.0,0.5,30.0,0.24547857376170043,0.7941136879944374,0.14411368799443736,0.5486351142327369,0.6284201388888889,0.6283603757607673,12.458354738027225,15.080649018258416,2.6222942802311913,2.77190169436708,2.710923041420645,2.5560187975256614,2.1998851211192982,5.714077512647011,7.788259492756364,True,
robust,2.0,0.5,30.0,0.310926860586319,0.7898602439119002,0.13986024391190022,0.4789333833255812,0.6786805555555555,0.6788306635408602,12.458324199521941,16.291935924980645,3.833611725458704,2.77190169436708,2.6041346164160317,2.673347512521661,6.05241803098487,-2.6578079208855985,3.555471755931896,True,
robust,3.0,0.5,30.0,0.39780212019246014,0.7797526303377291,0.1297526303377291,0.381950510145269,0.7647222222222222,0.7628486949721548,12.460708547320328,18.308368679331714,5.847660132011386,2.77190169436708,2.4653748951043815,3.3958887894639944,11.05835751266385,-37.74330209200155,-22.511155296919434,True,
algorithmic_best,0.0,0.8,20.0,0.16189607584530294,0.6533603181106774,0.003360318110677385,0.49146424226537444,0.470625,0.4701166026547627,12.458333333333332,11.282798463714304,-1.1755348696190282,2.77190169436708,2.77190169436708,2.5055015996212453,0.0,9.610733861420831,9.610733861420831,False,P_line_margin=0.003<0.03
algorithmic_best,1.0,0.8,20.0,0.1883826068990545,0.6558310636537245,0.005831063653724433,0.46744845675466995,0.4919965277777778,0.49170550012739217,12.458354738027225,11.800932003057412,-0.6574227349698134,2.77190169436708,2.710923041420645,2.4933707870095736,2.1998851211192982,8.02502509614084,10.048368884204047,False,P_line_margin=0.006<0.03
algorithmic_best,2.0,0.8,20.0,0.23711934617253147,0.6513787386972861,0.0013787386972861082,0.41425939252475463,0.5121527777777778,0.5119989043682464,12.458324199521941,12.287973704837913,-0.17035049468402796,2.77190169436708,2.6041346164160317,2.4911558475082187,6.05241803098487,4.338438120503204,10.128275740419618,False,P_line_margin=0.001<0.03
algorithmic_best,3.0,0.8,20.0,0.3029729960708497,0.6406182822347611,-0.009381717765238884,0.33764528616391143,0.5365798611111111,0.5368545806095799,12.460708547320328,12.884509934629918,0.4238013873095898,2.77190169436708,2.4653748951043815,2.5686353399930684,11.05835751266385,-4.188427694860378,7.333101126460559,False,P_line_mean=0.64<=0.65
