run_id,pitch_nm,line_cd_nm,dose_mJ_cm2,dose_norm,DH_nm2_s,time_s,T_C,Q0,kq,kdep,kloss,P_threshold,H_peak,H_min,P_max,P_min,Q_min,P_mean,area_P_gt_threshold_nm2,CD_initial_nm,CD_final_nm,CD_shift_nm,LER_initial_nm,LER_final_nm,LER_reduction_pct,LWR_initial_nm,LWR_final_nm,contour_exists,nan_or_inf,status
v2_stage1_clean_geometry,24.0,12.5,40.0,1.0,0.8,30.0,100.0,0.0,0.0,0.5,0.005,0.5,0.07712364004413899,0.03351645486469088,0.7867524670116046,0.21882338890876998,0.0,0.5697926691891829,9000.25,12.458333333333332,15.00952583401858,2.5511925006852483,2.77190169436708,2.6540792961392965,4.2505980088405115,3.68911374570009,3.6311145981901873,True,False,ok
