sigma_nm,time_s,DH_nm2_s,kdep_s_inv,Hmax_mol_dm3,H_peak,H_min,P_max,P_min,P_space_min,P_space_center_mean,P_line_max,P_line_center_mean,contrast,P_mean,area_P_gt_threshold_nm2,area_frac,CD_initial_nm,CD_final_nm,CD_shift_nm,CD_pitch_frac,LER_initial_nm,LER_final_nm,cond_space,cond_line,cond_contrast,cond_area,cond_cd,cond_metrics,passed
0.0,30.0,0.8,0.5,0.2,0.07712364004413899,0.03351645486469088,0.7867524670116046,0.21882338890876998,0.22140888451075236,0.31094981240247477,0.7859780434900949,0.762589025547365,0.4516392131448902,0.5697926691891829,9000.25,0.6250173611111111,12.458333333333332,15.00952583401858,2.5511925006852483,0.6253969097507742,2.77190169436708,2.6540792961392965,True,True,True,True,True,True,True
0.0,45.0,0.8,0.5,0.2,0.06429465195249127,0.03927679539572321,0.8739492722687198,0.4098401360369507,0.4124979303025127,0.5077331886402127,0.8731002141090725,0.8519189771618947,0.344185788521682,0.7085133156530204,13522.0,0.9390277777777778,12.458333333333332,22.221661804148777,9.763328470815445,0.9259025751728657,2.77190169436708,2.5425259254713466,False,True,True,False,False,True,False
0.0,60.0,0.8,0.5,0.2,0.056485566400165346,0.039908619523696884,0.9198864525177534,0.5645947129889147,0.5669273352933121,0.6514983080790867,0.9193225227302584,0.9011437631573452,0.24964545507825853,0.7985368420647332,14400.0,1.0,12.458333333333332,23.5,11.041666666666668,0.9791666666666666,2.77190169436708,0.0,False,True,True,False,False,True,False
0.0,15.0,1.0,0.5,0.2,0.09545908584303248,0.022915772289881564,0.577066675926676,0.0664081486448501,0.06790279956944423,0.1191348457490886,0.5762542843433032,0.5559865411702525,0.43685169542116387,0.3595797144157605,4561.75,0.31678819444444445,12.458333333333332,7.5900827248193945,-4.868250608513938,0.31625344686747475,2.77190169436708,2.5328609713834593,True,False,True,True,True,True,False
0.0,20.0,1.0,0.5,0.2,0.08553490360503171,0.030279107286310225,0.6629054576993111,0.12792094916970267,0.12988414009175933,0.19812504173780515,0.6620394997448441,0.6381288908777006,0.4400038491398955,0.443457708582998,6683.0,0.4640972222222222,12.458333333333332,11.1299102080757,-1.3284231252576326,0.46374625866982083,2.77190169436708,2.526730119767765,True,False,True,True,True,True,False
0.0,30.0,1.0,0.5,0.2,0.07247326707734866,0.0388358665142922,0.7722052891408644,0.2697463102021957,0.27211536586942586,0.3573500074252729,0.7714355187770363,0.745797789467736,0.3884477820424631,0.5776723473109542,9353.0,0.6495138888888888,12.458333333333332,15.594586206653116,3.1362528733197834,0.6497744252772132,2.77190169436708,2.826694733444758,True,True,True,True,True,True,True
0.0,45.0,1.0,0.5,0.2,0.06151954680118348,0.04231147115484676,0.8618911628042207,0.4661092950090202,0.4683762239529103,0.5525756017097067,0.8611058095352135,0.8374322555966194,0.2848566538869127,0.7164022036852333,14204.25,0.98640625,12.458333333333332,23.23248846289556,10.774155129562228,0.9680203526206483,2.77190169436708,1.0360506422813924,False,True,True,False,False,True,False
0.0,60.0,1.0,0.5,0.2,0.05493599189712199,0.04166677567612335,0.910817594119209,0.614060393416572,0.614369670026331,0.6876495093837441,0.9102959768471094,0.8900588341559218,0.20240932477217766,0.804971580835005,14400.0,1.0,12.458333333333332,23.5,11.041666666666668,0.9791666666666666,2.77190169436708,0.0,False,True,True,False,False,True,False
0.0,15.0,1.5,0.5,0.2,0.0847116556094136,0.03435490660459034,0.5539280759792804,0.11548679539098905,0.11702588133706038,0.1720231837491967,0.5530670811595886,0.5284075701515206,0.35638438640232395,0.3663879138880776,3408.0,0.23666666666666666,12.458333333333332,5.819953380881884,-6.638379952451448,0.24249805753674517,2.77190169436708,2.8959625474172146,True,False,True,True,True,True,False
0.0,20.0,1.5,0.5,0.2,0.07618905093835684,0.04082702396919293,0.6347173352555711,0.19643773153711816,0.19822858086174217,0.26445377473186066,0.6338719891190393,0.6062053982995645,0.3417516235677039,0.4525782561072952,6449.25,0.44786458333333334,12.458333333333332,10.744651104044372,-1.7136822292889597,0.44769379600184883,2.77190169436708,2.661680747881774,True,False,True,True,True,True,False
