thickness_nm,amplitude,absorption_length_nm,DH_nm2_s,H0_z_modulation_pct,H0_z_modulation_sw_only_pct,P_final_z_modulation_pct,modulation_reduction_pct,top_bottom_asymmetry,sidewall_x_displacement_std_nm,psd_mid_band_locked,P_threshold_locked,CD_locked_nm,cd_lock_status,H_min,P_min,P_max,bounds_ok
15.0,0.1,15.0,0.5,76.84087444302364,6.351778432017795,28.38978108647925,63.05380268996048,0.24829843495064963,3.061371529296081,7.124697342335688,0.44999999999999996,12.408804818166894,ok,0.016088287970885184,0.14920962790336886,0.7114978699931016,True
15.0,0.1,15.0,0.8,76.84087444302364,6.351778432017795,25.60123449001803,66.68279131961081,0.22674550673782803,3.2313941150095835,7.957874005947741,0.44609375000000007,12.564775865510853,ok,0.0219996671190967,0.21046346858003712,0.6725170572832727,True
15.0,0.1,30.0,0.3,38.00464496048478,5.257947417185598,11.963355453293566,68.52133346928402,0.11231638172485724,1.3159904330727612,1.315378018371107,0.5265624999999999,12.49688165653136,ok,0.015059554480406261,0.13635634668884258,0.7591679930193724,True
15.0,0.1,30.0,0.5,38.00464496048478,5.257947417185598,11.189966422528983,70.55631901267932,0.10560432966162087,1.41916323071269,1.5360477028792288,0.528125,12.287062377311795,ok,0.022160137560873563,0.20407965460837912,0.7337502869444479,True
15.0,0.1,30.0,0.8,38.00464496048478,5.257947417185598,10.219252583135415,73.11051690191856,0.09698184375846451,1.485490089037909,1.686535911207309,0.5203125,12.450039283552174,ok,0.029168804145028565,0.2757054218994066,0.7009375252259956,True
15.0,0.1,60.0,0.3,22.86889197319204,7.32698495168542,5.1015991539633365,77.69197056007931,0.04699622462920278,0.6054117658181493,0.2791792874001159,0.5609375,12.563434819342854,ok,0.017947714863357243,0.16184263685633393,0.7673772083255795,True
15.0,0.1,60.0,0.5,22.86889197319204,7.32698495168542,4.566028480950486,80.0338884529124,0.04430897196397988,0.6358533243581326,0.3091219936414709,0.559375,12.441909108321966,ok,0.025915580277363865,0.23674030365330292,0.7446891248712434,True
15.0,0.1,60.0,0.8,22.86889197319204,7.32698495168542,4.18280056767278,81.70964919255357,0.04085121125960895,0.680157265077691,0.35455841686412215,0.559375,12.293627649945893,ok,0.033499491560930184,0.31302740445942434,0.7150285324441581,True
15.0,0.1,100.0,0.3,18.1028111707873,9.002444582377844,3.1358818673907853,82.67737624943473,0.02384184069993988,0.3481062312974518,0.09385710823571503,0.578125,12.491276749685182,ok,0.019229314292113768,0.17186370775795382,0.7706161775035658,True
15.0,0.1,100.0,0.5,18.1028111707873,9.002444582377844,2.6584648597253344,85.31462967466994,0.022461066698964003,0.35402152267556275,0.09681594781834797,0.575,12.393330942005699,ok,0.02755606611089469,0.25051108417502865,0.7490065132198169,True
15.0,0.1,100.0,0.8,18.1028111707873,9.002444582377844,2.2917237387930744,87.3405090669495,0.02073082185690428,0.35811641332518623,0.09874264737958191,0.5671875,12.534998831646533,ok,0.035367700671086064,0.3286839945974768,0.720601487083077,True
