sweep,x_var,y_var,x_val,y_val,CD_final_nm,CD_locked_nm,LER_CD_locked_nm,P_line_margin,area_frac,contrast,psd_locked_mid,status
pair:dose_mJ_cm2×pitch_nm,dose_mJ_cm2,pitch_nm,60,32,16.533410459395604,12.465480972372605,2.356369665329331,0.17464646015444496,0.5167578125,0.7575409133555264,0.9518310439602692,robust_valid
pair:Q0_mol_dm3×pitch_nm,Q0_mol_dm3,pitch_nm,0.0,16,15.5,13.43706463129005,3.6254344571060764,0.15334154785017928,1.0,0.08647470931169665,8.504980383693047,merged
pair:Q0_mol_dm3×pitch_nm,Q0_mol_dm3,pitch_nm,0.005,16,15.5,13.214654136361617,3.7818468628448185,0.14299385842895995,1.0,0.09001153235703929,8.867415844682819,merged
pair:Q0_mol_dm3×pitch_nm,Q0_mol_dm3,pitch_nm,0.01,16,15.5,12.984383348817222,3.944183391923967,0.13228271696568794,1.0,0.09354246509138775,9.103721152610548,merged
pair:Q0_mol_dm3×pitch_nm,Q0_mol_dm3,pitch_nm,0.02,16,15.5,13.246833820430126,3.7322024155717815,0.1097993661495108,1.0,0.10051355186272071,8.769555337396275,merged
pair:Q0_mol_dm3×pitch_nm,Q0_mol_dm3,pitch_nm,0.03,16,15.46517084684633,13.069318846669262,3.8498707068102407,0.08597405882019238,0.99703125,0.10723332262306151,9.060956805773484,merged
pair:Q0_mol_dm3×pitch_nm,Q0_mol_dm3,pitch_nm,0.0,18,17.46145827486228,12.581454667356958,4.227208359151195,0.1457241030837635,0.9970833333333333,0.17021654087644444,4.6383189978417185,merged
pair:Q0_mol_dm3×pitch_nm,Q0_mol_dm3,pitch_nm,0.005,18,17.39959128916084,12.575451088833947,4.2063693331137,0.13519721824332231,0.9925,0.17616417585962452,4.556665609385922,merged
pair:Q0_mol_dm3×pitch_nm,Q0_mol_dm3,pitch_nm,0.01,18,17.295513965379403,12.59923834705927,4.188857998759547,0.12431941452401951,0.9860648148148148,0.181985430882333,4.549085556841029,merged
pair:Q0_mol_dm3×pitch_nm,Q0_mol_dm3,pitch_nm,0.02,18,16.99246129340674,12.38049733867374,4.156817450932953,0.10154681240196939,0.9666203703703704,0.19310478110095985,4.192266470342104,merged
pair:Q0_mol_dm3×pitch_nm,Q0_mol_dm3,pitch_nm,0.03,18,16.51699617488962,12.504778839434431,4.1129981024188575,0.07750132328003101,0.937337962962963,0.20328877894451514,4.194477055501386,merged
pair:Q0_mol_dm3×pitch_nm,Q0_mol_dm3,pitch_nm,0.0,20,18.49400109106303,12.365465708946369,3.282415080942998,0.14195859070537364,0.9415416666666667,0.272625514283405,1.5409306914885237,merged
pair:Q0_mol_dm3×pitch_nm,Q0_mol_dm3,pitch_nm,0.005,20,18.105905999602804,12.706746852774709,3.364277400702646,0.13137563794603613,0.9188125,0.28027531810878037,1.7840243303692602,merged
pair:Q0_mol_dm3×pitch_nm,Q0_mol_dm3,pitch_nm,0.01,20,17.630885881887373,12.400393621293055,3.250941847620485,0.12044959347040396,0.8929791666666667,0.2875611062602615,1.5437176409178064,merged
