sweep,x_var,y_var,x_val,y_val,CD_final_nm,CD_locked_nm,LER_CD_locked_nm,P_line_margin,area_frac,contrast,psd_locked_mid,status
pair:Q0_mol_dm3×pitch_nm,Q0_mol_dm3,pitch_nm,0.02,20,16.56252342579544,12.565216575919065,3.2509107510364403,0.09760635474518609,0.8357083333333334,0.30084814437349927,1.5884837496197692,robust_valid
pair:Q0_mol_dm3×pitch_nm,Q0_mol_dm3,pitch_nm,0.03,20,15.363190181726214,12.466457290322754,3.1840246063455795,0.07352806824487379,0.7714791666666667,0.31213513797940146,1.550800333193706,robust_valid
pair:Q0_mol_dm3×pitch_nm,Q0_mol_dm3,pitch_nm,0.0,24,16.291935924980645,12.514091848393052,2.483516952227476,0.13986024391190022,0.6786805555555555,0.4789333833255812,0.9893846692157187,robust_valid
pair:Q0_mol_dm3×pitch_nm,Q0_mol_dm3,pitch_nm,0.005,24,15.832481882687755,12.640712886314319,2.483441602009481,0.12927005703647299,0.6597395833333334,0.4854933662751677,1.0023942438598537,robust_valid
pair:Q0_mol_dm3×pitch_nm,Q0_mol_dm3,pitch_nm,0.01,24,15.387975299595533,12.441073032246951,2.4770614266401916,0.11834158407050877,0.64109375,0.49114079958411677,1.0103132083380995,robust_valid
pair:Q0_mol_dm3×pitch_nm,Q0_mol_dm3,pitch_nm,0.02,24,14.527181125473186,12.31041177549831,2.4708961622430103,0.09550847259722162,0.6056597222222222,0.4996126432254625,1.0323447669340082,robust_valid
pair:Q0_mol_dm3×pitch_nm,Q0_mol_dm3,pitch_nm,0.03,24,13.683177865663911,12.43929893456197,2.468948777356901,0.07146083068959452,0.5704340277777777,0.5042674293629819,1.0605284844699874,robust_valid
pair:Q0_mol_dm3×pitch_nm,Q0_mol_dm3,pitch_nm,0.0,28,15.799469959261899,12.315022713054045,2.369444772475667,0.13963785905574122,0.5645238095238095,0.6308469325754409,0.9241711416852386,robust_valid
pair:Q0_mol_dm3×pitch_nm,Q0_mol_dm3,pitch_nm,0.005,28,15.416023271212264,12.4456640961296,2.3707369877241917,0.12905059056121027,0.5509375,0.6319822922845861,0.937422335045261,robust_valid
pair:Q0_mol_dm3×pitch_nm,Q0_mol_dm3,pitch_nm,0.01,28,15.033689501737678,12.520199338049135,2.3723371729774465,0.11812549019560026,0.5369791666666667,0.6320555144623292,0.951425670245716,robust_valid
pair:Q0_mol_dm3×pitch_nm,Q0_mol_dm3,pitch_nm,0.02,28,14.267750470684131,12.654427277098202,2.375938569313006,0.0953004411226519,0.5096130952380953,0.6291343332911009,0.981058115796103,robust_valid
pair:Q0_mol_dm3×pitch_nm,Q0_mol_dm3,pitch_nm,0.03,28,13.49104693396897,12.293004691691603,2.3814734175004153,0.07126250486418328,0.4821875,0.6223760676428378,1.0078622581912764,robust_valid
pair:Q0_mol_dm3×pitch_nm,Q0_mol_dm3,pitch_nm,0.0,32,15.736173357287186,12.290523095486261,2.3539921344004227,0.1396224217807377,0.49203125,0.7183752311342511,0.9151942164162966,robust_valid
pair:Q0_mol_dm3×pitch_nm,Q0_mol_dm3,pitch_nm,0.005,32,15.363012795298605,12.421977789459268,2.355689440223322,0.12903555926505061,0.4803515625,0.7140924491979728,0.9284522152573557,robust_valid
pair:Q0_mol_dm3×pitch_nm,Q0_mol_dm3,pitch_nm,0.01,32,14.989222017372757,12.497605683697309,2.3579226572440963,0.11811088667247127,0.468671875,0.7089526414570914,0.942641629271178,robust_valid
pair:Q0_mol_dm3×pitch_nm,Q0_mol_dm3,pitch_nm,0.02,32,14.236406738625206,12.633984569523088,2.362743137055387,0.09528675141719722,0.44485677083333336,0.6962773894679016,0.9729762988713023,robust_valid
pair:Q0_mol_dm3×pitch_nm,Q0_mol_dm3,pitch_nm,0.03,32,13.46892292434156,12.276689330324967,2.37079006115631,0.07124979326176584,0.4212369791666667,0.6807134667550289,1.0011330093240012,robust_valid
