run_id,pitch_nm,line_cd_nm,dose_mJ_cm2,dose_norm,DH_nm2_s,time_s,T_C,Q0,kq,kdep,kloss,P_threshold,H_peak,H_min,P_max,P_min,Q_min,P_mean,area_P_gt_threshold_nm2,CD_initial_nm,CD_final_nm,CD_shift_nm,LER_initial_nm,LER_final_nm,LER_reduction_pct,LWR_initial_nm,LWR_final_nm,contour_exists,nan_or_inf,status
v2_baseline_lspace_no_quencher,24.0,12.5,40.0,1.0,0.8,60.0,100.0,0.0,0.0,0.5,0.005,0.5,0.06359917244314195,0.038141066731433526,0.9167768798777504,0.6017159623777549,0.0,0.8467900398001413,16384.0,12.51934132767569,23.5,10.98065867232431,2.383827989915518,0.0,100.0,3.3545037544991927,0.0,True,False,ok
