block_label,pitch_nm,dose_mJ_cm2,sigma_nm,DH_nm2_s,time_s,Q0_mol_dm3,kq_s_inv,P_space_center_mean,P_line_center_mean,P_line_margin,contrast,area_frac,CD_pitch_frac,CD_initial_nm,CD_final_nm,CD_shift_nm,LER_design_initial_nm,LER_after_eblur_H0_nm,LER_after_PEB_P_nm,electron_blur_LER_reduction_pct,PEB_LER_reduction_pct,total_LER_reduction_pct,psd_PEB_high,psd_high_band_reduction_pct,status
primary,32.0,21.0,2.0,0.5,30.0,0.02,1.0,0.02820478552438261,0.5668320344382767,-0.08316796556172334,0.538627248913894,0.25072916666666667,0.2506065106354593,12.458320287328585,8.019408340334698,-4.438911946993887,2.77190169436708,2.6041283022600368,2.467723811933966,6.052645822468522,5.238009594523037,10.97361724808816,0.00020765625048129108,99.97330788690037,under_exposed
primary,32.0,28.4,2.0,0.5,30.0,0.02,1.0,0.03678617909853676,0.6562161141162393,0.006216114116239235,0.6194299350177025,0.36266927083333333,0.36248784226859393,12.458320287328585,11.599610952595006,-0.8587093347335788,2.77190169436708,2.6041283022600368,2.3756850815262176,6.052645822468522,8.772348909827556,14.294035522473038,8.092490963088553e-05,99.9895979204313,valid
primary,32.0,40.0,2.0,0.5,30.0,0.02,1.0,0.049009361949295664,0.7452867514171972,0.09528675141719722,0.6962773894679016,0.44485677083333336,0.4448877105820377,12.458320287328585,14.236406738625206,1.7780864512966215,2.77190169436708,2.6041283022600368,2.3551781809297525,6.052645822468522,9.559825493783416,15.033848937867175,3.4303816322796035e-05,99.99559059097467,robust_valid
primary,32.0,44.2,2.0,0.5,30.0,0.02,1.0,0.053100151585123795,0.7676721058574635,0.11767210585746346,0.7145719542723397,0.4648307291666667,0.4645322421030028,12.458320287328585,14.86503174729609,2.4067114599675055,2.77190169436708,2.6041283022600368,2.351746500826453,6.052645822468522,9.691603951101406,15.157651311893392,2.7384820387356455e-05,99.99647995800127,robust_valid
primary,32.0,59.0,2.0,0.5,30.0,0.02,1.0,0.06627849234230457,0.8219704018772999,0.17197040187729984,0.7556919095349953,0.5142708333333333,0.5140668328206989,12.458320287328585,16.450138650262364,3.9918183629337793,2.77190169436708,2.6041283022600368,2.3441383213936318,6.052645822468522,9.983762345379386,15.432126393325117,1.2646025559929562e-05,99.99837448117393,robust_valid
primary,32.0,60.0,2.0,0.5,30.0,0.02,1.0,0.06710554679891861,0.824646460154445,0.17464646015444496,0.7575409133555264,0.5167578125,0.5166690768561126,12.458320287328585,16.533410459395604,4.07509017206702,2.77190169436708,2.6041283022600368,2.343789441124817,6.052645822468522,9.997159545068516,15.444712707966936,1.181077057143383e-05,99.99848184476433,robust_valid
control_sigma0_no_q,16.0,21.0,0.0,0.5,30.0,0.02,1.0,0.4784115694587552,0.6456935478620525,-0.0043064521379475584,0.16728197840329728,0.85359375,0.8403765753223051,12.447916666666666,13.446025205156882,0.9981085384902162,2.695676253890114,2.695676253890114,3.1607029526394754,0.0,-17.25083633757148,-17.25083633757148,0.42457850055148877,55.5012989391173,under_exposed
control_sigma0_no_q,16.0,28.4,0.0,0.5,30.0,0.02,1.0,0.5544533226764387,0.7258315368690539,0.07583153686905386,0.17137821419261523,0.9566666666666667,0.9323493872298109,12.447916666666666,14.917590195676974,2.469673529010308,2.695676253890114,2.695676253890114,1.7101845878910429,0.0,36.558235232324876,36.558235232324876,0.1737019075898924,81.79486420177241,merged
control_sigma0_no_q,16.0,40.0,0.0,0.5,30.0,0.02,1.0,0.6331343029867241,0.8007304164957276,0.1507304164957276,0.1675961135090035,0.9940104166666667,0.9640572833303285,12.447916666666666,15.424916533285256,2.9769998666185895,2.695676253890114,2.695676253890114,0.4397284082373458,0.0,83.687640249723,83.687640249723,0.05895731537080395,93.8208742349651,merged
control_sigma0_no_q,16.0,44.2,0.0,0.5,30.0,0.02,1.0,0.6535921964762816,0.8187617507909537,0.16876175079095368,0.16516955431467206,0.9975520833333333,0.967023819465556,12.447916666666666,15.472381111448897,3.0244644447822306,2.695676253890114,2.695676253890114,0.1995919211961346,0.0,92.59584970902552,92.59584970902552,0.03993179271749593,95.81487780315551,merged
